Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.999537,-4.893915,15.665826,-0.726644,0.617778,0
1,-7.999532,-4.947043,15.665826,-0.746923,0.619645,0
2,-7.999442,-4.424582,15.776550,-0.605131,0.612983,0
3,-7.999442,6.373602,16.085234,-0.993398,0.693903,1
4,-7.999442,6.704640,16.085234,-0.996338,0.704013,1
5,-7.997874,1.418400,2.613141,-0.998843,0.728456,1
6,-7.997670,-3.768295,15.655812,-0.143419,0.606471,0
7,-7.997661,-4.997930,15.553681,-0.751145,0.621699,0
8,-7.997661,-4.961222,15.652687,-0.749730,0.620168,0
9,-7.997515,4.841632,2.864476,-0.998910,0.756187,1
10,-7.997478,4.817623,2.864476,-0.998895,0.755984,1
11,-7.993058,1.418400,2.613141,-0.998838,0.728423,1
12,-7.988780,6.593565,15.603874,-0.996641,0.705635,1
13,-7.988273,6.535243,15.603874,-0.996286,0.703844,1
14,-7.988087,6.365358,15.603874,-0.993136,0.693811,1
15,-7.988087,6.593565,15.603874,-0.996632,0.705604,1
16,-7.983302,6.346622,15.731463,-0.992452,0.688220,1
17,-7.979928,-4.409824,15.553681,-0.597650,0.612298,0
18,-7.978986,6.348829,16.339505,-0.992556,0.688463,1
19,-7.971437,4.817623,2.864476,-0.998866,0.755815,1
20,-7.969457,-4.903628,15.667242,-0.716445,0.613319,0
21,-7.969246,1.335631,3.181628,-0.998809,0.728258,1
22,-7.969246,1.339720,3.181628,-0.998801,0.728192,1
23,-7.969246,1.418400,3.181628,-0.998831,0.728324,1
24,-7.968906,6.677680,15.816254,-0.996267,0.703186,1
25,-7.968786,6.404271,4.787157,-0.999759,0.775399,1
26,-7.968766,4.817623,2.602845,-0.998851,0.755713,1
27,-7.968615,6.346622,4.925295,-0.999766,0.779426,1
28,-7.968615,6.346622,15.731463,-0.992820,0.692923,1
29,-7.946583,6.704640,16.085517,-0.996130,0.695204,1
30,-7.908471,7.982523,13.738703,-0.990731,0.628989,1
31,-7.905198,7.709891,13.920801,-0.983751,0.625243,1
32,-7.805820,1.380047,3.165973,-0.998790,0.727500,1
33,-7.805820,1.418400,3.165973,-0.998796,0.727533,1
34,-7.323648,5.636189,4.925295,-0.999249,0.774773,1
35,-7.252409,-3.768295,15.655812,-0.124844,0.601373,0
36,-7.237218,-3.768295,15.655812,-0.124728,0.601255,0
37,-7.234459,-3.768295,15.655812,-0.121605,0.601216,0
38,-7.126811,-3.754994,15.655812,-0.083074,0.600078,0
39,-7.123919,7.981016,13.738703,-0.960852,0.622729,1
40,-3.605694,-2.946387,18.706195,0.804462,0.569879,0
41,-3.605694,-2.927033,18.706195,0.802319,0.569921,0
42,-3.538264,-2.927033,18.676889,0.799168,0.577408,0
43,-3.498389,-2.280788,18.705188,0.760134,0.584529,0
