Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.997559,7.020745,8.963192,0.998795,0.667630,0
1,-7.947729,7.993146,8.963599,0.933665,0.685627,0
2,-7.882769,7.390227,8.974738,0.996382,0.678328,0
3,-7.882769,7.953864,8.974738,0.921562,0.693086,0
4,-7.882769,7.998702,8.974738,0.895030,0.694771,0
5,-6.747567,7.991416,9.005039,-0.232964,0.726854,0
6,-6.747567,7.994466,8.722006,-0.236725,0.726888,0
7,-6.576208,7.998715,9.005103,-0.154234,0.723342,0
8,-6.461157,7.998765,9.006015,-0.090660,0.720887,0
9,-6.313606,7.999674,9.005358,-0.020499,0.717545,0
10,-6.304827,7.995272,8.963177,-0.002579,0.712001,0
11,-6.218983,7.953591,8.963537,0.111620,0.710108,0
12,-0.359510,7.650190,5.854009,-1.000000,0.801100,1
13,2.061257,7.987653,5.804178,-0.999827,0.793817,1
14,2.288986,7.936714,6.048042,-0.999800,0.791579,1
15,7.826830,5.242562,5.804178,-0.986610,0.774647,1
16,7.861003,7.999451,6.146171,-0.996426,0.780669,1
17,7.951743,5.271470,5.854009,-0.984492,0.772127,1
18,7.992159,7.998702,11.282771,0.351539,0.695258,0
19,7.995125,7.998702,11.282771,0.354216,0.695152,0
