Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,3.369955,-7.391760,2.385702,-0.952084,0.818562,-2.033271
1,3.375078,-7.391760,2.359164,-0.952758,0.822276,-0.027028
2,3.369955,-7.391760,2.385702,-0.952084,0.818562,-2.033271
3,3.378077,-7.391760,2.205320,-0.954219,0.822236,-0.153873
4,3.388237,-7.391760,2.385702,-0.954973,0.822114,-0.018283
5,3.369955,-7.391760,2.385702,-0.952084,0.818562,-2.033271
6,3.369955,-7.646875,4.103248,-1.000000,0.825348,-1.736389
7,3.735676,-7.646875,4.103248,-1.000000,0.830160,-0.365722
8,3.757501,-6.657752,3.781272,-0.999999,0.812896,-1.110056
9,3.369955,-7.646875,4.103248,-1.000000,0.825348,-1.736389
10,3.735676,-7.646875,4.103248,-1.000000,0.830160,-0.365722
11,1.880800,-6.648754,4.205261,-0.999991,0.806464,-1.795615
12,3.757501,-6.657752,3.781272,-0.999999,0.812896,-1.110056
13,3.735676,-7.646875,4.103248,-1.000000,0.830160,-0.365722
14,3.757501,-5.848452,4.271684,-0.999359,0.804984,-0.946293
15,3.757501,-6.657752,3.781272,-0.999999,0.812896,-1.110056
16,3.735676,-7.419849,4.105081,-1.000000,0.826423,-0.227034
17,0.839359,-7.401494,3.577943,-0.999999,0.831254,-1.429946
18,3.735676,-7.646875,4.103248,-1.000000,0.830160,-0.365722
19,4.832117,-6.422014,4.103248,-0.999940,0.799558,-1.081238
20,3.757501,-6.657752,3.781272,-0.999999,0.812896,-1.110056
21,3.735676,-7.419849,4.105081,-1.000000,0.826423,-0.227034
22,4.832117,-7.645818,4.103248,-1.000000,0.817940,-1.075835
23,5.026261,-6.281028,3.998788,-0.999768,0.794829,-0.261688
24,4.832117,-7.645818,4.103248,-1.000000,0.817940,-1.075835
25,4.700747,-7.397176,1.565065,-0.999352,0.816631,-1.469494
26,4.832117,-7.645818,4.103248,-1.000000,0.817940,-1.075835
27,4.832117,-6.747243,6.530643,-0.984070,0.814206,-1.389946
28,4.832117,-7.645818,4.103248,-1.000000,0.817940,-1.075835
29,3.742110,-5.471865,3.626252,-0.953280,0.795912,-0.747420
30,4.832117,-6.747243,6.530643,-0.984070,0.814206,-1.389946
31,3.745184,-5.471865,3.626252,-0.952707,0.795871,-0.003074
32,4.832117,-7.645818,4.103248,-1.000000,0.817940,-1.075835
33,4.832117,-6.747243,6.530643,-0.984070,0.814206,-1.389946
34,4.832117,-7.645818,4.103248,-1.000000,0.817940,-1.075835
35,3.745184,-5.471865,3.626252,-0.952707,0.795871,-0.003074
36,6.433013,-5.471865,6.616016,-0.994160,0.839293,-1.503053
37,6.433013,-5.471865,6.616016,-0.994160,0.839293,-1.503053
38,4.832117,-7.645818,4.103248,-1.000000,0.817940,-1.075835
39,3.745184,-5.471865,3.626252,-0.952707,0.795871,-0.003074
40,4.832117,-7.645818,4.103248,-1.000000,0.817940,-1.075835
41,6.433013,-5.471865,6.616016,-0.994160,0.839293,-1.503053
42,4.832117,-7.645818,4.103248,-1.000000,0.817940,-1.075835
43,6.433013,-5.471865,6.616016,-0.994160,0.839293,-1.503053
44,6.433013,-5.471865,6.616016,-0.994160,0.839293,-1.503053
45,4.832117,-7.645818,4.103248,-1.000000,0.817940,-1.075835
46,4.832117,-7.645818,4.103248,-1.000000,0.817940,-1.075835
47,-7.453455,-2.463326,5.116639,-0.999555,0.813528,-1.957223
48,4.832117,-7.645818,4.103248,-1.000000,0.817940,-1.075835
49,-7.453455,-2.463326,5.116639,-0.999555,0.813528,-1.957223
50,4.832117,-7.645818,4.103248,-1.000000,0.817940,-1.075835
51,-7.453455,-2.463326,5.116639,-0.999555,0.813528,-1.957223
52,4.832117,-7.645818,4.103248,-1.000000,0.817940,-1.075835
53,-7.511170,2.942642,5.096892,-1.000000,0.808744,-0.922096
54,-7.453455,-2.463326,5.116639,-0.999555,0.813528,-1.957223
55,-7.504021,4.698035,5.167428,-1.000000,0.815023,-1.095378
