Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive
0,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
1,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
2,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
3,0.649764,0.880090,0.673516,-0.902816,-2.827907,-11.621701
4,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
5,0.649764,0.880090,0.673516,-0.902816,-2.827907,-11.621701
6,0.647295,0.868917,0.673516,-0.982910,-2.908758,-10.939875
7,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
8,0.649764,0.880090,0.673516,-0.902816,-2.827907,-11.621701
9,0.647295,0.868917,0.673516,-0.982910,-2.908758,-10.939875
10,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
11,0.649764,0.880090,0.673516,-0.902816,-2.827907,-11.621701
12,0.647295,0.868917,0.673516,-0.982910,-2.908758,-10.939875
13,0.649485,0.868917,0.673516,-0.952203,-2.827852,-10.167541
14,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
15,0.649764,0.880090,0.673516,-0.902816,-2.827907,-11.621701
16,0.647295,0.868917,0.673516,-0.982910,-2.908758,-10.939875
17,0.649485,0.868917,0.673516,-0.952203,-2.827852,-10.167541
18,0.690321,0.880090,0.673516,-0.959349,-2.685748,-10.258549
19,0.406077,0.628206,0.332468,-0.947731,-2.407877,-10.258549
20,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
21,0.649764,0.880090,0.673516,-0.902816,-2.827907,-11.621701
22,0.647295,0.868917,0.673516,-0.982910,-2.908758,-10.939875
23,0.690321,0.880090,0.673516,-0.959349,-2.685748,-10.258549
24,0.649485,0.868917,0.676736,-0.952203,-2.827852,-10.693596
25,0.649485,0.868917,0.673516,-0.952203,-2.827852,-10.167541
26,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
27,0.649764,0.880090,0.673516,-0.902816,-2.827907,-11.621701
28,0.647295,0.868917,0.673516,-0.982910,-2.908758,-10.939875
29,0.649039,0.880090,0.673516,-0.924858,-2.910876,-9.206224
30,0.690321,0.880090,0.673516,-0.959349,-2.685748,-10.258549
31,0.649485,0.868917,0.676736,-0.952203,-2.827852,-10.693596
32,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
