Index,X_0,X_1,X_2,Fitness_Fitness_0,Fitness_Fitness_1,Fitness_Fitness_2,Critical
0,-8.000000,-8.000000,2.111111,-0.999991,0.836777,0.000000,1
1,-8.000000,-8.000000,4.222222,-1.000000,0.816503,0.000000,1
2,-8.000000,-8.000000,19.000000,-0.999970,0.728758,0.000000,1
3,-6.222222,-8.000000,2.111111,-1.000000,0.837195,0.000000,1
4,-6.222222,-8.000000,4.222222,-1.000000,0.815628,0.000000,1
5,-6.222222,-8.000000,12.666667,-0.981492,0.742038,0.000000,1
6,-6.222222,-8.000000,16.888889,-0.999088,0.771669,0.000000,1
7,-6.222222,-8.000000,19.000000,-1.000000,0.743417,0.000000,1
8,-4.444444,-8.000000,2.111111,-1.000000,0.833747,0.000000,1
9,-4.444444,-8.000000,4.222222,-1.000000,0.806463,0.000000,1
10,-4.444444,-8.000000,16.888889,-0.996409,0.747827,0.000000,1
11,-2.666667,-8.000000,2.111111,-1.000000,0.828024,0.000000,1
12,-2.666667,-8.000000,4.222222,-1.000000,0.806801,0.000000,1
13,-2.666667,-8.000000,16.888889,-0.997783,0.721656,0.000000,1
14,-0.888889,-8.000000,2.111111,-1.000000,0.840814,0.000000,1
15,-0.888889,-8.000000,4.222222,-1.000000,0.812823,0.000000,1
16,0.888889,-8.000000,2.111111,-1.000000,0.835656,0.000000,1
17,0.888889,-8.000000,4.222222,-1.000000,0.791615,0.000000,1
18,2.666667,-8.000000,2.111111,-1.000000,0.835899,0.000000,1
19,2.666667,-8.000000,4.222222,-0.999934,0.787955,0.000000,1
20,4.444444,-8.000000,0.000000,-0.993581,0.775626,0.000000,1
21,4.444444,-8.000000,2.111111,-1.000000,0.833650,0.000000,1
22,4.444444,-8.000000,4.222222,-0.984794,0.787637,0.000000,1
23,6.222222,-8.000000,0.000000,-0.999500,0.773389,0.000000,1
24,6.222222,-8.000000,2.111111,-1.000000,0.822935,0.000000,1
25,8.000000,-8.000000,0.000000,-0.999629,0.771816,0.000000,1
26,8.000000,-8.000000,2.111111,-0.999998,0.823047,0.000000,1
27,8.000000,-8.000000,4.222222,-0.965072,0.768273,0.000000,1
28,-8.000000,-6.222222,2.111111,-0.999920,0.818317,0.000000,1
29,-8.000000,-6.222222,4.222222,-1.000000,0.824006,0.000000,1
30,-8.000000,-6.222222,19.000000,-0.999673,0.733390,0.000000,1
31,-6.222222,-6.222222,2.111111,-0.999989,0.826881,0.000000,1
32,-6.222222,-6.222222,4.222222,-1.000000,0.819941,0.000000,1
33,-6.222222,-6.222222,12.666667,-0.984162,0.739761,0.000000,1
34,-6.222222,-6.222222,19.000000,-0.999866,0.755245,0.000000,1
35,-4.444444,-6.222222,2.111111,-0.999999,0.830979,0.000000,1
36,-4.444444,-6.222222,4.222222,-0.999884,0.813010,0.000000,1
37,-4.444444,-6.222222,6.333333,-0.999461,0.786020,0.000000,1
38,-2.666667,-6.222222,2.111111,-0.999999,0.828404,0.000000,1
39,-2.666667,-6.222222,4.222222,-0.999949,0.799009,0.000000,1
40,-0.888889,-6.222222,2.111111,-0.999999,0.824986,0.000000,1
41,-0.888889,-6.222222,4.222222,-0.999539,0.798313,0.000000,1
42,-0.888889,-6.222222,16.888889,-0.962176,0.715338,0.000000,1
43,0.888889,-6.222222,2.111111,-0.999999,0.824046,0.000000,1
44,0.888889,-6.222222,4.222222,-0.999589,0.783815,0.000000,1
45,2.666667,-6.222222,2.111111,-0.999999,0.825382,0.000000,1
46,2.666667,-6.222222,4.222222,-0.992919,0.773779,0.000000,1
47,4.444444,-6.222222,0.000000,-0.992651,0.771773,0.000000,1
48,4.444444,-6.222222,2.111111,-0.999992,0.825167,0.000000,1
49,6.222222,-6.222222,0.000000,-0.999489,0.771970,0.000000,1
50,6.222222,-6.222222,2.111111,-0.999867,0.816708,0.000000,1
51,8.000000,-6.222222,0.000000,-0.995418,0.771435,0.000000,1
52,8.000000,-6.222222,2.111111,-0.994051,0.810939,0.000000,1
53,-8.000000,-4.444444,4.222222,-1.000000,0.810559,0.000000,1
54,-8.000000,-4.444444,19.000000,-0.998400,0.719422,0.000000,1
55,-6.222222,-4.444444,4.222222,-1.000000,0.818256,0.000000,1
56,-6.222222,-4.444444,19.000000,-0.989407,0.737955,0.000000,1
57,-4.444444,-4.444444,2.111111,-0.950757,0.807898,0.000000,1
58,-4.444444,-4.444444,4.222222,-1.000000,0.806969,0.000000,1
59,-2.666667,-4.444444,2.111111,-0.971263,0.809001,0.000000,1
60,-2.666667,-4.444444,4.222222,-0.999996,0.794842,0.000000,1
61,-0.888889,-4.444444,2.111111,-0.992342,0.813956,0.000000,1
62,-0.888889,-4.444444,4.222222,-0.999605,0.790706,0.000000,1
63,0.888889,-4.444444,2.111111,-0.992846,0.810627,0.000000,1
64,0.888889,-4.444444,4.222222,-0.993963,0.766397,0.000000,1
65,2.666667,-4.444444,2.111111,-0.990686,0.813018,0.000000,1
66,2.666667,-4.444444,4.222222,-0.974478,0.747623,0.000000,1
67,4.444444,-4.444444,2.111111,-0.976815,0.810955,0.000000,1
68,4.444444,-4.444444,10.555556,-0.997209,0.789597,0.000000,1
69,-8.000000,-2.666667,4.222222,-0.999997,0.820078,0.000000,1
70,-8.000000,-2.666667,19.000000,-0.998897,0.703738,0.000000,1
71,-6.222222,-2.666667,4.222222,-0.999996,0.823837,0.000000,1
72,-6.222222,-2.666667,19.000000,-0.972813,0.726760,0.000000,1
73,-4.444444,-2.666667,4.222222,-0.999993,0.812288,0.000000,1
74,-2.666667,-2.666667,4.222222,-0.998848,0.800675,0.000000,1
75,4.444444,-2.666667,10.555556,-0.999727,0.787238,0.000000,1
76,6.222222,-2.666667,10.555556,-0.999899,0.797179,0.000000,1
77,8.000000,-2.666667,10.555556,-0.999803,0.803759,0.000000,1
78,8.000000,-2.666667,16.888889,-0.965744,0.777929,0.000000,1
79,-8.000000,-0.888889,4.222222,-0.999040,0.821219,0.000000,1
80,-6.222222,-0.888889,4.222222,-0.977434,0.826975,0.000000,1
81,-6.222222,-0.888889,19.000000,-0.966720,0.731697,0.000000,1
82,6.222222,-0.888889,10.555556,-0.999969,0.805771,0.000000,1
83,8.000000,-0.888889,10.555556,-0.999969,0.809031,0.000000,1
84,8.000000,-0.888889,16.888889,-0.997549,0.775686,0.000000,1
85,-8.000000,0.888889,4.222222,-0.999846,0.829590,0.000000,1
86,-8.000000,0.888889,19.000000,-0.997978,0.714243,0.000000,1
87,4.444444,0.888889,4.222222,-0.955026,0.751082,0.000000,1
88,8.000000,0.888889,10.555556,-0.997468,0.811208,0.000000,1
89,8.000000,0.888889,16.888889,-0.998707,0.776399,0.000000,1
90,-8.000000,2.666667,4.222222,-0.999257,0.820333,0.000000,1
91,-8.000000,2.666667,16.888889,-0.978498,0.861102,0.000000,1
92,-8.000000,2.666667,19.000000,-0.997333,0.709981,0.000000,1
93,0.888889,2.666667,4.222222,-0.988220,0.774211,0.000000,1
94,2.666667,2.666667,2.111111,-0.973431,0.756610,0.000000,1
95,2.666667,2.666667,4.222222,-0.998550,0.753823,0.000000,1
96,4.444444,2.666667,2.111111,-0.987076,0.742099,0.000000,1
97,4.444444,2.666667,4.222222,-0.996563,0.740959,0.000000,1
98,6.222222,2.666667,2.111111,-0.986366,0.730160,0.000000,1
99,6.222222,2.666667,4.222222,-0.995694,0.729531,0.000000,1
100,8.000000,2.666667,2.111111,-0.985567,0.730580,0.000000,1
101,8.000000,2.666667,4.222222,-0.995049,0.733525,0.000000,1
102,8.000000,2.666667,12.666667,-0.951726,0.849190,0.000000,1
103,8.000000,2.666667,16.888889,-0.968065,0.757135,0.000000,1
104,-8.000000,4.444444,4.222222,-0.999982,0.818993,0.000000,1
105,-8.000000,4.444444,16.888889,-0.962555,0.853815,0.000000,1
106,-8.000000,4.444444,19.000000,-0.998645,0.728161,0.000000,1
107,-6.222222,4.444444,4.222222,-0.999954,0.822487,0.000000,1
108,-6.222222,4.444444,6.333333,-0.992912,0.818667,0.000000,1
109,-6.222222,4.444444,16.888889,-0.996206,0.844835,0.000000,1
110,-4.444444,4.444444,4.222222,-0.999981,0.811783,0.000000,1
111,-4.444444,4.444444,6.333333,-0.997394,0.810050,0.000000,1
112,-4.444444,4.444444,16.888889,-0.992660,0.845588,0.000000,1
113,-2.666667,4.444444,4.222222,-0.999986,0.796430,0.000000,1
114,-2.666667,4.444444,6.333333,-0.998835,0.812375,0.000000,1
115,-0.888889,4.444444,4.222222,-0.999996,0.784909,0.000000,1
116,-0.888889,4.444444,6.333333,-0.999545,0.794699,0.000000,1
117,0.888889,4.444444,2.111111,-0.983972,0.755462,0.000000,1
118,0.888889,4.444444,4.222222,-0.999985,0.783856,0.000000,1
119,0.888889,4.444444,6.333333,-0.999055,0.796382,0.000000,1
120,2.666667,4.444444,2.111111,-0.996929,0.744680,0.000000,1
121,2.666667,4.444444,4.222222,-0.999942,0.760456,0.000000,1
122,2.666667,4.444444,6.333333,-0.997815,0.784063,0.000000,1
123,4.444444,4.444444,2.111111,-0.999144,0.730754,0.000000,1
124,4.444444,4.444444,4.222222,-0.999820,0.750474,0.000000,1
125,6.222222,4.444444,2.111111,-0.999564,0.719387,0.000000,1
126,6.222222,4.444444,4.222222,-0.999919,0.751656,0.000000,1
127,6.222222,4.444444,16.888889,-0.974461,0.778360,0.000000,1
128,8.000000,4.444444,2.111111,-0.999363,0.722059,0.000000,1
129,8.000000,4.444444,4.222222,-0.999970,0.742963,0.000000,1
130,-8.000000,6.222222,4.222222,-0.999999,0.820354,0.000000,1
131,-8.000000,6.222222,6.333333,-0.982477,0.802011,0.000000,1
132,-8.000000,6.222222,19.000000,-0.997672,0.739846,0.000000,1
133,-6.222222,6.222222,4.222222,-1.000000,0.828026,0.000000,1
134,-6.222222,6.222222,6.333333,-0.999998,0.829876,0.000000,1
135,-6.222222,6.222222,16.888889,-0.961883,0.855585,0.000000,1
136,-4.444444,6.222222,4.222222,-1.000000,0.826203,0.000000,1
137,-4.444444,6.222222,6.333333,-1.000000,0.828043,0.000000,1
138,-4.444444,6.222222,16.888889,-0.972204,0.847626,0.000000,1
139,-2.666667,6.222222,4.222222,-1.000000,0.804290,0.000000,1
140,-2.666667,6.222222,6.333333,-1.000000,0.828040,0.000000,1
141,-0.888889,6.222222,4.222222,-1.000000,0.807610,0.000000,1
142,-0.888889,6.222222,6.333333,-0.999989,0.827896,0.000000,1
143,0.888889,6.222222,2.111111,-0.983653,0.756213,0.000000,1
144,0.888889,6.222222,4.222222,-1.000000,0.781680,0.000000,1
145,0.888889,6.222222,6.333333,-0.999974,0.817593,0.000000,1
146,2.666667,6.222222,2.111111,-0.996427,0.743690,0.000000,1
147,2.666667,6.222222,4.222222,-0.999999,0.780452,0.000000,1
148,2.666667,6.222222,6.333333,-0.999823,0.817590,0.000000,1
149,4.444444,6.222222,2.111111,-0.998042,0.754110,0.000000,1
150,4.444444,6.222222,4.222222,-0.999993,0.767987,0.000000,1
151,6.222222,6.222222,2.111111,-0.999603,0.721767,0.000000,1
152,6.222222,6.222222,4.222222,-0.999992,0.762565,0.000000,1
153,6.222222,6.222222,16.888889,-0.958735,0.783506,0.000000,1
154,8.000000,6.222222,2.111111,-0.999684,0.723431,0.000000,1
155,8.000000,6.222222,4.222222,-0.999993,0.762365,0.000000,1
