Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness
0,1.860725,-1.176344,0.347725,-0.989021,0.762917
1,-6.252978,2.625839,1.268872,-0.999989,0.782458
2,0.951672,3.183914,2.060602,-0.997978,0.711001
3,1.860725,-1.176344,0.347725,-0.989021,0.762917
4,1.877682,2.291729,0.341825,-0.985332,0.720496
5,-7.388506,0.359044,13.058597,-0.985100,0.723743
6,2.062166,4.968569,3.452959,-0.983106,0.725189
7,1.399022,-1.176344,0.347725,-0.981691,0.764160
8,2.120924,-3.179374,14.095690,-0.950289,0.737815
9,0.951672,3.183914,2.060602,-0.997978,0.711001
10,-7.388506,-1.118569,0.515994,-1.000000,0.793775
11,-6.579395,2.635782,1.362625,-0.999996,0.778328
12,0.898308,3.183914,2.060602,-0.998115,0.711703
13,1.826224,-3.094261,0.148285,-0.999058,0.764159
14,0.763801,3.228768,1.945446,-0.998549,0.712652
15,-6.252978,2.625839,1.268872,-0.999989,0.782458
16,-6.238135,2.625839,1.268872,-0.999988,0.782188
17,1.931046,2.291729,0.341825,-0.985673,0.719793
18,1.860725,2.225288,0.347725,-0.983353,0.716841
19,0.962697,3.183914,0.306563,-0.996508,0.723718
20,-7.292584,4.968569,4.169327,-0.999873,0.799177
21,0.951672,3.183914,2.060602,-0.997978,0.711001
22,-7.388506,-1.118569,0.515994,-1.000000,0.793775
23,0.898308,3.183914,2.060602,-0.998115,0.711703
24,1.826224,-3.094261,0.148285,-0.999058,0.764159
25,0.763801,3.228768,1.945446,-0.998549,0.712652
26,1.826224,-2.855241,0.148285,-0.998988,0.763410
27,-6.461844,2.307769,1.268872,-0.999999,0.770312
28,-6.649737,-2.800890,1.337374,-1.000000,0.776577
29,2.035345,-2.776191,0.203476,-0.998621,0.758354
30,1.825950,-3.107004,0.148285,-0.999066,0.764417
31,-7.391697,-1.118569,0.515994,-1.000000,0.793775
32,-7.388506,-1.118569,0.786341,-1.000000,0.793775
33,-6.579395,2.635782,1.362625,-0.999996,0.778328
34,-5.634950,2.625839,1.268872,-0.999920,0.771885
35,-7.388506,-1.118569,0.515994,-1.000000,0.793775
36,1.139665,3.228768,1.945446,-0.997563,0.706749
37,2.035345,-2.776191,0.203476,-0.998621,0.758354
38,0.763801,3.228768,1.945446,-0.998549,0.712652
39,-6.681979,-2.800890,1.337374,-1.000000,0.777431
40,-6.649737,-2.800890,1.337374,-1.000000,0.776577
41,-6.461844,2.307769,1.268872,-0.999999,0.770312
42,1.826224,-2.855241,0.148285,-0.998988,0.763410
43,-5.634950,3.189107,1.268872,-0.999417,0.768536
44,0.951672,3.183914,2.060602,-0.997978,0.711001
45,1.825950,-3.107004,0.148285,-0.999066,0.764417
46,-6.460765,3.333615,1.268872,-0.999838,0.770143
47,0.898308,3.183914,2.060602,-0.998115,0.711703
48,0.796225,3.228768,1.945446,-0.998478,0.712116
49,1.826224,-3.094261,0.148285,-0.999058,0.764159
50,-6.616636,-3.729186,1.337374,-0.999989,0.770170
51,-6.461688,2.307769,1.268872,-0.999999,0.770312
52,-7.404749,2.289956,0.538422,-1.000000,0.783679
53,1.811270,2.929332,2.033908,-0.993100,0.705515
54,2.035345,-2.776191,0.203476,-0.998621,0.758354
55,0.763801,3.228768,1.945446,-0.998549,0.712652
56,-5.616629,-2.800890,1.337374,-0.999980,0.767048
57,0.966627,-2.839679,0.176064,-0.999466,0.758792
58,-6.649737,-2.800890,1.337374,-1.000000,0.776577
59,-6.681979,-2.800890,1.337374,-1.000000,0.777431
60,-6.461844,2.307769,1.268872,-0.999999,0.770312
61,1.139665,3.228768,1.945446,-0.997563,0.706749
62,0.951672,3.183914,2.060602,-0.997978,0.711001
63,-6.461844,2.324483,1.268872,-0.999999,0.770138
64,1.148677,3.228768,1.945446,-0.997517,0.706584
65,0.898308,3.183914,2.060602,-0.998115,0.711703
66,0.796225,3.228768,1.945446,-0.998478,0.712116
67,0.941586,3.183914,2.387781,-0.998000,0.711084
68,-7.404749,2.289956,0.538422,-1.000000,0.783679
69,-5.616629,-2.800890,1.337374,-0.999980,0.767048
70,0.966627,-2.839679,0.176064,-0.999466,0.758792
71,-6.649737,-2.800890,1.337374,-1.000000,0.776577
72,-6.461844,2.307769,1.268872,-0.999999,0.770312
73,-6.461844,2.324483,1.268872,-0.999999,0.770138
74,1.987700,3.228768,1.945446,-0.994673,0.701259
75,-6.650246,-2.800890,1.337374,-1.000000,0.776577
76,-7.404749,2.289956,0.550264,-1.000000,0.783679
77,0.966627,-2.839679,0.065780,-0.999466,0.758792
78,-6.649468,-2.800890,1.337374,-1.000000,0.776577
79,2.035345,3.403053,0.203476,-0.998116,0.704525
80,-6.681471,-2.800890,1.337374,-1.000000,0.777271
81,-5.616629,-2.800890,1.280363,-0.999980,0.767048
82,-6.649737,-4.019268,1.337374,-0.999973,0.763029
83,1.596485,4.135367,1.945446,-0.999102,0.706625
84,-6.603399,2.289956,0.538422,-0.999999,0.773479
85,-7.369183,-0.934541,0.997291,-1.000000,0.796355
86,-7.404749,2.289956,0.538422,-1.000000,0.783679
87,1.987700,3.228768,1.945446,-0.994673,0.701259
88,1.596485,4.135367,1.945446,-0.999102,0.706625
89,1.002757,-2.839679,0.176586,-0.999461,0.758191
90,-7.314818,2.289956,0.550264,-1.000000,0.777215
91,-6.649737,-4.019268,1.337374,-0.999973,0.763029
92,-5.616629,-2.800890,1.337374,-0.999980,0.767048
93,-5.586474,-1.004018,1.313390,-1.000000,0.772013
94,1.596485,6.477205,1.945446,-0.999087,0.703798
95,0.966627,-2.839679,0.176064,-0.999466,0.758792
96,1.881171,3.228768,1.945446,-0.994892,0.701837
97,-6.461844,2.324483,1.268872,-0.999999,0.770138
98,-6.461844,2.307769,1.268872,-0.999999,0.770312
99,-5.616629,-2.800890,1.280363,-0.999980,0.767048
100,0.966627,-2.839679,0.065780,-0.999466,0.758792
