Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-5.642643,1.694060,14.696720,-0.803514,0.715783,0
1,5.389002,-3.179374,14.095690,-0.935701,0.741756,0
2,-7.388506,0.359044,13.863862,-0.896394,0.731526,0
3,1.860725,-1.176344,0.347725,-0.989021,0.762917,1
4,0.903158,2.422131,1.268872,-0.932321,0.740051,0
5,1.842620,-3.654066,3.627389,-0.752078,0.729127,0
6,2.001627,-2.945677,3.625358,-0.799449,0.729700,0
7,0.763801,1.588939,5.375382,-0.816986,0.739006,0
8,1.569682,5.079914,6.316807,-0.936493,0.793101,0
9,1.633214,0.140074,1.391396,-0.875065,0.743850,0
10,-1.867575,5.049703,3.452959,-0.929230,0.758937,0
11,1.817880,0.001794,6.029103,-0.468549,0.738707,0
12,0.951672,1.002128,1.252405,-0.837043,0.746453,0
13,0.087296,1.160446,11.159434,-0.444990,0.758342,0
14,2.642156,-0.997526,14.052979,-0.739934,0.763342,0
15,0.211140,2.550130,13.438616,-0.173100,0.759520,0
16,1.399496,-0.274328,7.440115,-0.287374,0.760598,0
17,-5.259586,4.064645,13.733067,0.541688,0.781527,0
18,-3.290584,5.686171,13.946798,0.782010,0.803304,0
19,2.272617,-7.229866,15.878579,0.983116,0.796223,0
20,-6.252978,2.625839,1.268872,-0.999989,0.782458,1
21,1.826332,-2.855032,6.029103,0.900162,0.701792,0
22,0.951672,3.183914,2.060602,-0.997978,0.711001,1
23,-5.642643,0.975568,14.696720,-0.489347,0.702960,0
24,-5.642643,1.694060,14.696720,-0.803514,0.715783,0
25,1.860725,-1.176344,0.347725,-0.989021,0.762917,1
26,-5.642643,1.703794,14.705890,-0.807480,0.715783,0
27,-5.642643,1.694060,14.608820,-0.803514,0.715783,0
28,1.877682,2.291729,0.341825,-0.985332,0.720496,1
29,-7.388506,0.359044,13.058597,-0.985100,0.723743,1
30,0.763801,5.091908,5.375382,-0.947072,0.723450,0
31,2.062166,4.968569,3.452959,-0.983106,0.725189,1
32,-7.388506,0.359044,13.863862,-0.896394,0.731526,0
33,1.844572,0.140074,1.391396,-0.920954,0.737683,0
34,1.399022,-1.176344,0.347725,-0.981691,0.764160,1
35,2.120924,-3.179374,14.095690,-0.950289,0.737815,1
36,-7.388506,0.247810,13.900731,-0.859873,0.729446,0
37,-7.450885,0.359044,13.863862,-0.901063,0.732242,0
38,1.947766,-2.945677,3.624830,-0.795378,0.728692,0
39,1.842620,-3.654066,3.627389,-0.752078,0.729127,0
40,0.951672,3.183914,2.060602,-0.997978,0.711001,1
41,-5.642643,0.975568,14.696720,-0.489347,0.702960,0
42,-7.388506,-1.118569,0.515994,-1.000000,0.793775,1
43,1.832867,-2.855032,5.569907,0.899953,0.701750,0
44,-6.579395,2.635782,1.362625,-0.999996,0.778328,1
45,0.898308,3.183914,2.060602,-0.998115,0.711703,1
46,-5.642643,0.957127,14.696720,-0.483133,0.702768,0
47,1.826224,-3.094261,0.148285,-0.999058,0.764159,1
48,0.763801,3.228768,1.945446,-0.998549,0.712652,1
49,-5.642643,2.119593,14.705890,-0.825362,0.708433,0
50,1.826332,-2.855032,6.029103,0.900162,0.701792,0
51,-6.252978,2.625839,1.268872,-0.999989,0.782458,1
52,-6.238135,2.625839,1.268872,-0.999988,0.782188,1
53,1.931046,2.291729,0.341825,-0.985673,0.719793,1
54,1.860725,2.225288,0.347725,-0.983353,0.716841,1
55,0.962697,3.183914,0.306563,-0.996508,0.723718,1
56,-5.642643,1.703794,14.705890,-0.807480,0.715783,0
57,-5.309663,1.694060,14.696720,-0.806138,0.714386,0
58,-7.292584,4.968569,4.169327,-0.999873,0.799177,1
59,-5.642643,1.667717,14.696720,-0.803244,0.715667,0
60,0.951672,3.183914,2.060602,-0.997978,0.711001,1
61,-5.642643,0.975568,14.696720,-0.489347,0.702960,0
62,-7.388506,-1.118569,0.515994,-1.000000,0.793775,1
63,0.898308,3.183914,2.060602,-0.998115,0.711703,1
64,-5.642643,0.957127,14.696720,-0.483133,0.702768,0
65,1.826224,-3.094261,0.148285,-0.999058,0.764159,1
66,0.763801,3.228768,1.945446,-0.998549,0.712652,1
67,-5.642643,2.119593,14.705890,-0.825362,0.708433,0
68,1.826224,-2.855241,0.148285,-0.998988,0.763410,1
69,-6.461844,2.307769,1.268872,-0.999999,0.770312,1
70,-6.649737,-2.800890,1.337374,-1.000000,0.776577,1
71,2.035345,-2.776191,0.203476,-0.998621,0.758354,1
72,1.825950,-3.107004,0.148285,-0.999066,0.764417,1
73,-7.391697,-1.118569,0.515994,-1.000000,0.793775,1
74,-6.260670,0.957127,14.696720,-0.475493,0.699472,0
75,-7.388506,-1.118569,0.786341,-1.000000,0.793775,1
76,-6.579395,2.635782,1.362625,-0.999996,0.778328,1
77,1.832867,-2.855032,5.569907,0.899953,0.701750,0
78,-5.642643,0.890653,14.696720,-0.457115,0.702191,0
79,-5.634950,2.625839,1.268872,-0.999920,0.771885,1
80,-6.260670,0.528267,15.066993,-0.393386,0.694939,0
81,-7.388506,-1.118569,0.515994,-1.000000,0.793775,1
82,-6.260670,1.668478,14.696720,-0.713558,0.703092,0
83,-7.369183,-1.118569,14.770713,-0.623112,0.697313,0
84,1.139665,3.228768,1.945446,-0.997563,0.706749,1
85,2.035345,-2.776191,0.203476,-0.998621,0.758354,1
86,0.763801,3.228768,1.945446,-0.998549,0.712652,1
87,-6.681979,-2.800890,1.337374,-1.000000,0.777431,1
88,-6.649737,-2.800890,1.337374,-1.000000,0.776577,1
89,-6.461844,2.307769,1.268872,-0.999999,0.770312,1
90,1.826224,-2.855241,0.148285,-0.998988,0.763410,1
91,-5.634950,3.189107,1.268872,-0.999417,0.768536,1
92,0.951672,3.183914,2.060602,-0.997978,0.711001,1
93,1.825950,-3.107004,0.148285,-0.999066,0.764417,1
94,-6.460765,3.333615,1.268872,-0.999838,0.770143,1
95,0.898308,3.183914,2.060602,-0.998115,0.711703,1
96,0.796225,3.228768,1.945446,-0.998478,0.712116,1
97,1.826224,-3.094261,0.148285,-0.999058,0.764159,1
98,-6.616636,-3.729186,1.337374,-0.999989,0.770170,1
99,-6.461688,2.307769,1.268872,-0.999999,0.770312,1
100,-7.404749,2.289956,0.538422,-1.000000,0.783679,1
101,-6.466566,0.506882,15.066993,-0.420753,0.688254,0
102,-6.260670,1.668478,14.696720,-0.713558,0.703092,0
103,1.811270,2.929332,2.033908,-0.993100,0.705515,1
104,-7.369183,-1.118569,14.770713,-0.623112,0.697313,0
105,2.035345,-2.776191,0.203476,-0.998621,0.758354,1
