Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.606817,-3.717576,15.792474,0.414654,0.575782,0
1,-7.546726,3.074187,0.805327,-1.000000,0.758034,1
2,-7.545762,-4.120170,16.048360,0.236097,0.581229,0
3,-7.603755,-2.225312,16.052380,-0.948313,0.586425,0
4,-7.999914,-2.165554,15.744389,-0.989756,0.620026,1
5,-7.677177,-1.199699,12.118042,-0.996400,0.726487,1
6,-7.712021,-3.717576,15.782651,0.366630,0.578749,0
7,-7.912881,-2.386485,12.135786,-0.997544,0.740060,1
8,-7.912899,-2.210831,16.052488,-0.985569,0.596028,1
9,-7.999459,-2.177420,15.744389,-0.989625,0.613364,1
10,-7.708050,-2.338201,12.130041,-0.997245,0.737074,1
11,-7.679080,-1.193721,12.118042,-0.996436,0.726615,1
12,-7.999906,-2.219851,15.744389,-0.988539,0.605704,1
13,-7.702009,-3.717576,15.792474,0.371870,0.578484,0
14,-7.741665,-2.230010,15.791378,-0.974041,0.590397,1
15,-7.935438,-2.211453,16.309261,-0.986309,0.603769,1
16,-7.999459,-2.166325,15.744389,-0.989751,0.619660,1
17,-7.707912,-2.223882,15.830873,-0.968159,0.589341,1
18,-7.599094,-2.225312,16.305605,-0.951627,0.587029,1
19,-7.840275,-2.368372,11.826132,-0.997386,0.739367,1
