Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,0.796181,6.524358,1.868850,-0.933771,0.684568,0.000000
1,-2.234214,-7.388164,14.969594,-0.786449,0.672198,0.000000
2,-1.271511,5.963417,13.698969,-0.961148,0.812870,0.000000
3,7.395201,0.812345,1.759654,-0.559759,0.661237,0.000000
4,-3.209809,4.140856,3.827489,-0.931986,0.784054,0.000000
5,0.796181,6.524358,1.868850,-0.933771,0.684568,0.000000
6,7.395201,0.788105,2.706115,-0.973766,0.688441,-0.946772
7,-7.599559,-0.868089,13.622522,-0.549359,0.667584,-3.781388
8,7.418532,-1.403575,2.639554,-0.911269,0.668736,-2.354036
9,7.395201,-7.065686,1.597380,-0.855251,0.750865,-5.776509
10,-6.613901,-1.731659,2.891258,-0.934704,0.803532,-5.242984
11,-6.623575,1.438981,13.634987,-0.899563,0.720558,-2.845093
12,2.321142,1.384207,10.789895,-0.522200,0.682702,-4.128036
13,-1.271511,7.012200,13.698969,-0.999169,0.820807,-1.048783
14,-1.759738,-7.388164,14.969594,-0.923543,0.681799,-0.474476
15,7.395201,6.070384,1.759654,-0.879767,0.717039,-5.258039
16,7.395201,0.812345,1.775081,-0.559759,0.661237,-0.015428
17,-2.718661,4.140856,3.827489,-0.965220,0.792810,-0.491148
18,7.395201,0.812345,1.773730,-0.559759,0.661237,-0.014076
19,7.395201,0.812345,1.775081,-0.559759,0.661237,-0.015428
20,7.395201,0.788105,1.772160,-0.559270,0.660835,-0.024290
21,-1.271511,7.012200,13.698969,-0.999169,0.820807,-1.048783
22,7.395201,-7.065686,1.597380,-0.855251,0.750865,-5.776509
23,-2.207198,-7.448605,9.186057,-0.927824,0.783580,-2.613368
24,-6.623575,1.438981,13.634987,-0.899563,0.720558,-2.845093
25,7.418532,-1.403575,2.639554,-0.911269,0.668736,-2.354036
26,2.321142,1.384207,10.789895,-0.522200,0.682702,-4.128036
27,-7.599559,-0.868089,13.622522,-0.549359,0.667584,-3.781388
28,-7.833223,-0.868089,13.622522,-0.621235,0.664438,-0.233664
29,-6.613901,-1.731659,2.891258,-0.934704,0.803532,-5.242984
30,7.395201,0.788105,2.706115,-0.973766,0.688441,-0.946772
31,7.395201,6.070384,1.759654,-0.879767,0.717039,-5.258039
32,-1.759738,-7.388164,14.969594,-0.923543,0.681799,-0.474476
33,7.395201,0.812345,1.775081,-0.559759,0.661237,-0.015428
34,7.395201,0.788105,1.772160,-0.559270,0.660835,-0.024290
35,7.418532,-1.403575,2.639554,-0.911269,0.668736,-2.354036
36,2.321142,1.384207,10.789895,-0.522200,0.682702,-4.128036
37,-7.599559,-0.868089,13.622522,-0.549359,0.667584,-3.781388
38,7.395201,0.788105,2.706115,-0.973766,0.688441,-0.946772
39,7.390857,0.812345,1.775081,-0.559436,0.661136,-0.004343
40,7.390398,-7.279255,13.412526,-0.999001,0.705550,-6.615352
41,-1.271511,7.012200,1.737298,-0.927690,0.662527,-2.128532
42,2.277332,-7.065686,1.597380,-0.999999,0.785012,-5.117869
43,7.395201,0.796498,2.065511,-0.558847,0.661103,-0.290861
44,2.277332,-7.065686,1.597380,-0.999999,0.785012,-5.117869
45,7.866514,-7.279255,13.412526,-0.999729,0.720738,-0.476116
46,2.277332,-6.572238,1.608934,-0.999836,0.778159,-0.493584
47,7.418532,-1.403575,2.639554,-0.911269,0.668736,-2.354036
48,7.390398,-7.279255,13.412526,-0.999001,0.705550,-6.615352
49,2.321142,1.384207,10.789895,-0.522200,0.682702,-4.128036
50,7.390535,0.864443,2.174691,-0.562048,0.657228,-0.128681
51,-7.599559,-0.868089,13.622522,-0.549359,0.667584,-3.781388
52,7.395201,0.788105,2.706115,-0.973766,0.688441,-0.946772
53,7.874188,0.812345,3.009646,-0.974007,0.680392,-0.567580
54,2.267064,-7.129020,1.579619,-0.999999,0.787161,-0.066573
55,-7.340496,-7.032817,1.572462,-0.999954,0.817901,-5.510847
56,7.866514,-7.279255,13.412526,-0.999729,0.720738,-0.476116
57,2.277332,-6.572238,1.608934,-0.999836,0.778159,-0.493584
58,2.278354,1.954041,1.608934,-0.877152,0.679632,-2.499435
59,7.390398,-7.279255,13.412526,-0.999001,0.705550,-6.615352
60,2.321142,1.384207,10.789895,-0.522200,0.682702,-4.128036
61,-7.599559,-0.868089,13.622522,-0.549359,0.667584,-3.781388
62,7.390535,0.864443,2.174691,-0.562048,0.657228,-0.128681
63,2.267064,-7.129020,1.649248,-0.999999,0.787161,-0.069629
64,-7.340496,-7.032817,1.572462,-0.999954,0.817901,-5.510847
65,7.855413,-7.222206,13.400325,-0.999732,0.720804,-0.059386
66,2.277332,-6.572238,1.608934,-0.999836,0.778159,-0.493584
67,2.278354,1.954041,1.608934,-0.877152,0.679632,-2.499435
68,7.390398,-7.279255,13.412526,-0.999001,0.705550,-6.615352
69,-7.599559,-0.868089,13.622522,-0.549359,0.667584,-3.781388
70,2.321142,1.384207,10.789895,-0.522200,0.682702,-4.128036
71,7.390535,0.864443,2.174691,-0.562048,0.657228,-0.128681
72,6.233563,-1.147718,3.103193,-0.913308,0.683735,-0.778170
73,-7.340496,-7.032817,1.572462,-0.999954,0.817901,-5.510847
74,2.272512,-7.448402,1.649248,-1.000000,0.787546,-0.319428
75,7.855413,-7.216256,13.400325,-0.999724,0.720738,-0.005950
