Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,5.940323,2.753658,7.331472,-0.978277,0.733241,1
1,5.943151,2.753658,7.323972,-0.978614,0.733287,1
2,5.952054,2.753658,7.416205,-0.978822,0.733403,1
3,6.981685,2.555490,7.414676,-0.999982,0.739892,1
4,7.076909,2.488929,7.056657,-0.999994,0.744129,1
5,7.257325,2.731820,9.475724,-0.259731,0.687602,0
6,7.281823,3.572125,7.563913,0.333260,0.661987,0
7,7.281823,3.576541,7.563913,0.345777,0.661658,0
8,7.292681,3.572125,7.563913,0.331539,0.662251,0
9,7.292681,3.575677,7.563913,0.331968,0.662185,0
10,7.392743,2.084168,9.457323,-0.871852,0.715275,0
11,7.407413,3.809986,7.608320,0.502772,0.658425,0
12,7.505251,3.230388,7.564665,0.200528,0.674346,0
13,7.505343,3.232798,7.615358,0.204382,0.674216,0
14,7.526627,3.758083,7.567273,0.523876,0.657571,0
15,7.528050,3.796180,7.567273,0.546904,0.655891,0
16,7.528050,3.797857,7.567273,0.546904,0.655891,0
17,7.528050,3.831863,7.567273,0.592500,0.654342,0
18,7.572879,3.574091,7.563913,0.433106,0.660490,0
19,7.572879,3.575479,7.613979,0.433106,0.660490,0
20,7.572879,3.576541,7.563913,0.437800,0.660359,0
21,7.573778,3.575732,7.549725,0.433106,0.660490,0
22,7.576658,3.287764,8.008659,0.218788,0.667445,0
23,7.580507,2.792933,9.475728,-0.718038,0.688658,0
24,7.581007,3.854257,8.008659,0.596521,0.653353,0
25,7.583183,2.623903,9.475728,-0.827625,0.694148,0
26,7.583183,2.707799,9.475728,-0.780980,0.688899,0
27,7.583183,2.792933,9.475728,-0.723133,0.688839,0
28,7.649506,3.790993,9.475724,-0.088431,0.684119,0
29,7.653091,2.772608,9.475784,-0.806433,0.692549,0
30,7.654770,3.757329,9.475728,-0.178053,0.684748,0
31,7.654770,3.801482,9.475728,-0.053284,0.680006,0
32,7.655797,2.067725,9.457188,-0.902310,0.721318,0
33,7.655797,2.697553,9.480909,-0.835805,0.697644,0
34,7.655797,2.742555,9.480909,-0.817486,0.692851,0
35,7.656018,3.801482,9.475728,-0.073532,0.680125,0
36,7.657334,3.953914,7.573241,0.726394,0.651277,0
37,7.658569,3.901594,8.429412,0.678239,0.652925,0
38,7.658569,3.928971,8.429412,0.705687,0.651969,0
39,7.662142,3.946272,7.566958,0.717292,0.651508,0
40,7.664192,1.848614,9.475728,-0.876682,0.720220,0
41,7.674630,3.801521,9.475724,-0.082448,0.680868,0
42,7.674704,3.269759,7.567273,0.252584,0.664963,0
43,7.732154,2.456032,7.434686,-1.000000,0.753482,1
44,7.741694,2.834628,9.475728,-0.833435,0.697285,0
45,7.742492,2.190231,9.406752,-0.874123,0.719234,0
46,7.743247,3.815394,9.475728,-0.154235,0.684462,0
47,7.772181,2.623903,9.475728,-0.851073,0.698944,0
48,7.772181,3.813898,9.475728,-0.198111,0.685799,0
49,7.774956,2.728368,9.475728,-0.855071,0.698974,0
50,7.774956,3.813898,9.475728,-0.214299,0.686007,0
51,7.782585,3.801979,9.475784,-0.247103,0.686482,0
52,7.798103,2.790828,9.477463,-0.857711,0.700241,0
53,7.817229,3.922158,8.486518,0.748093,0.649150,0
54,7.817241,3.915349,8.032827,0.743517,0.649379,0
55,7.817241,3.917905,7.960529,0.743963,0.649314,0
56,7.901575,2.787717,9.406752,-0.857742,0.710321,0
57,7.903559,3.796920,9.475724,-0.372385,0.688103,0
58,7.903559,3.797857,9.475724,-0.373847,0.688162,0
59,7.903559,3.801482,9.475728,-0.357627,0.688073,0
60,7.903559,3.809624,9.475728,-0.343900,0.687955,0
61,7.904942,3.085249,7.615358,0.212470,0.670684,0
62,7.905234,2.787717,9.406752,-0.858863,0.710534,0
63,7.915027,4.342111,8.021680,0.886585,0.646361,0
64,7.923541,4.358283,8.021680,0.888073,0.646062,0
65,7.924332,2.728718,9.475724,-0.859787,0.711050,0
66,7.924465,4.380734,8.021680,0.888994,0.645563,0
67,7.924530,4.295998,8.021680,0.883474,0.647856,0
68,7.924530,4.381132,8.021680,0.889325,0.645231,0
69,7.925268,4.381132,8.021680,0.890616,0.645198,0
70,7.934716,4.391234,8.043308,0.890983,0.645165,0
