Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness
0,0.393388,-1.566669,0.185485,-0.982332,0.759641
1,0.319673,-7.069191,0.294600,-1.000000,0.796050
2,1.204653,-4.686162,0.192012,-0.999979,0.767511
3,-3.033153,-0.240474,13.117731,-0.975901,0.746741
4,5.093343,-0.918695,13.465461,-0.997433,0.758661
5,-5.012115,-2.649118,2.920164,-0.999901,0.816296
6,0.393388,-1.566669,0.185485,-0.982332,0.759641
7,0.393388,-1.566669,0.119452,-0.982332,0.759641
8,0.303360,-1.566669,0.185485,-0.981728,0.761569
9,1.204653,-4.686162,0.192012,-0.999979,0.767511
10,-3.033153,-0.240474,13.117731,-0.975901,0.746741
11,-7.706226,1.642432,1.109416,-1.000000,0.788690
12,-2.357363,-6.247368,0.279419,-1.000000,0.787324
13,5.184978,-0.871905,12.990240,-0.997966,0.755809
14,2.257218,1.642432,0.438820,-0.952065,0.734480
15,1.204653,-4.880131,0.192012,-0.999989,0.773062
16,0.319673,-7.069191,0.294600,-1.000000,0.796050
17,-5.012115,-2.649118,0.534082,-0.999857,0.781785
18,5.093343,-0.918695,13.465461,-0.997433,0.758661
19,-7.820223,1.967299,13.731411,-0.965287,0.751031
20,1.204653,-4.686162,0.192012,-0.999979,0.767511
21,5.184978,-0.871905,12.990240,-0.997966,0.755809
22,1.204653,-4.880131,0.192012,-0.999989,0.773062
23,4.194222,-4.416375,14.291049,-0.977102,0.716756
24,5.367918,-0.899918,13.465461,-0.998766,0.758970
25,0.841944,-7.069191,0.294600,-1.000000,0.778067
26,1.204653,-4.877319,0.192012,-0.999989,0.773032
27,1.204653,-4.863366,0.361749,-0.999988,0.772549
28,-7.769380,1.741837,1.162586,-1.000000,0.788264
29,-3.033153,-0.240474,13.117731,-0.975901,0.746741
30,-7.706226,-5.016424,1.187488,-0.999915,0.773248
31,1.204653,-4.686162,0.192012,-0.999979,0.767511
32,5.184978,-0.871905,12.990240,-0.997966,0.755809
33,1.204653,-4.880131,0.192012,-0.999989,0.773062
34,1.204653,-4.877319,0.192012,-0.999989,0.773032
35,1.204653,-4.863366,0.361749,-0.999988,0.772549
36,0.846864,-6.625469,0.294600,-1.000000,0.774073
37,1.204653,-4.864173,0.189865,-0.999988,0.772549
38,1.215242,-4.657631,0.370690,-0.999976,0.766606
39,1.204653,-4.685355,0.363896,-0.999978,0.767451
40,5.157038,-5.284466,11.087363,-0.950881,0.693947
41,-7.679304,-4.416375,12.464483,-0.962412,0.703364
42,4.176428,1.741837,1.162586,-0.996309,0.708145
43,5.759374,-0.852813,12.990240,-0.999602,0.756978
44,0.841944,-7.069191,0.294600,-1.000000,0.778067
45,5.367918,-0.899918,13.465461,-0.998766,0.758970
46,-7.089540,-0.240474,13.117731,-0.981979,0.721604
47,1.898371,-4.863366,0.038595,-0.999958,0.767776
48,5.184978,-0.871905,12.990240,-0.997966,0.755809
49,0.846864,-6.625469,0.294600,-1.000000,0.774073
50,5.157038,-5.284466,11.087363,-0.950881,0.693947
51,-7.679304,-4.416375,12.464483,-0.962412,0.703364
52,5.759374,-0.852813,12.990240,-0.999602,0.756978
53,5.157038,-5.284466,11.091499,-0.950881,0.693947
54,5.157038,-5.306874,11.204303,-0.951002,0.693990
55,0.841944,-4.912738,0.294600,-0.999998,0.773148
56,5.184978,-0.871905,13.009155,-0.997966,0.755809
57,5.852351,-1.021288,13.465461,-0.999818,0.757353
58,1.234198,-4.644223,0.366183,-0.999974,0.765792
59,4.085059,1.741837,1.162586,-0.996649,0.706712
60,0.652016,-4.547015,0.151606,-0.999990,0.765873
61,0.850012,-6.636471,0.294600,-1.000000,0.774270
62,4.176428,1.741837,1.162586,-0.996309,0.708145
63,5.367918,-0.899918,13.465461,-0.998766,0.758970
64,5.367918,-1.247823,13.465461,-0.999384,0.760902
65,5.184978,-0.871905,12.990240,-0.997966,0.755809
66,0.846864,-6.625469,0.294600,-1.000000,0.774073
67,5.184978,-0.871905,13.009155,-0.997966,0.755809
68,5.852351,-1.021288,13.465461,-0.999818,0.757353
69,1.234198,-4.644223,0.366183,-0.999974,0.765792
70,0.652016,-4.547015,0.151606,-0.999990,0.765873
71,-7.612290,-4.416375,12.464483,-0.962576,0.703112
72,5.157095,-4.121554,11.277943,-0.962354,0.690738
73,0.850012,-5.287788,0.294600,-1.000000,0.767281
74,5.759374,-0.943260,13.135354,-0.999651,0.756200
75,5.184978,-0.871905,12.507998,-0.997966,0.755809
76,0.846864,-6.624959,0.294600,-1.000000,0.774073
77,4.074636,1.741837,1.162586,-0.996738,0.706674
78,5.157038,-5.284466,11.087363,-0.950881,0.693947
79,0.850012,-6.636471,0.294600,-1.000000,0.774270
80,4.085059,1.741837,1.162586,-0.996649,0.706712
81,-7.679304,-4.416375,12.464483,-0.962412,0.703364
82,5.184978,-0.843976,12.990240,-0.997993,0.756219
83,5.157038,-5.306874,11.204303,-0.951002,0.693990
84,1.193084,-4.644223,0.366183,-0.999976,0.766365
85,0.846864,-6.625469,0.294600,-1.000000,0.774073
86,5.157095,-4.121554,11.277943,-0.962354,0.690738
87,5.622750,-4.116169,11.270136,-0.984344,0.701085
88,5.253879,-4.121554,11.277943,-0.968167,0.692115
89,4.859753,1.741837,1.044848,-0.997021,0.711765
90,5.182157,-0.871905,12.507998,-0.997953,0.755751
91,4.108394,1.840983,1.162586,-0.996644,0.705807
92,1.234198,-4.644223,0.366183,-0.999974,0.765792
93,5.855171,-1.021288,13.465461,-0.999819,0.757382
94,0.850012,-5.287788,0.294600,-1.000000,0.767281
95,4.074636,1.741837,1.162586,-0.996738,0.706674
96,5.759374,-0.943260,13.135354,-0.999651,0.756200
97,5.184978,-0.871905,12.990240,-0.997966,0.755809
98,0.652016,-4.547015,0.151606,-0.999990,0.765873
99,5.791188,-0.943260,13.135354,-0.999699,0.757007
100,5.852351,-1.021288,13.465461,-0.999818,0.757353
101,0.846864,-6.624959,0.294600,-1.000000,0.774073
102,4.074636,1.741837,1.369180,-0.996738,0.706674
103,1.234198,-4.644223,0.366911,-0.999974,0.765792
104,0.850012,-6.625405,0.294600,-1.000000,0.774073
105,1.234198,-4.644223,0.366183,-0.999974,0.765792
106,5.855171,-1.021288,13.465461,-0.999819,0.757382
107,5.759374,-0.943260,13.135354,-0.999651,0.756200
108,0.652016,-4.547015,0.151606,-0.999990,0.765873
109,5.791188,-0.943260,13.135354,-0.999699,0.757007
110,5.852351,-1.021288,13.465461,-0.999818,0.757353
111,1.234198,-4.644223,0.366911,-0.999974,0.765792
112,5.122773,-4.121554,11.126344,-0.960233,0.690029
113,0.850012,-5.283298,0.294600,-1.000000,0.767135
114,5.759374,-0.943260,13.085738,-0.999651,0.756200
115,0.850012,-6.791133,0.294600,-1.000000,0.772493
116,4.108394,3.996532,1.162586,-0.999011,0.690577
117,5.157095,-4.121554,11.277943,-0.962354,0.690738
118,0.846864,-6.625469,0.294600,-1.000000,0.774073
119,4.074636,3.215945,1.164711,-0.998648,0.700846
120,0.850012,-5.287788,0.294600,-1.000000,0.767281
121,5.284094,-4.124651,11.277943,-0.969798,0.692574
122,5.253879,-4.121554,11.277943,-0.968167,0.692115
123,0.846864,-6.624959,0.294600,-1.000000,0.774073
