Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,0.912396,-5.468901,0.292758,-1.000000,0.761073,1
1,5.101389,4.344033,0.043918,-0.999098,0.659804,1
2,5.187543,4.193928,0.107256,-0.999156,0.663845,1
3,5.187543,4.193928,0.201667,-0.999156,0.663845,1
4,5.194456,4.364022,0.496206,-0.999123,0.660167,1
5,5.195332,4.363937,0.492871,-0.999124,0.660203,1
6,5.197411,4.220487,0.201213,-0.999157,0.664065,1
7,5.625736,4.092785,0.496206,-0.999228,0.674809,1
8,5.626591,4.092785,0.496206,-0.999228,0.674809,1
9,5.627030,4.078476,0.472137,-0.999226,0.674697,1
10,5.628375,4.091915,0.023719,-0.999231,0.674846,1
11,5.629930,4.092785,0.496206,-0.999231,0.674846,1
12,5.633200,4.092785,0.499286,-0.999232,0.674883,1
13,5.704449,4.091965,0.496206,-0.999236,0.674921,1
14,5.718700,4.364088,0.201667,-0.999210,0.665017,1
15,5.722637,4.364088,0.201667,-0.999213,0.665091,1
16,5.729051,4.092785,0.496206,-0.999239,0.675107,1
17,5.754083,4.344043,0.209280,-0.999222,0.670329,1
18,5.761959,4.344043,0.079657,-0.999224,0.670477,1
19,5.761959,4.355897,0.079657,-0.999220,0.665201,1
20,6.412854,-0.538742,13.260076,-0.999988,0.758076,1
21,6.413157,-0.824282,13.261152,-0.999983,0.754944,1
22,6.429052,-0.824282,13.261152,-0.999984,0.755226,1
23,6.463808,-0.777080,13.261152,-0.999987,0.756440,1
24,6.581911,-0.823149,13.465461,-0.999993,0.758189,1
25,6.638395,-0.874949,13.261152,-0.999995,0.758781,1
26,6.754573,-0.569043,13.261152,-0.999997,0.759244,1
27,7.784277,4.527244,0.349603,-0.999789,0.677075,1
28,7.806619,4.527244,0.494309,-0.999793,0.677295,1
29,7.991547,4.126850,0.472321,-0.999838,0.701807,1
30,7.995940,4.342688,0.472321,-0.999837,0.681021,1
