Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness
0,-4.552839,4.406988,3.304817,-0.994899,0.810571
1,-4.552839,4.406988,3.304817,-0.994899,0.810571
2,-4.925595,4.613696,3.304817,-0.999437,0.811626
3,-4.527767,4.473650,3.297075,-0.994125,0.814255
4,-4.164052,4.406988,2.837434,-0.966658,0.814662
5,-4.938309,4.473552,3.304817,-0.999493,0.807374
6,-4.552839,4.500049,3.304817,-0.994951,0.805107
7,4.716490,4.406988,3.245018,-0.941177,0.718301
8,-4.925595,4.619794,2.844314,-0.999446,0.811598
9,-4.052052,5.651439,2.816134,-0.903080,0.807287
10,-4.938309,4.473552,3.304817,-0.999493,0.807374
11,-4.552839,4.500049,3.304817,-0.994951,0.805107
12,4.716490,4.406988,3.245018,-0.941177,0.718301
13,-5.822020,4.625535,3.304817,-0.999989,0.820301
14,4.505863,-2.218622,2.817641,-0.745204,0.702002
15,-4.938309,4.475030,2.859404,-0.999493,0.807374
16,-4.938309,4.473552,3.112126,-0.999493,0.807374
17,-5.216275,4.406988,3.245018,-0.999879,0.815001
18,4.716490,3.356213,3.245018,-0.908622,0.706309
19,-4.981722,4.473552,3.304817,-0.999612,0.809445
20,-1.694469,-5.740300,12.535659,-0.947044,0.747394
21,-4.938309,4.499996,3.304817,-0.999486,0.807180
22,-4.925595,4.619794,2.844314,-0.999446,0.811598
23,5.007179,4.620041,1.661325,-0.932889,0.726951
24,-5.822020,-0.832286,3.271612,-0.999990,0.822465
25,4.960311,4.625420,3.304817,-0.955543,0.723130
26,-4.552839,4.500049,3.304817,-0.994951,0.805107
27,4.716490,-1.061035,3.245018,-0.881886,0.700392
28,4.716490,3.356213,3.245018,-0.908622,0.706309
29,4.716490,4.414749,3.309256,-0.941445,0.718224
30,-5.798446,4.409309,3.245753,-0.999990,0.820008
31,-4.988457,4.619794,2.844314,-0.999620,0.809279
32,-5.822020,4.759750,3.304817,-0.999988,0.814653
33,-5.202070,4.619794,2.844314,-0.999880,0.813684
34,-4.924191,4.500049,3.361925,-0.999463,0.806656
35,-4.938309,4.473552,3.304817,-0.999493,0.807374
36,-4.938309,4.499996,3.304817,-0.999486,0.807180
37,-4.552839,4.500049,3.118345,-0.994951,0.805107
38,-4.938309,4.473552,3.112126,-0.999493,0.807374
39,-5.822020,4.162993,3.304729,-0.999991,0.826914
40,4.960311,4.625420,3.304817,-0.955543,0.723130
41,-4.552839,4.500049,3.304817,-0.994951,0.805107
42,4.716490,-0.832071,3.245018,-0.918364,0.700227
43,4.821969,4.499996,3.304817,-0.948816,0.710784
44,4.891535,4.625963,3.306145,-0.953025,0.721340
45,-5.822020,-0.832286,3.271612,-0.999990,0.822465
46,-5.776383,4.472976,3.305779,-0.999989,0.818861
47,-5.822020,4.759750,3.304817,-0.999988,0.814653
48,-5.176409,4.419031,3.309256,-0.999851,0.813191
49,-4.988457,4.619794,2.844314,-0.999620,0.809279
50,-5.798446,4.409309,3.245753,-0.999990,0.820008
51,-4.924191,4.500049,3.361925,-0.999463,0.806656
52,-5.822020,4.159223,3.246922,-0.999991,0.826860
53,5.176252,4.563602,2.971080,-0.961674,0.717236
54,-4.552839,4.499879,3.304819,-0.994913,0.805078
55,4.716490,-0.832071,3.245018,-0.918364,0.700227
56,4.821969,4.499996,3.304817,-0.948816,0.710784
57,4.891535,4.502216,3.306145,-0.951679,0.712745
58,-4.988457,4.619794,2.844314,-0.999620,0.809279
59,-5.822020,4.759750,3.304817,-0.999988,0.814653
60,-5.822020,4.152633,3.442934,-0.999991,0.821982
61,-5.176409,4.419031,3.309256,-0.999851,0.813191
62,-5.776383,4.472976,3.305779,-0.999989,0.818861
63,5.176252,4.563602,2.971080,-0.961674,0.717236
64,4.716490,-0.832071,3.245018,-0.918364,0.700227
65,4.891535,4.502216,3.306145,-0.951679,0.712745
66,-7.172994,4.257524,0.501018,-1.000000,0.782497
67,4.891535,4.501282,3.306145,-0.951679,0.712745
68,5.220851,4.499879,3.007222,-0.963216,0.717348
69,4.882624,4.367752,3.246922,-0.949295,0.703791
70,-6.142348,1.954468,3.247682,-0.999994,0.821362
71,6.597371,4.744665,3.304817,-0.950360,0.713829
72,-4.552839,4.499879,3.304819,-0.994913,0.805078
73,4.716490,-0.832071,3.245018,-0.918364,0.700227
74,4.891535,4.502216,3.306145,-0.951679,0.712745
75,4.891535,4.501282,3.306145,-0.951679,0.712745
76,5.220851,4.499879,3.007222,-0.963216,0.717348
77,4.882624,4.367752,3.246922,-0.949295,0.703791
78,6.298053,1.954468,3.247682,-0.935724,0.701385
79,5.348472,4.367752,3.246922,-0.962785,0.713282
80,4.681059,1.985076,3.247682,-0.947119,0.701841
81,-7.592157,4.257524,0.501018,-1.000000,0.775126
82,-7.592157,4.257524,0.501018,-1.000000,0.775126
83,5.668617,4.499879,3.007222,-0.965453,0.715541
84,4.700506,-0.832071,3.245018,-0.921319,0.699567
85,4.883924,4.367752,3.275642,-0.949386,0.703940
86,4.888211,4.502216,3.251691,-0.951302,0.712707
87,6.298053,1.954468,3.247682,-0.935724,0.701385
88,5.348472,4.367752,3.246922,-0.962785,0.713282
