Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,3.077136,3.366783,5.500497,-0.975883,0.719608,-0.075834
1,3.618257,-3.859559,5.302554,-0.964519,0.780677,-3.536402
2,3.077136,3.366783,5.500497,-0.975883,0.719608,-0.075834
3,-0.773755,6.495271,5.573661,-0.729214,0.736515,-1.496430
4,3.451846,3.370992,5.500497,-0.958543,0.720315,-0.374734
5,-0.201022,3.350775,5.506115,-0.959978,0.727753,-0.097869
6,3.077136,3.366783,5.500497,-0.975883,0.719608,-0.075834
7,3.618257,-3.859559,5.302554,-0.964519,0.780677,-3.536402
8,3.451846,3.370992,5.500497,-0.958543,0.720315,-0.374734
9,-0.773755,6.495271,5.573661,-0.729214,0.736515,-1.496430
10,3.618257,-3.859559,5.302554,-0.964519,0.780677,-3.536402
11,3.465814,3.317294,5.501147,-0.947179,0.719224,-0.055489
12,2.250172,3.522170,5.500497,-0.989875,0.728620,-0.742414
13,-2.310490,-6.086388,13.079576,-0.791884,0.707190,-0.855664
14,2.351204,-3.859559,17.836656,-0.999506,0.711594,-2.884142
15,3.618257,-3.859559,5.302554,-0.964519,0.780677,-3.536402
16,-2.310490,-6.212631,12.092001,-0.813518,0.676062,-0.995611
17,2.364723,-3.859559,17.836656,-0.999511,0.711765,-0.013519
18,3.618257,-3.859559,5.302554,-0.964519,0.780677,-3.536402
19,-2.310490,-6.212631,12.092001,-0.813518,0.676062,-0.995611
20,2.364723,-3.859559,17.836656,-0.999511,0.711765,-0.013519
21,3.618257,-3.859559,5.302554,-0.964519,0.780677,-3.536402
22,-2.310490,-6.212631,12.092001,-0.813518,0.676062,-0.995611
23,3.618257,-3.859559,5.302554,-0.964519,0.780677,-3.536402
24,2.364723,-3.859559,18.024479,-0.999511,0.711765,-0.187823
25,-2.310490,-6.212631,12.092001,-0.813518,0.676062,-0.995611
26,-2.355307,-6.212631,12.092001,-0.821385,0.675940,-0.044817
27,3.618257,-3.859559,5.302554,-0.964519,0.780677,-3.536402
28,2.364723,-3.859559,18.405430,-0.999511,0.711765,-0.380951
29,3.618257,-5.286453,13.093536,-0.743501,0.693581,-1.070833
30,3.730208,-7.893078,13.068901,-0.901026,0.709314,-3.668380
31,-2.355307,-6.212631,12.092001,-0.821385,0.675940,-0.044817
32,2.364723,-3.859559,18.405430,-0.999511,0.711765,-0.380951
33,3.618257,-3.859559,5.302554,-0.964519,0.780677,-3.536402
34,-2.355307,-6.212631,12.092001,-0.821385,0.675940,-0.044817
35,3.730208,-7.893078,13.068901,-0.901026,0.709314,-3.668380
36,3.049048,-7.270373,2.482453,-0.999967,0.777702,-1.797075
37,3.618257,-3.859559,5.302554,-0.964519,0.780677,-3.536402
38,3.640652,-4.055896,2.041220,-0.955540,0.725351,-0.524385
39,-2.355307,-6.212631,12.092001,-0.821385,0.675940,-0.044817
40,3.049048,-7.265697,2.482453,-0.999967,0.777637,-0.004676
41,-2.899026,-7.878050,2.598035,-0.995626,0.808382,-3.331598
42,3.049048,-7.258218,2.482453,-0.999968,0.777670,-0.012155
43,4.420228,-3.859559,7.054800,-0.976940,0.727468,-1.879835
44,3.640652,-4.055896,2.041220,-0.955540,0.725351,-0.524385
45,-2.879932,-4.662042,3.067301,-0.997867,0.780803,-2.261258
46,3.081638,-7.258218,2.482453,-0.999969,0.777281,-0.032591
47,-2.899026,-7.878050,2.598035,-0.995626,0.808382,-3.331598
48,3.049048,6.548500,7.712475,-0.733521,0.631192,-0.820885
49,-2.978862,6.425537,6.047442,-0.984416,0.753711,-1.155259
50,4.204186,-7.303614,3.018039,-0.974634,0.716943,-1.273697
51,-2.899026,-7.878050,2.598035,-0.995626,0.808382,-3.331598
52,3.081638,-7.258218,2.482453,-0.999969,0.777281,-0.032591
53,3.049048,6.548500,7.712475,-0.733521,0.631192,-0.820885
54,3.036449,7.699652,7.711515,-0.955354,0.639700,-1.151222
55,-3.198999,-4.742801,1.734884,-0.998914,0.801503,-1.304066
56,-2.978862,6.844366,6.047442,-0.988725,0.742759,-0.418829
57,4.204186,-7.303614,3.018039,-0.974634,0.716943,-1.273697
58,-4.886823,-4.742801,1.734884,-0.997582,0.813614,-1.687824
59,3.081638,-7.258218,2.482453,-0.999969,0.777281,-0.032591
60,-2.899026,-7.878050,2.598035,-0.995626,0.808382,-3.331598
61,-4.193333,5.296057,4.726395,-0.758057,0.635565,-2.025052
62,4.204186,-7.303614,3.018039,-0.974634,0.716943,-1.273697
63,3.036449,7.699652,7.711515,-0.955354,0.639700,-1.151222
64,-2.978862,6.844366,6.047442,-0.988725,0.742759,-0.418829
65,3.049048,6.548500,7.712475,-0.733521,0.631192,-0.820885
66,3.081638,-7.258218,2.249211,-0.999969,0.777281,-0.233241
67,-6.591535,-4.735049,1.734884,-0.997911,0.822449,-1.704729
68,3.036449,7.699652,7.711515,-0.955354,0.639700,-1.151222
69,-4.193333,5.296057,4.726395,-0.758057,0.635565,-2.025052
70,-2.899026,-7.878050,2.598035,-0.995626,0.808382,-3.331598
71,4.204186,-7.303614,3.018039,-0.974634,0.716943,-1.273697
72,-2.978862,6.844366,6.047442,-0.988725,0.742759,-0.418829
73,-3.386553,-6.780253,1.629292,-0.999284,0.803220,-1.543147
74,3.049048,6.548500,7.712475,-0.733521,0.631192,-0.820885
75,3.081638,-7.258218,2.249211,-0.999969,0.777281,-0.233241
76,4.204186,-7.329497,3.018039,-0.975683,0.717345,-0.025883
77,-2.899026,-7.878050,2.598035,-0.995626,0.808382,-3.331598
78,-2.899026,-7.878050,4.307561,-0.870496,0.684967,-1.709434
