Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.988175,2.349287,1.205136,-0.999035,0.806319,1
1,-7.983712,7.752867,11.986007,-0.986642,0.673192,1
2,-7.983712,7.786179,11.986007,-0.986186,0.672120,1
3,-7.983647,7.783900,11.734429,-0.985721,0.671967,1
4,-7.982466,5.376159,2.532559,-1.000000,0.822128,1
5,-7.982143,7.641205,12.066994,-0.987277,0.676838,1
6,-7.152417,1.559661,1.418298,-0.999043,0.809834,1
7,-7.104988,1.506644,0.747947,-0.999086,0.810160,1
8,-7.085704,1.506644,0.747947,-0.999081,0.810017,1
9,-7.073386,1.505681,1.423583,-0.999078,0.809875,1
10,-6.466432,1.560340,1.392563,-0.998850,0.802134,1
11,-6.448020,1.533226,0.749766,-0.998864,0.802174,1
12,-6.401828,1.533226,0.749766,-0.998825,0.801707,1
13,-6.239619,1.863106,1.423583,-0.998970,0.804147,1
14,-6.196096,1.783273,1.423583,-0.998996,0.804558,1
15,-6.192395,1.785100,1.359149,-0.998985,0.804455,1
16,-6.192395,1.810816,1.352225,-0.998978,0.804230,1
17,-6.118157,1.788071,1.352225,-0.998934,0.803655,1
18,-6.104166,1.863106,1.420295,-0.998891,0.802608,1
19,-6.078607,1.622576,0.749766,-0.998664,0.800735,1
20,-6.070883,1.617010,0.749766,-0.998638,0.800674,1
21,-6.058980,1.606912,1.381870,-0.998548,0.800551,1
22,-6.058980,1.613578,1.382251,-0.998600,0.800613,1
23,-6.042042,1.606030,1.423583,-0.998517,0.800409,1
24,-6.037815,1.606030,1.423583,-0.998498,0.800347,1
25,-6.037067,1.610029,1.423583,-0.998479,0.800266,1
26,-5.698995,5.328140,2.529628,-0.999998,0.821875,1
27,-5.626734,1.867349,0.747828,-0.993698,0.800186,1
28,-5.613114,1.872723,0.526926,-0.993451,0.799917,1
29,-5.608640,1.863106,0.753891,-0.992988,0.799856,1
30,-5.606994,1.865852,1.423583,-0.992980,0.799773,1
31,-5.562472,1.856055,1.456338,-0.990239,0.799174,1
32,-5.562472,1.863060,1.451936,-0.990706,0.799216,1
33,-5.556716,1.865776,1.423583,-0.990220,0.799112,1
34,-5.545464,1.867214,0.753925,-0.989706,0.798947,1
35,-5.541046,1.858923,1.032039,-0.988861,0.798885,1
36,-5.538909,1.863085,0.757151,-0.988759,0.798844,1
37,-5.536988,1.857969,1.451373,-0.988741,0.798824,1
38,-5.536988,1.860543,1.451277,-0.988711,0.798782,1
39,-5.529164,1.863106,0.753231,-0.988185,0.798700,1
40,-5.529135,1.867378,1.423820,-0.988120,0.798638,1
41,-5.528207,5.317295,2.695094,-0.999997,0.818753,1
42,-5.523688,1.867378,1.400367,-0.987694,0.798555,1
43,-5.522391,1.863106,1.423583,-0.987700,0.798617,1
44,-5.445951,5.328140,2.504637,-0.999995,0.817117,1
45,-4.894494,5.636670,2.504637,-0.999857,0.816572,1
46,-4.890929,5.636670,2.504637,-0.999853,0.816497,1
47,-4.890692,5.636670,2.504637,-0.999853,0.816497,1
48,-4.884118,5.633116,2.504637,-0.999842,0.816271,1
49,-4.816367,5.543456,2.529628,-0.999811,0.814687,1
50,-4.814322,5.544091,2.797130,-0.999803,0.814593,1
51,-4.804107,5.544091,2.736823,-0.999791,0.814310,1
52,-4.775668,5.543456,2.549600,-0.999760,0.813782,1
53,-4.771003,5.543298,2.565555,-0.999753,0.813594,1
54,-4.750524,5.613414,2.504637,-0.999661,0.813179,1
55,-4.707258,5.613511,2.504637,-0.999550,0.812104,1
