Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,7.994442,-1.427319,15.459454,-0.788096,0.834654,-2.313026
1,7.994442,4.219498,15.459454,-0.987413,0.832595,-3.891924
2,7.994442,4.254977,15.459454,-0.987008,0.832777,-3.915151
3,7.994442,-1.427319,15.459454,-0.788096,0.834654,-2.313026
4,7.994442,4.219498,15.459454,-0.987413,0.832595,-3.891924
5,7.994442,4.254977,15.459454,-0.987008,0.832777,-3.915151
6,7.946399,4.325241,15.299412,-0.986829,0.825391,-0.181270
7,7.994442,4.260485,15.459454,-0.986971,0.832832,-0.005508
8,7.994442,-1.427319,15.459454,-0.788096,0.834654,-2.313026
9,4.570430,-5.663076,1.648183,-0.999999,0.822915,-4.315460
10,7.994442,4.456904,15.459881,-0.984952,0.819679,-0.196419
11,7.777885,4.219498,15.459454,-0.990545,0.828527,-0.216557
12,-0.773670,4.627837,14.130785,-0.857884,0.829011,-1.093339
13,4.570430,-5.663076,1.648183,-0.999999,0.822915,-4.315460
14,7.994442,4.456904,15.459881,-0.984952,0.819679,-0.196419
15,-0.746604,-6.790048,1.820549,-0.961125,0.822647,-2.978145
16,7.956151,4.814254,15.444899,-0.968685,0.818699,-0.359708
17,4.570430,-6.311065,1.648183,-1.000000,0.825649,-0.647989
18,7.777885,4.868467,15.459454,-0.946501,0.816096,-0.465061
19,7.690015,4.174948,15.457874,-0.992059,0.826484,-0.098531
20,4.628588,-6.790048,1.647381,-1.000000,0.822538,-0.482502
21,4.570430,-6.311065,1.648183,-1.000000,0.825649,-0.647989
22,7.777885,4.863752,15.459477,-0.946559,0.816043,-0.004715
23,7.777885,4.868467,15.459454,-0.946501,0.816096,-0.465061
24,4.570430,-5.663076,1.648183,-0.999999,0.822915,-4.315460
25,4.226058,-6.790048,4.174960,-1.000000,0.862745,-2.559430
26,7.647106,-7.475206,1.598552,-0.999956,0.813800,-2.864989
27,4.570430,-5.663076,1.648183,-0.999999,0.822915,-4.315460
28,4.628588,-6.797089,2.418185,-1.000000,0.822496,-0.770836
29,7.557985,-7.521481,1.598552,-0.999960,0.814486,-0.100419
30,4.226058,-6.790048,4.174960,-1.000000,0.862745,-2.559430
31,5.621793,-7.498808,0.462478,-0.589546,0.796896,-1.700742
32,4.570430,-5.663076,1.648183,-0.999999,0.822915,-4.315460
33,7.644100,-7.455871,0.461244,-0.993214,0.806103,-1.137477
34,7.647106,-7.475206,1.598552,-0.999956,0.813800,-2.864989
35,4.226058,-6.790048,4.174960,-1.000000,0.862745,-2.559430
36,7.557985,-5.464666,21.297797,-0.983701,0.776853,-2.752806
37,3.500342,-6.767919,3.855811,-1.000000,0.860036,-0.793101
38,4.570430,-7.136410,1.648183,-1.000000,0.823593,-0.351212
39,7.644100,-7.455871,0.461244,-0.993214,0.806103,-1.137477
40,7.647106,-7.475206,1.598552,-0.999956,0.813800,-2.864989
41,4.570430,-5.663076,1.648183,-0.999999,0.822915,-4.315460
42,4.570430,-6.452227,1.648183,-1.000000,0.822054,-0.141161
43,6.872788,-7.498716,4.174960,-0.999999,0.861048,-2.666063
44,4.226058,-6.790048,4.174960,-1.000000,0.862745,-2.559430
45,7.557985,-5.464666,21.297797,-0.983701,0.776853,-2.752806
46,7.644100,-7.455871,0.461244,-0.993214,0.806103,-1.137477
47,4.570430,-5.663076,1.648183,-0.999999,0.822915,-4.315460
48,3.500342,-6.767919,3.855811,-1.000000,0.860036,-0.793101
49,4.570430,-7.518659,1.648183,-1.000000,0.824436,-0.382249
50,7.647106,-5.498980,21.428366,-0.994638,0.779756,-0.161766
51,4.226058,-6.790048,4.174960,-1.000000,0.862745,-2.559430
52,3.492210,-7.749195,24.176346,-0.529163,0.742337,-0.852072
53,3.572331,-5.459802,1.648183,-0.999994,0.812079,-1.018588
54,4.570430,-5.663076,1.648183,-0.999999,0.822915,-4.315460
55,7.770678,-7.737033,20.836220,-0.999948,0.778641,-1.403024
56,7.557985,-5.464666,21.297797,-0.983701,0.776853,-2.752806
57,3.480300,-6.814713,4.457742,-1.000000,0.857127,-0.604080
58,4.570430,-7.518659,1.648183,-1.000000,0.824436,-0.382249
59,4.226058,-6.790048,4.174960,-1.000000,0.862745,-2.559430
60,3.492210,-7.749195,24.176346,-0.529163,0.742337,-0.852072
61,4.570430,-5.663076,1.648183,-0.999999,0.822915,-4.315460
62,7.557985,-5.464666,21.297797,-0.983701,0.776853,-2.752806
63,7.770678,-7.737033,20.836220,-0.999948,0.778641,-1.403024
64,3.572331,-5.459802,1.648183,-0.999994,0.812079,-1.018588
65,3.499115,-7.518659,1.648183,-1.000000,0.816475,-1.071315
66,3.187532,-7.632804,1.956145,-1.000000,0.822028,-1.421364
67,4.226058,-6.790048,4.174960,-1.000000,0.862745,-2.559430
68,4.570430,-5.663076,1.648183,-0.999999,0.822915,-4.315460
69,7.557985,-5.464666,21.297797,-0.983701,0.776853,-2.752806
70,7.770678,-7.737033,20.836220,-0.999948,0.778641,-1.403024
71,3.572331,-5.459802,1.648183,-0.999994,0.812079,-1.018588
72,3.591283,-7.803184,24.176346,-0.565391,0.740531,-0.112828
73,3.492210,-7.749195,24.176346,-0.529163,0.742337,-0.852072
74,3.499115,-7.518659,1.648183,-1.000000,0.816475,-1.071315
75,4.226058,-6.790048,4.174960,-1.000000,0.862745,-2.559430
76,4.570430,-5.663076,1.648183,-0.999999,0.822915,-4.315460
77,7.557985,-5.464666,21.297797,-0.983701,0.776853,-2.752806
78,7.770678,-7.737033,20.836220,-0.999948,0.778641,-1.403024
79,3.572331,-5.459802,1.648183,-0.999994,0.812079,-1.018588
80,3.741641,-6.790048,4.174960,-1.000000,0.856014,-0.385840
81,3.591283,-7.803184,24.176346,-0.565391,0.740531,-0.112828
82,3.492210,-7.749195,24.176346,-0.529163,0.742337,-0.852072
83,4.226058,-6.790048,4.174960,-1.000000,0.862745,-2.559430
84,4.570430,-5.663076,1.648183,-0.999999,0.822915,-4.315460
85,3.500342,6.563786,5.635112,-0.990261,0.806136,-1.779302
86,7.557985,-5.464666,21.297797,-0.983701,0.776853,-2.752806
87,3.741641,-6.790048,4.174960,-1.000000,0.856014,-0.385840
88,7.770678,-7.737033,20.836220,-0.999948,0.778641,-1.403024
89,3.591283,-7.908310,24.176346,-0.665531,0.741305,-0.105126
90,3.492210,-7.749195,24.176346,-0.529163,0.742337,-0.852072
91,3.572331,-5.459802,1.648183,-0.999994,0.812079,-1.018588
92,4.226058,-6.790048,4.174960,-1.000000,0.862745,-2.559430
93,4.570430,-5.663076,1.648183,-0.999999,0.822915,-4.315460
94,7.710238,7.636199,6.818225,-0.987923,0.803381,-2.962414
