Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness
0,-1.470514,-7.987950,3.764544,-1.000000,0.842591
1,1.330263,-2.770070,2.407904,-0.946600,0.769086
2,-1.470514,-7.987950,3.764544,-1.000000,0.842591
3,1.330263,-2.770070,2.407904,-0.946600,0.769086
4,-7.692925,-0.592781,2.662794,-0.976905,0.810638
5,2.084127,-7.565835,1.597749,-0.999997,0.817701
6,-1.486864,-7.987950,3.764544,-1.000000,0.842652
7,1.330263,-2.770070,2.407904,-0.946600,0.769086
8,4.307005,-7.983779,1.672650,-1.000000,0.816972
9,-5.854505,0.030994,3.465155,-0.999971,0.786349
10,2.084127,-7.565835,1.597749,-0.999997,0.817701
11,-7.607240,-7.987950,3.764544,-1.000000,0.828224
12,-7.871571,-5.539294,3.748424,-0.994810,0.789008
13,-7.853871,-5.588280,3.770848,-0.996096,0.793729
14,-2.794942,-7.987950,3.764544,-1.000000,0.843680
15,-7.831212,-1.933475,3.022109,-0.985344,0.795576
16,-1.470514,-7.711870,3.764544,-0.999999,0.837316
17,1.330263,-2.770070,2.407904,-0.946600,0.769086
18,4.307005,-7.983779,1.672650,-1.000000,0.816972
19,2.175777,-7.872325,17.394821,-0.935218,0.735116
20,4.307005,-7.983779,1.745303,-1.000000,0.816972
21,4.394257,-4.226073,1.681246,-1.000000,0.776964
22,-7.743511,0.518314,16.460423,-0.755367,0.722832
23,-6.261821,-7.987950,3.740553,-1.000000,0.836679
24,-5.854505,0.030994,3.465155,-0.999971,0.786349
25,2.992474,-7.983779,1.696641,-1.000000,0.811553
26,4.394257,-4.226073,1.681246,-1.000000,0.776964
27,-7.766047,0.007651,17.998786,-0.989683,0.702659
28,3.736050,-7.983779,1.739933,-1.000000,0.814216
29,2.992474,-7.983779,1.696641,-1.000000,0.811553
30,-5.854505,0.402121,3.465155,-0.999994,0.781362
31,-5.586493,0.032195,18.282800,-0.972320,0.711465
32,4.307005,-7.983779,1.672650,-1.000000,0.816972
33,4.307005,-7.983779,1.745303,-1.000000,0.816972
34,4.307005,-7.983237,1.672650,-1.000000,0.816972
35,4.307005,-7.993661,1.672650,-1.000000,0.817165
36,4.394257,-4.226073,1.681246,-1.000000,0.776964
37,-7.766047,0.007651,17.998786,-0.989683,0.702659
38,-7.535548,0.007651,17.998786,-0.988560,0.694144
39,5.878041,-7.983779,1.745303,-1.000000,0.807374
40,2.992474,-4.122380,1.697287,-0.999996,0.775022
41,-5.870611,0.032195,18.282800,-0.977119,0.702498
42,-5.718870,-0.145985,18.210367,-0.978182,0.714050
43,-5.585374,-0.199691,18.334509,-0.978000,0.712168
44,3.865875,-7.983779,2.152427,-1.000000,0.813853
45,3.185930,-7.983779,1.696641,-1.000000,0.811447
46,-5.849698,0.407661,3.465155,-0.999994,0.781278
47,3.736050,-7.983779,1.739933,-1.000000,0.814216
48,-5.734092,0.030762,18.451404,-0.974995,0.706694
49,-5.854505,0.402121,3.465155,-0.999994,0.781362
50,4.394257,-4.226073,1.681246,-1.000000,0.776964
51,-7.535548,0.007651,17.998786,-0.988560,0.694144
52,2.992474,-4.122380,1.697287,-0.999996,0.775022
53,-7.849670,0.007651,17.998786,-0.990361,0.698920
54,5.393885,-7.394404,1.565661,-1.000000,0.801257
55,2.988208,-4.122380,1.697287,-0.999996,0.775089
56,-7.766047,0.007651,17.998786,-0.989683,0.702659
57,-5.870611,0.032195,18.282800,-0.977119,0.702498
58,5.878041,-7.983779,1.745303,-1.000000,0.807374
59,5.882307,-7.983779,1.745303,-1.000000,0.807396
60,-5.945733,-0.939251,3.226080,-0.999118,0.780038
61,-6.249053,-0.500361,18.380256,-0.989198,0.714123
62,-5.734092,0.030762,18.451404,-0.974995,0.706694
63,4.394257,-4.226073,1.681246,-1.000000,0.776964
64,2.992474,-4.122380,1.697287,-0.999996,0.775022
65,-7.849670,0.007651,17.998786,-0.990361,0.698920
66,5.393885,-7.394404,1.565661,-1.000000,0.801257
67,3.932260,-4.122380,2.460793,-0.999999,0.776112
68,-7.219555,0.007651,17.998786,-0.988392,0.693800
69,-7.531306,0.007651,17.998786,-0.988775,0.694065
70,4.394257,-4.251533,1.857016,-1.000000,0.777636
71,2.988208,-4.122380,1.697287,-0.999996,0.775089
72,2.988208,-4.122380,2.136654,-0.999996,0.775089
73,-7.766047,0.007651,17.998786,-0.989683,0.702659
74,5.878041,-7.753825,1.975023,-1.000000,0.804305
75,-7.535548,0.007651,17.998786,-0.988560,0.694144
76,5.327356,-7.394404,1.565661,-1.000000,0.805379
77,2.434061,-4.122380,1.697287,-0.999980,0.777206
78,-7.770289,0.007651,17.998786,-0.989589,0.702659
79,-5.870611,0.032195,18.282800,-0.977119,0.702498
80,4.394257,-4.226073,1.681246,-1.000000,0.776964
81,-7.849670,0.007651,17.998786,-0.990361,0.698920
82,3.932260,-4.122380,2.460793,-0.999999,0.776112
83,-7.219555,0.007651,17.998786,-0.988392,0.693800
84,4.394257,-4.251533,1.857016,-1.000000,0.777636
85,5.879388,-4.097614,1.697287,-0.999997,0.768583
86,-7.469272,0.007651,17.998786,-0.988781,0.693853
87,-7.219555,0.658002,17.522624,-0.983645,0.692212
88,-7.535548,0.976762,17.504331,-0.974394,0.685857
89,-7.978927,0.007651,17.998786,-0.990978,0.703492
90,-7.356584,0.007651,17.998786,-0.988510,0.693800
91,5.428930,-7.394404,1.565661,-1.000000,0.801023
92,-7.743517,-1.350951,17.677956,-0.998474,0.715522
93,5.393885,-7.394404,1.565661,-1.000000,0.801257
94,-7.531306,0.007651,17.998786,-0.988775,0.694065
95,-7.872167,0.007651,17.998786,-0.990204,0.703196
96,2.992474,-3.882355,1.697287,-0.999987,0.773625
97,2.607870,-4.802803,1.697287,-1.000000,0.784093
98,-7.766047,0.007651,17.998786,-0.989683,0.702659
99,3.741866,-4.122380,2.136654,-0.999999,0.776515
100,4.394257,-4.226073,1.681246,-1.000000,0.776964
101,-7.849670,0.007651,17.998786,-0.990361,0.698920
102,3.932260,-4.122380,2.460793,-0.999999,0.776112
103,-7.219555,0.007651,17.998786,-0.988392,0.693800
104,4.394257,-4.251533,1.857016,-1.000000,0.777636
105,5.879388,-4.097614,1.697287,-0.999997,0.768583
106,-7.469272,0.007651,17.998786,-0.988781,0.693853
107,-7.978927,0.007651,17.998786,-0.990978,0.703492
108,-7.356584,0.007651,17.998786,-0.988510,0.693800
109,-7.743517,-1.350951,17.677956,-0.998474,0.715522
110,-7.849670,1.287655,18.430984,-0.963582,0.671638
111,-7.824088,0.007651,17.546855,-0.990024,0.698866
112,5.230174,-4.947146,1.565661,-1.000000,0.782231
113,-7.531306,0.712129,17.989133,-0.986796,0.683252
114,-7.872167,0.864198,17.723489,-0.981813,0.679303
115,3.932260,-4.122380,1.593754,-0.999999,0.776112
116,-7.862584,0.007651,17.998786,-0.990140,0.698920
117,5.387180,-4.097614,1.697287,-0.999998,0.774758
118,-7.869029,0.020695,17.998786,-0.990698,0.702740
119,3.932260,-4.122380,2.449381,-0.999999,0.776112
120,4.394257,-4.226073,1.681246,-1.000000,0.776964
121,-7.219555,0.007651,17.998786,-0.988392,0.693800
122,4.394257,-4.251533,1.857016,-1.000000,0.777636
123,-7.469272,0.007651,17.998786,-0.988781,0.693853
124,-7.356584,0.007651,17.998786,-0.988510,0.693800
125,-7.849670,1.287655,18.430984,-0.963582,0.671638
126,5.230174,-4.947146,1.565661,-1.000000,0.782231
127,-7.531306,0.712129,17.989133,-0.986796,0.683252
128,-7.872167,0.864198,17.723489,-0.981813,0.679303
129,-7.872167,0.864198,17.725884,-0.981813,0.679303
130,-7.900309,-0.626696,18.430984,-0.995963,0.701677
131,5.628634,-4.097614,1.697287,-0.999998,0.765597
132,-7.531306,0.712129,18.005087,-0.986796,0.683252
133,-7.980181,-1.350951,17.677956,-0.998620,0.715395
134,4.595206,-4.226073,1.697824,-1.000000,0.772148
135,-7.467551,0.712129,17.998967,-0.986264,0.683088
136,-7.743517,-1.038219,17.654269,-0.997800,0.712880
137,-7.561870,-0.346595,18.005491,-0.992465,0.694975
138,-7.499526,0.864198,17.723489,-0.976366,0.681037
139,5.230174,-6.652048,1.565661,-1.000000,0.797953
140,-7.742186,1.287655,18.430984,-0.963057,0.670892
141,5.230174,-4.919984,1.714740,-1.000000,0.781722
142,5.628634,-4.097614,1.697287,-0.999998,0.765597
143,-7.980181,-1.350951,17.677956,-0.998620,0.715395
144,-7.531306,0.922542,17.989133,-0.976166,0.675082
145,-7.849670,1.287655,18.430984,-0.963582,0.671638
146,-7.561870,-0.346595,18.005491,-0.992465,0.694975
147,-7.655509,0.841462,17.723489,-0.976226,0.678568
148,-7.872167,0.864198,17.723489,-0.981813,0.679303
149,-7.851002,-1.038219,17.654269,-0.997852,0.708938
150,-7.872167,-0.623496,18.439454,-0.995912,0.697706
151,-7.900309,-0.626696,18.430984,-0.995963,0.701677
152,-7.531306,0.712129,17.989133,-0.986796,0.683252
153,-7.219555,0.007651,17.998786,-0.988392,0.693800
154,-7.742648,0.712129,17.989133,-0.986211,0.680000
155,-7.900309,0.860999,17.715020,-0.982604,0.679466
156,-7.469272,0.007651,17.998786,-0.988781,0.693853
157,4.595206,-4.226073,1.697824,-1.000000,0.772148
158,-7.386734,-1.350951,17.677956,-0.998189,0.712745
159,4.394257,-4.226073,1.681246,-1.000000,0.776964
160,5.230174,-4.919984,1.714740,-1.000000,0.781722
161,-7.872167,1.686153,17.723489,-0.951374,0.670729
162,5.628634,-4.097614,1.697287,-0.999998,0.765597
163,-7.980181,-1.350951,17.677956,-0.998620,0.715395
164,-7.531306,0.922542,17.989133,-0.976166,0.675082
165,-7.845018,1.287655,18.007362,-0.964028,0.671223
166,-7.742186,1.287655,18.430984,-0.963057,0.670892
167,-7.742186,-0.193208,18.430984,-0.991230,0.693752
168,-7.900309,0.621257,17.715020,-0.987407,0.685463
169,-7.561870,0.929648,18.005315,-0.977597,0.675218
170,-7.872167,0.864198,17.723489,-0.981813,0.679303
171,-7.561870,-0.346595,18.005491,-0.992465,0.694975
172,-7.742648,0.712129,17.989133,-0.986211,0.680000
173,4.595206,-4.226073,1.697824,-1.000000,0.772148
174,-7.851002,-0.940937,17.654269,-0.997348,0.705424
175,-7.900309,0.860999,17.715020,-0.982604,0.679466
176,-7.872167,-0.623496,18.439454,-0.995912,0.697706
177,4.394257,-4.226073,1.681246,-1.000000,0.776964
178,-7.531306,0.712129,17.989133,-0.986796,0.683252
179,-7.979772,-0.623496,18.439454,-0.996180,0.701754
