Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-6.732694,6.750947,13.522139,-0.260486,0.790020,0
1,-3.012759,2.503000,14.726718,0.733140,0.716005,0
2,0.759982,-5.853136,14.145468,0.752520,0.709351,0
3,1.480256,0.576861,12.865056,0.997817,0.749707,0
4,-1.064998,-0.391029,6.368672,0.998801,0.737438,0
5,-1.654965,-1.623337,5.901274,0.998215,0.744530,0
6,-5.886972,0.411004,13.034511,0.998554,0.740954,0
7,-1.221672,0.726971,17.263479,0.998641,0.737694,0
8,-6.921186,4.668341,13.273075,0.999771,0.729922,0
9,-7.117585,0.094377,10.688594,0.998391,0.741469,0
10,-1.919700,1.412403,1.126987,0.995828,0.752141,0
11,-0.366440,-4.706512,19.951514,0.968594,0.770623,0
12,1.867472,-5.927783,11.845507,0.999077,0.742829,0
13,-0.635526,0.370814,0.313241,0.999460,0.742273,0
14,-0.215055,0.296343,10.708173,0.999298,0.748175,0
15,1.422485,-3.507056,11.644669,0.999635,0.747788,0
16,0.413534,-0.837586,9.386752,0.999568,0.761991,0
17,0.374255,-0.453163,17.534612,0.999754,0.750674,0
18,2.349981,0.006515,16.647088,0.999651,0.782672,0
19,2.725763,2.580558,13.949002,0.999972,0.779302,0
20,-1.322761,4.750202,13.579693,-0.794203,0.789244,1
21,-6.510008,7.209380,13.522139,-0.817607,0.793172,1
22,-2.988109,2.503000,14.726718,0.748734,0.707619,0
23,-6.367528,-0.453163,17.534612,0.982574,0.705882,0
24,-7.118963,0.094377,14.050411,0.526925,0.707827,0
25,-6.732694,6.750947,13.522139,-0.260486,0.790020,0
26,-6.732694,6.750947,13.975899,-0.260486,0.790020,0
27,-6.732694,6.947363,13.820599,-0.433628,0.795397,0
28,1.968029,-5.927783,14.052026,0.786225,0.707662,0
29,-3.028643,-1.516643,5.312984,0.999988,0.706582,0
30,-3.012759,2.503000,14.726718,0.733140,0.716005,0
31,0.759982,-5.853136,14.145468,0.752520,0.709351,0
32,0.759982,-5.853136,13.550335,0.752520,0.709351,0
33,-6.820020,0.645110,16.956861,0.733224,0.727275,0
34,0.759982,-5.858019,14.145468,0.754562,0.709472,0
35,-2.968593,4.674170,14.726718,0.990509,0.709916,0
36,0.689461,-5.734639,12.890371,0.943085,0.742621,0
37,-6.921186,4.668341,13.273075,0.999771,0.729922,0
38,-0.366440,-4.706512,19.951514,0.968594,0.770623,0
39,-4.783674,1.507750,13.658270,0.982727,0.747102,0
40,-1.322761,4.750202,13.579693,-0.794203,0.789244,1
41,-7.118963,0.094377,14.050411,0.526925,0.707827,0
42,-1.322761,4.761991,13.579693,-0.804728,0.789497,1
43,-6.796697,-5.853136,13.550335,0.383469,0.716709,0
44,-1.277345,-5.697404,13.579693,0.735940,0.704456,0
45,-7.118963,0.094377,13.691674,0.526925,0.707827,0
46,0.419255,-5.858019,14.145468,0.776969,0.695887,0
47,-2.984628,7.058204,13.820599,-0.999942,0.803856,1
48,-7.118963,0.032710,14.050411,0.531026,0.704489,0
49,-1.322761,4.811870,13.579693,-0.847909,0.791262,1
50,-1.322761,4.216758,13.579693,0.217118,0.781933,0
51,0.689461,7.126127,13.827263,-0.999854,0.808914,1
52,-1.257735,4.981195,17.531136,0.999994,0.704126,0
53,-6.732694,6.750947,13.522139,-0.260486,0.790020,0
54,-6.350804,-0.453163,13.583169,0.628531,0.708848,0
55,-6.591113,7.209380,13.522139,-0.774687,0.791949,1
56,-6.510008,7.209380,13.522139,-0.817607,0.793172,1
57,1.986657,-5.927783,14.052026,0.778803,0.707179,0
58,-6.356032,-0.453163,17.534612,0.982557,0.705968,0
59,-2.988109,2.503000,14.726718,0.748734,0.707619,0
60,-1.839959,5.307327,13.579693,-0.991264,0.793336,1
61,-1.322761,5.014424,13.579693,-0.946931,0.790071,1
62,-6.732694,6.750947,11.608795,-0.717889,0.714493,1
63,0.229618,-5.814258,14.145468,0.767280,0.695562,0
64,-0.346585,6.350296,13.822447,-0.999914,0.799979,1
65,-7.365182,-6.672265,13.550335,-0.234097,0.700151,0
66,-1.576526,6.210999,14.192809,-0.999922,0.801373,1
67,-2.984628,7.124253,13.820599,-0.999951,0.801798,1
68,0.257060,-5.858019,14.140447,0.776790,0.692040,0
