Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-3.885715,-7.999116,17.809288,-0.999999,0.727522,1
1,-2.914583,-7.996423,18.181929,-0.999992,0.719963,1
2,-2.869985,-7.960155,17.728757,-0.999990,0.719141,1
3,-2.864203,-7.996423,18.310845,-0.999989,0.718170,1
4,-2.587140,-7.810993,17.808256,-0.999966,0.717760,1
5,-2.532898,-7.936986,18.180798,-0.999959,0.713763,1
6,-2.527689,-7.999754,17.813764,-0.999956,0.712783,1
7,-2.507132,-7.793767,17.813764,-0.999955,0.708982,1
8,-2.496714,-7.793459,18.090621,-0.999954,0.708609,1
9,-0.990090,-7.780315,17.804124,-0.998884,0.701361,1
10,-0.980267,-7.757877,18.313904,-0.998914,0.701481,1
11,-0.916680,-7.774950,18.183680,-0.998825,0.698599,1
12,-0.916680,-7.757877,18.313904,-0.998850,0.698840,1
13,-0.886174,-7.764936,18.305120,-0.998786,0.691305,1
14,-0.886174,-7.751698,18.313904,-0.998798,0.691424,1
15,-0.882728,-7.774950,18.183680,-0.998761,0.690949,1
16,-0.815634,-7.569212,18.329591,-0.998674,0.690434,1
17,-0.752689,-7.804538,18.183680,-0.998546,0.685601,1
18,-0.727702,-7.916790,17.758395,-0.998444,0.683422,1
19,-0.706384,-7.929307,18.045314,-0.998438,0.682195,1
20,-0.706384,-7.799313,18.045314,-0.998460,0.683739,1
21,-0.675433,-7.959048,17.763038,-0.998320,0.680689,1
22,-0.654954,-7.966413,17.804158,-0.998275,0.674196,1
23,-0.654954,-7.960287,18.170399,-0.998292,0.674235,1
24,-0.654954,-7.944773,17.763038,-0.998295,0.674431,1
25,-0.654954,-7.935472,18.170399,-0.998304,0.674549,1
26,-0.647388,-7.999184,18.060503,-0.998242,0.673451,1
27,-0.647388,-7.993310,18.060503,-0.998265,0.673529,1
28,-0.647388,-7.966413,17.805157,-0.998267,0.673647,1
29,3.827820,-7.935348,18.178673,-0.969175,0.657966,1
30,3.840953,-7.938505,18.178673,-0.970590,0.658783,1
31,3.849670,-7.935930,17.757670,-0.970832,0.659109,1
32,3.976734,-7.891476,18.090887,-0.976370,0.660198,1
33,3.994895,-7.916790,18.054694,-0.977518,0.660360,1
34,3.994895,-7.916394,18.180973,-0.977408,0.660319,1
35,3.996049,-7.916790,18.193297,-0.978085,0.660522,1
36,4.030274,-7.944138,18.386147,-0.980931,0.661128,1
37,4.066455,-7.996464,17.772275,-0.983738,0.661654,1
38,4.069552,-7.998658,18.090131,-0.983813,0.661896,1
39,4.077481,-7.996405,17.757670,-0.984036,0.662300,1
40,4.087390,-7.998658,18.092412,-0.984594,0.662866,1
41,4.121800,-7.999184,18.192159,-0.985471,0.664120,1
42,4.140378,-7.999116,18.052897,-0.985930,0.665252,1
43,4.142832,-7.999122,18.052652,-0.986046,0.665373,1
44,4.232172,-7.935348,18.178673,-0.988852,0.665466,1
45,4.234748,-7.935348,18.178673,-0.988948,0.665706,1
46,4.235832,-7.935348,18.178673,-0.988948,0.665706,1
47,4.238450,-7.935348,18.178673,-0.989119,0.665746,1
48,4.296455,-7.994352,18.089886,-0.991352,0.666627,1
49,4.297631,-7.994352,18.089886,-0.991437,0.666667,1
50,4.299713,-7.994352,18.052653,-0.991437,0.666667,1
51,4.307285,-7.995797,17.757670,-0.992060,0.667187,1
52,4.314452,-7.995797,18.169062,-0.992265,0.667627,1
53,4.353837,-7.996152,18.053790,-0.993290,0.669068,1
54,4.374431,-7.996401,18.182302,-0.993479,0.670188,1
55,4.379338,-7.996421,17.766483,-0.993589,0.670348,1
56,4.415169,-7.996124,18.054115,-0.993982,0.671429,1
57,4.415944,-7.996464,17.772275,-0.993982,0.671429,1
58,4.422169,-7.996421,17.766483,-0.994104,0.671829,1
59,4.438018,-7.996421,17.795683,-0.994208,0.672309,1
60,4.441708,-7.996406,18.193362,-0.994399,0.672469,1
