Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,-6.898240,-1.003083,14.649413,-0.684498,0.701097,-4.078216,0
1,-6.870835,-6.442012,14.013286,-0.620684,0.720114,-5.492619,0
2,-6.586044,-6.139267,2.894477,-0.999999,0.834380,-2.813639,1
3,-5.948892,1.822839,1.392820,-1.000000,0.782175,-2.812262,1
4,-5.709317,0.391183,1.043342,-1.000000,0.775721,-1.209060,1
5,-5.709317,2.028919,1.043342,-0.999997,0.761721,-0.023307,1
6,-5.709317,2.045216,0.931878,-0.999996,0.761253,-0.111463,1
7,-5.709317,2.062648,1.043342,-0.999996,0.760931,-0.040538,1
8,-5.705874,2.062841,1.043342,-0.999996,0.760872,-0.003448,1
9,-5.686010,1.992677,1.043342,-0.999997,0.761926,-0.305393,1
10,-5.686010,2.028918,1.043342,-0.999997,0.761165,-0.000562,1
11,-5.545527,-2.022526,1.384204,-0.999996,0.771158,-1.193246,1
12,-5.545527,-0.829280,1.384204,-1.000000,0.769305,-1.034296,1
13,-5.545527,-0.817673,1.384204,-1.000000,0.769248,-0.011606,1
14,-4.974354,2.278076,1.043342,-0.999857,0.764736,-0.753826,1
15,-4.951729,-0.817416,1.384204,-0.999998,0.769118,-0.593798,1
16,-4.187240,5.310035,5.901043,-0.999982,0.808200,-3.564219,1
17,-4.174265,-0.804360,1.384204,-0.999957,0.780995,-2.345130,1
18,-1.950421,-5.854112,0.088767,-0.999999,0.773405,-1.553750,1
19,-1.406878,-5.905003,13.853094,-0.477676,0.703567,-4.770579,0
20,0.416238,6.298064,7.393590,0.864315,0.684455,-3.243477,0
21,0.598894,6.542571,7.815411,-0.999977,0.758806,-0.520653,1
22,0.598894,6.776049,1.603615,-0.999443,0.716870,-3.352747,1
23,0.642212,6.519742,7.832697,-0.999979,0.756351,-0.051927,1
24,1.868818,6.782003,7.705241,-0.999973,0.748811,-0.603985,1
25,2.472803,6.782003,7.705241,-0.999708,0.740826,-1.853670,1
26,4.417220,1.948873,2.860164,-0.999334,0.679208,-0.350899,1
27,4.417220,1.973677,2.510143,-0.999325,0.679480,-0.719826,1
28,4.417220,2.299382,3.419207,-0.999257,0.683595,-2.881852,1
29,4.417220,3.082077,3.419207,-0.998781,0.678469,-0.782695,1
30,4.417220,3.884514,0.843974,-0.998701,0.682390,-1.874021,1
31,4.417220,5.598629,3.250899,-0.999080,0.695496,-3.303538,1
32,4.485961,7.818768,1.395228,-0.999797,0.682279,-1.840031,1
33,4.485961,7.852133,3.234956,-0.999039,0.704894,-4.988722,1
34,4.718462,2.294506,2.856306,-0.999288,0.675679,-0.393376,1
35,4.720903,2.294506,3.249681,-0.999289,0.675754,-0.154328,1
36,4.743704,2.286958,2.915716,-0.999300,0.676282,-0.013318,1
37,4.764985,2.318706,7.616962,0.319782,0.668296,-0.057965,0
38,4.772964,2.156634,1.476294,-0.997131,0.691213,-4.002573,1
39,4.772964,2.318706,7.674926,0.324872,0.667991,-2.681512,0
40,5.031118,-5.868696,7.257235,-0.999972,0.804355,-3.312253,1
41,5.104498,2.318706,7.674926,0.383718,0.659587,-0.331534,0
42,5.112477,2.318706,7.674926,0.382854,0.659435,-0.007979,0
