Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,0.355017,7.215290,17.554189,0.999322,0.783771,0
1,-1.669333,2.965148,17.190181,0.999140,0.801004,0
2,-1.188143,1.961271,3.389893,0.986551,0.816051,0
3,5.597751,0.077817,16.531649,-0.318595,0.849632,0
4,-0.705718,1.377566,3.860192,0.995370,0.801356,0
5,-7.183592,-1.577068,2.046225,0.999997,0.799539,0
6,-0.356033,-1.470885,13.787099,0.999654,0.802020,0
7,2.907303,1.590000,3.392272,0.997956,0.806747,0
8,0.231637,-1.177680,7.568955,0.999648,0.803681,0
9,1.385089,2.140533,0.369420,0.999184,0.807390,0
10,3.016822,2.409941,16.607417,0.998786,0.829111,0
11,-0.815070,-2.751287,19.919151,0.999667,0.804779,0
12,1.280514,0.016077,24.936234,0.999649,0.825668,0
13,-0.091778,-0.122540,20.100587,0.999880,0.815248,0
14,1.135105,-0.766390,12.183973,0.999943,0.814679,0
15,-1.343966,1.339368,12.539600,0.999962,0.813206,0
16,-5.631318,-2.473387,19.217275,0.999783,0.817216,0
17,1.633127,1.093909,17.670920,0.999857,0.815983,0
18,-4.794355,-4.661818,4.978828,0.999852,0.840336,0
19,0.478433,-1.652328,19.749672,0.999976,0.817827,0
20,-7.183592,-1.577068,2.522726,-0.817044,0.812545,0
21,-7.183592,-1.577068,3.384666,-0.817044,0.812545,0
22,0.341762,6.983228,3.860192,0.270493,0.768579,0
23,5.597751,0.077817,16.531649,-0.318595,0.849632,0
24,5.597751,0.095716,16.531649,-0.319203,0.849798,0
25,5.160604,-1.577068,2.046225,0.912164,0.812132,0
26,-5.933220,-2.473387,20.123763,0.976793,0.775322,0
27,-6.735046,0.077817,16.531649,0.998785,0.774001,0
28,-1.343966,7.209152,17.523867,0.999666,0.773733,0
29,5.688252,1.339468,4.464878,0.971407,0.791652,0
30,5.104091,3.708380,16.531649,0.560936,0.843334,0
31,-3.955056,2.140533,17.040705,0.997204,0.778123,0
32,0.802693,7.215290,17.554189,0.999351,0.776885,0
33,-1.188143,1.961271,3.389893,0.986551,0.816051,0
34,-0.729978,1.466766,3.935492,0.993237,0.797531,0
35,-1.186177,1.961271,3.389893,0.986581,0.816028,0
36,-1.171007,1.961271,3.115518,0.987229,0.815777,0
37,3.016822,0.142592,16.607417,0.975791,0.827704,0
38,0.355017,7.215290,17.554189,0.999322,0.783771,0
39,-0.705718,1.377566,3.860192,0.995370,0.801356,0
40,-7.183592,-1.577068,2.522726,-0.817044,0.812545,0
41,-7.183592,-1.577068,3.384666,-0.817044,0.812545,0
42,0.341762,6.983228,3.860192,0.270493,0.768579,0
43,-7.312189,-1.555720,3.382681,-0.894432,0.813986,0
44,-6.804939,7.212940,2.522726,-0.999972,0.814237,1
45,5.705262,6.979744,4.464878,0.349571,0.760834,0
46,-7.183592,1.959726,3.085530,-0.999999,0.826304,1
47,5.926250,1.339468,5.312343,0.108281,0.769960,0
48,0.342365,6.975984,3.768038,0.268963,0.768676,0
49,-7.275591,-2.010746,3.180520,-0.181048,0.815406,0
50,-7.856962,-1.577068,17.460719,0.998200,0.764056,0
51,5.597751,1.250829,16.531649,-0.319591,0.846571,0
52,0.341762,7.161354,3.819355,0.291365,0.771716,0
53,5.597751,0.095716,16.531649,-0.319203,0.849798,0
54,-3.955056,-1.396261,16.478205,0.965997,0.772188,0
55,5.160604,-1.577068,16.703585,-0.003248,0.842884,0
56,3.016822,-1.856422,16.607283,0.721771,0.824301,0
57,5.160604,-1.577068,2.046225,0.912164,0.812132,0
