Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.997578,-5.515529,13.800736,-0.995287,0.730529,1
1,-7.996755,-6.053401,13.801016,-0.998158,0.747546,1
2,-7.981466,-5.515529,13.800736,-0.995236,0.730362,1
3,-7.933909,-3.918522,13.800729,-0.953465,0.723429,1
4,-7.932988,-3.914807,13.800729,-0.953413,0.723303,1
5,-7.925110,-6.053401,13.858018,-0.998039,0.746999,1
6,-7.911599,-4.542569,13.724244,-0.982085,0.727167,1
7,-7.904361,-6.053401,13.801016,-0.998000,0.746738,1
8,-7.904361,-4.225644,13.801016,-0.968700,0.726639,1
9,-7.867133,-3.909368,13.800729,-0.950268,0.722549,1
10,-7.738772,-3.914723,13.800729,-0.944133,0.721368,1
11,-7.736312,-3.914723,13.800729,-0.943570,0.721292,1
12,-7.679220,-6.053401,13.801016,-0.997829,0.744837,1
13,-3.232999,4.481895,3.068383,-1.000000,0.788051,1
14,-2.863247,4.494610,3.170857,-0.999998,0.787886,1
15,-2.812331,4.449649,3.171791,-0.999997,0.787106,1
16,-2.673415,4.494610,3.170857,-0.999988,0.785669,1
17,-2.613984,4.432505,3.016063,-0.999981,0.784827,1
18,-2.569563,4.427148,3.170857,-0.999972,0.784252,1
19,-2.548248,4.432407,3.201358,-0.999967,0.783903,1
20,-2.548248,4.436728,3.170857,-0.999967,0.783903,1
21,6.704970,-0.659157,7.629496,0.759462,0.718256,0
22,6.768907,-0.861133,8.123122,0.893102,0.702544,0
23,6.787430,-0.857023,7.646980,0.896658,0.701151,0
24,6.804279,-0.644287,8.110646,0.788789,0.715044,0
25,6.804279,-0.642975,8.110646,0.779023,0.715112,0
26,6.830821,-0.356296,7.653188,0.794559,0.704395,0
27,6.830821,-0.344626,7.653531,0.797380,0.704260,0
28,6.836338,-0.344626,7.652658,0.799461,0.704057,0
29,6.836338,-0.339365,7.652658,0.802562,0.703989,0
30,6.837850,-0.857023,7.646980,0.915058,0.700567,0
31,6.838857,-0.336098,8.305361,0.802697,0.703753,0
32,7.076940,-0.686418,7.761483,0.920709,0.698105,0
33,7.089243,-0.686057,8.110646,0.921501,0.697578,0
34,7.136368,-0.642975,8.110646,0.917887,0.699069,0
35,7.224145,4.458705,5.724095,-0.998917,0.767082,1
36,7.412380,4.426939,5.724095,-0.998959,0.767328,1
37,7.488839,4.670248,5.767300,-0.999156,0.776932,1
38,7.756747,4.169787,5.930578,-0.998738,0.758765,1
39,7.756747,4.236959,5.930578,-0.998780,0.762968,1
40,7.784638,4.069907,5.839419,-0.998644,0.756910,1
41,7.784638,5.863636,6.126751,-0.999611,0.780519,1
42,7.814143,4.279807,5.767901,-0.998795,0.764964,1
43,7.816720,4.718725,5.807321,-0.999153,0.772572,1
44,7.822956,4.069907,5.839419,-0.998626,0.756674,1
45,7.827380,4.710566,5.807321,-0.999151,0.772044,1
46,7.849284,5.460236,6.045365,-0.999369,0.778410,1
47,7.852859,5.460236,6.045721,-0.999365,0.778366,1
48,7.852859,5.477735,6.064926,-0.999381,0.779216,1
49,7.855642,-0.344804,7.652658,0.963360,0.697558,0
50,7.879559,-0.337011,7.629153,0.963613,0.696801,0
51,7.897808,4.718725,5.807321,-0.999107,0.767715,1
