Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-6.102353,-1.506913,18.318134,0.995638,0.693112,0
1,7.183131,0.733293,12.830117,-0.958741,0.820073,1
2,-6.337954,0.270918,18.657785,-0.849075,0.752058,0
3,-6.138953,-1.431342,18.626479,-0.140621,0.734300,0
4,-1.296530,-2.448793,13.704269,0.908587,0.731786,0
5,6.793033,0.292203,12.676383,-0.912470,0.815074,0
6,-6.137868,1.241299,18.511733,-0.532677,0.738379,0
7,-6.138953,0.335114,18.642113,-0.730366,0.749768,0
8,-6.138953,-1.461550,18.657785,-0.167130,0.738147,0
9,-6.137868,1.241299,20.962172,0.964001,0.703996,0
10,-1.755490,-2.454875,13.666075,0.937393,0.731007,0
11,-6.138953,1.299228,20.890675,0.964420,0.703488,0
12,6.803007,0.292203,12.676383,-0.912518,0.815196,0
13,-1.515717,-2.404994,14.125392,0.920620,0.731319,0
14,-1.755490,-2.448732,13.703990,0.936682,0.731116,0
15,-6.138953,1.258418,20.924641,0.964244,0.703817,0
16,6.793033,0.292203,13.143727,-0.912470,0.815074,0
17,-1.755490,-2.448732,13.704277,0.936682,0.731116,0
18,6.803607,0.292203,12.816453,-0.912518,0.815196,0
19,6.803593,0.292203,12.817453,-0.912518,0.815196,0
