Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness
0,5.299435,-6.874699,13.988698,-0.915731,0.708956
1,-4.807397,4.389424,15.348469,-0.973216,0.712870
2,-3.390791,1.558151,2.575025,-0.992101,0.781889
3,-4.212737,-1.352815,2.640345,-0.999457,0.821199
4,-3.145546,3.762778,1.966973,-0.983167,0.720625
5,4.223472,-5.228290,14.285019,-0.961241,0.727710
6,-7.208554,-4.725864,13.553820,-0.708461,0.727484
7,-1.200086,-4.339676,13.304840,-0.955383,0.738537
8,-2.739679,0.051443,10.043765,-0.869547,0.760784
9,-2.754628,-2.546381,2.473614,-0.850169,0.794626
10,5.299435,-6.874699,13.988698,-0.915731,0.708956
11,-4.807397,4.389424,15.348469,-0.973216,0.712870
12,-4.212737,-1.352815,2.640345,-0.999457,0.821199
13,2.342874,-0.530052,2.859879,-0.994360,0.741332
14,-4.819715,4.389424,15.348469,-0.972846,0.712656
15,-3.092568,4.032131,1.782811,-0.985678,0.730374
16,-4.807397,4.442598,15.348469,-0.973543,0.714046
17,-3.145546,3.810947,2.491356,-0.983417,0.720443
18,4.334822,-6.874699,13.989851,-0.897779,0.700357
19,-4.200419,-1.352815,2.640345,-0.999432,0.820915
20,-5.335789,-6.834764,2.506470,-0.998847,0.819803
21,-3.390791,1.558151,2.575025,-0.992101,0.781889
22,5.188084,-5.228290,14.283865,-0.964937,0.716693
23,-3.145546,3.762778,1.966973,-0.983167,0.720625
24,-3.145546,3.762778,1.529032,-0.983167,0.720625
25,4.223472,-4.802730,14.285019,-0.972614,0.720516
26,2.139428,-6.853883,13.927598,-0.735478,0.703848
27,-4.807397,4.244295,15.348469,-0.972665,0.720733
28,-4.807397,4.681526,15.348469,-0.974755,0.724483
29,-4.223470,-0.545489,2.646778,-0.999650,0.807701
30,-4.807397,-0.982229,2.839760,-0.999980,0.814029
31,-6.220949,-6.834764,2.506470,-0.999993,0.830823
32,4.377423,3.519277,2.787304,-0.998869,0.686312
33,-5.395291,1.558151,2.505044,-0.999843,0.810952
34,5.299435,-6.874699,13.988698,-0.915731,0.708956
35,-4.807397,4.389424,15.348469,-0.973216,0.712870
36,-4.819715,4.389424,15.348469,-0.972846,0.712656
37,-4.807397,4.442598,15.348469,-0.973543,0.714046
38,-3.145546,3.810947,2.491356,-0.983417,0.720443
39,4.334822,-6.874699,13.989851,-0.897779,0.700357
40,-4.906900,4.389889,15.348469,-0.972707,0.710802
41,4.334822,-6.874699,13.988219,-0.897779,0.700357
42,2.353608,-1.337379,2.853447,-0.995226,0.750481
43,2.342874,3.651768,2.859879,-0.987124,0.729654
44,2.342874,-0.528340,3.066968,-0.994395,0.741293
45,-4.212737,-1.352815,2.640345,-0.999457,0.821199
46,-4.200419,-1.352815,2.640345,-0.999432,0.820915
47,-5.477997,-6.834764,2.906291,-0.999395,0.815325
48,-4.807397,-0.982229,2.839760,-0.999980,0.814029
49,-6.220949,-6.834764,2.506470,-0.999993,0.830823
50,-4.833533,-0.985261,2.839760,-0.999982,0.814692
51,-4.200419,-1.352815,0.676909,-0.999857,0.782757
52,-4.982061,-1.086395,2.787304,-0.999991,0.816207
53,-6.471144,-6.834764,2.501212,-0.999997,0.832513
54,5.911359,4.032518,2.491356,-0.999128,0.698958
55,-6.220949,-6.834764,2.350249,-1.000000,0.832751
56,4.552091,3.623443,2.839760,-0.999097,0.680799
57,-4.223470,-0.545489,2.646778,-0.999650,0.807701
58,-5.395291,1.558151,2.505044,-0.999843,0.810952
59,-4.197335,-0.542456,2.646778,-0.999607,0.806962
60,-4.561168,-1.352815,2.640345,-0.999880,0.816993
61,-5.826798,1.558151,2.505044,-0.999894,0.822885
62,4.377423,3.519277,2.787304,-0.998869,0.686312
63,4.041978,2.036025,2.503216,-0.999004,0.694279
64,-4.226575,-1.352815,2.640345,-0.999488,0.821597
65,-6.413454,4.389889,15.348469,-0.922815,0.698895
66,-4.906900,4.389889,15.348469,-0.972707,0.710802
67,-5.477997,-6.834764,2.906291,-0.999395,0.815325
68,-4.200419,-1.352815,0.676909,-0.999857,0.782757
69,-4.982061,-1.086395,2.787304,-0.999991,0.816207
70,-4.807397,-0.923483,2.839760,-0.999982,0.813201
71,-3.942758,-1.352815,0.630738,-0.999586,0.782172
72,-4.561168,0.456340,3.017477,-0.999873,0.805627
73,-5.826798,-0.544191,2.505044,-1.000000,0.832026
74,5.653618,4.032518,2.537527,-0.999413,0.699430
75,4.377423,2.049323,2.787304,-0.999294,0.678936
76,-4.807397,-1.368689,2.839760,-0.999957,0.809886
77,-5.471465,-1.086395,2.798977,-1.000000,0.817029
78,-6.220949,-1.410385,2.506470,-1.000000,0.840763
79,4.551932,3.624641,3.002141,-0.999099,0.680799
80,-4.771803,1.559756,2.505044,-0.999444,0.797613
81,4.619926,3.581114,2.839760,-0.999162,0.687320
82,-4.197335,-0.542456,2.646778,-0.999607,0.806962
83,-5.395291,1.558151,2.505044,-0.999843,0.810952
84,-4.291306,-0.503160,2.646778,-0.999763,0.809236
85,-4.223470,-0.519844,2.503831,-0.999652,0.807332
86,-4.807397,-0.982229,2.839760,-0.999980,0.814029
87,-6.220949,-6.834764,2.506470,-0.999993,0.830823
88,5.653618,4.032518,2.537527,-0.999413,0.699430
89,4.377423,2.049323,2.787304,-0.999294,0.678936
90,4.940316,3.581114,2.839760,-0.999321,0.698301
91,4.619926,2.761888,2.839760,-0.999086,0.678431
92,5.653618,3.941991,2.537527,-0.999415,0.703652
93,4.902414,4.056457,2.537199,-0.999301,0.687763
94,4.619926,2.097490,2.784507,-0.999294,0.682084
95,-5.826798,-1.359622,0.618424,-1.000000,0.771826
96,-6.415270,-1.368689,0.602472,-1.000000,0.782574
97,4.551932,3.624641,3.002141,-0.999099,0.680799
98,4.618645,2.129232,2.787304,-0.999285,0.682199
99,4.379671,2.123070,2.787304,-0.999292,0.685804
100,-4.551741,-1.352815,0.676909,-0.999953,0.776646
101,-4.807397,-1.368689,2.839760,-0.999957,0.809886
102,-5.471465,-1.086395,2.798977,-1.000000,0.817029
103,-5.010129,-0.238482,2.839760,-0.999996,0.810356
104,-4.807397,-1.368689,3.120257,-0.999957,0.809886
105,-4.807397,-1.368689,2.867400,-0.999957,0.809886
106,-5.826798,-0.511182,2.506459,-1.000000,0.831672
107,-4.797290,-1.368689,2.644565,-0.999955,0.809532
