Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,5.299435,-6.874699,13.988698,-0.915731,0.708956,1
1,-4.807397,4.389424,15.348469,-0.973216,0.712870,1
2,-3.390791,1.558151,2.575025,-0.992101,0.781889,1
3,-4.212737,-1.352815,2.640345,-0.999457,0.821199,1
4,-3.145546,3.762778,1.966973,-0.983167,0.720625,1
5,4.223472,-5.228290,14.285019,-0.961241,0.727710,1
6,2.342874,-0.327439,5.797456,-0.302720,0.722428,0
7,-7.208554,-4.725864,13.553820,-0.708461,0.727484,1
8,-1.200086,-4.339676,13.304840,-0.955383,0.738537,1
9,1.261593,-1.278749,6.191260,-0.001332,0.735179,0
10,-2.739679,0.051443,10.043765,-0.869547,0.760784,1
11,0.717288,0.517640,9.947333,-0.488104,0.751716,0
12,-1.952488,4.001838,15.746943,0.917768,0.740770,0
13,-2.754628,-2.546381,2.473614,-0.850169,0.794626,1
14,1.543458,-2.579864,5.442581,-0.390495,0.791018,0
15,-1.247708,4.372866,15.066506,-0.317332,0.768262,0
16,2.093613,2.087143,17.677388,0.764144,0.758886,0
17,0.961798,-2.094731,15.930460,0.337315,0.773768,0
18,1.404844,-1.547040,16.489847,0.585987,0.779517,0
19,-6.339641,6.759123,13.930957,0.901560,0.784099,0
20,5.299435,-6.874699,13.988698,-0.915731,0.708956,1
21,-4.807397,4.389424,15.348469,-0.973216,0.712870,1
22,-4.212737,-1.352815,2.640345,-0.999457,0.821199,1
23,2.342874,-0.530052,2.859879,-0.994360,0.741332,1
24,-4.819715,4.389424,15.348469,-0.972846,0.712656,1
25,-3.092568,4.032131,1.782811,-0.985678,0.730374,1
26,-4.807397,4.442598,15.348469,-0.973543,0.714046,1
27,-3.145546,3.810947,2.491356,-0.983417,0.720443,1
28,4.334822,-6.874699,13.989851,-0.897779,0.700357,1
29,-4.200419,-1.352815,2.640345,-0.999432,0.820915,1
30,-5.335789,-6.834764,2.506470,-0.998847,0.819803,1
31,-3.390791,1.558151,2.575025,-0.992101,0.781889,1
32,5.188084,-5.228290,14.283865,-0.964937,0.716693,1
33,-3.145546,3.762778,1.966973,-0.983167,0.720625,1
34,-3.145546,3.762778,1.529032,-0.983167,0.720625,1
35,4.223472,-4.802730,14.285019,-0.972614,0.720516,1
36,2.139428,-6.853883,13.927598,-0.735478,0.703848,1
37,-4.807397,4.244295,15.348469,-0.972665,0.720733,1
38,-4.807397,4.681526,15.348469,-0.974755,0.724483,1
39,2.331934,-1.276567,6.217392,-0.015739,0.707490,0
40,-4.223470,-0.545489,2.646778,-0.999650,0.807701,1
41,-4.807397,-0.982229,2.839760,-0.999980,0.814029,1
42,-6.220949,-6.834764,2.506470,-0.999993,0.830823,1
43,4.377423,3.519277,2.787304,-0.998869,0.686312,1
44,-5.395291,1.558151,2.505044,-0.999843,0.810952,1
45,5.299435,-6.874699,13.988698,-0.915731,0.708956,1
46,-4.807397,4.389424,15.348469,-0.973216,0.712870,1
