Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.998924,2.950743,20.320161,0.788599,0.713606,0
1,-7.990907,2.438422,20.067619,0.889486,0.711795,0
2,-7.990907,2.446424,20.067619,0.888204,0.712255,0
3,-7.983778,2.950743,20.224479,0.791438,0.713336,0
4,-7.970638,-0.393340,20.329949,0.289620,0.731832,0
5,-7.965869,-0.504146,19.861676,0.317927,0.724042,0
6,-7.965072,-0.461568,19.864246,0.275335,0.733762,0
7,-7.963944,7.370162,20.379784,-0.988399,0.758235,1
8,-7.922446,-0.461568,19.877667,0.293419,0.728773,0
9,-7.885150,7.278750,20.320161,-0.966020,0.753578,1
10,-7.879921,7.278750,20.320161,-0.966165,0.753652,1
11,-7.879621,7.316055,20.231502,-0.974609,0.755074,1
12,-7.787214,2.580976,20.329949,0.896739,0.711550,0
13,-7.769900,7.525480,20.320161,-0.998957,0.763456,1
14,-7.750303,2.554399,20.231399,0.910623,0.709988,0
15,-7.717627,-0.276257,20.227623,0.436400,0.723879,0
16,-7.717627,-0.275716,20.227623,0.435991,0.723940,0
17,-7.717627,2.606453,20.227623,0.904319,0.710754,0
18,-7.715286,-0.276257,20.227623,0.438154,0.723849,0
19,-7.613347,7.303050,20.379784,-0.977002,0.757109,1
20,-7.580537,2.554399,20.222402,0.933336,0.700623,0
21,-7.579585,2.559080,20.222402,0.932447,0.700745,0
22,-7.575405,2.554399,20.222402,0.933359,0.700441,0
23,-7.566053,2.554399,20.227465,0.933910,0.700289,0
24,-7.566053,2.602300,20.429563,0.923475,0.706495,0
25,-7.566053,2.708813,20.429563,0.905394,0.710447,0
26,-7.550088,2.608478,20.222487,0.925160,0.706373,0
27,-6.804629,7.252442,20.329950,-0.883641,0.753487,1
28,-6.686489,7.434576,20.105931,-0.988628,0.760834,1
29,-6.661097,7.252026,20.320338,-0.838264,0.753065,1
30,-6.626640,7.255928,20.323735,-0.825864,0.752718,1
31,-6.624200,7.252442,20.323735,-0.826779,0.752767,1
32,-6.615861,7.252442,20.323735,-0.821090,0.752668,1
33,-6.615861,7.253620,20.231197,-0.821512,0.752693,1
34,-6.615861,7.260446,20.470192,-0.829955,0.753016,1
35,-6.615861,7.980621,20.323735,-0.999981,0.765339,1
36,-6.600552,7.975217,20.329999,-0.999980,0.764925,1
37,-6.599150,7.999629,20.329999,-0.999984,0.765534,1
38,-6.481698,7.998747,20.329999,-0.999985,0.769338,1
39,-6.473807,7.995320,20.323735,-0.999986,0.773338,1
40,-6.292397,7.979821,20.230280,-0.999988,0.777314,1
41,-6.283469,7.976667,19.947787,-0.999989,0.777339,1
42,-6.141439,3.611357,3.218832,-1.000000,0.814956,1
43,-6.106961,7.999404,20.471200,-0.999992,0.786073,1
44,-6.072072,7.995409,20.323735,-0.999991,0.785596,1
45,-6.027552,3.611357,3.042137,-0.999999,0.814351,1
46,4.940314,7.890817,4.222121,-0.089195,0.749728,0
47,5.050760,7.768656,3.969138,-0.112018,0.752435,0
48,5.050760,7.857483,3.969138,-0.095617,0.750538,0
49,5.050760,7.931407,3.969138,-0.059900,0.744595,0
50,5.050760,7.976694,3.969138,-0.038471,0.743715,0
51,5.050760,7.997969,3.969138,-0.031398,0.743213,0
52,5.051596,7.997720,3.955693,-0.031398,0.743213,0
53,5.148977,7.768656,3.969138,-0.088234,0.748265,0
54,5.210308,7.833977,4.212849,-0.030035,0.742975,0
55,5.215729,7.983079,4.222121,0.040393,0.739703,0
56,5.215729,7.996082,4.222121,0.043239,0.739378,0
57,5.215729,7.997720,4.222121,0.049908,0.739303,0
