Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive
0,0.368494,0.656361,1.275636,-0.877963,-2.080355,-6.274504
1,0.596328,0.852485,0.778449,-0.815713,-2.637983,-6.274504
2,0.602657,0.840788,0.764385,-0.972729,-2.728670,-6.779167
3,0.596328,0.852485,0.778449,-0.815713,-2.637983,-6.274504
4,0.373131,0.645960,1.257527,-0.969516,-2.279252,-6.779167
5,0.602657,0.840788,0.764385,-0.972729,-2.728670,-6.779167
6,0.373131,0.645960,1.257527,-0.969516,-2.279252,-6.779167
7,0.596328,0.852485,0.778449,-0.815713,-2.637983,-6.274504
8,0.602657,0.840788,0.764385,-0.972729,-2.728670,-6.779167
9,0.622179,0.863258,0.757874,-0.935608,-2.793937,-6.359917
10,0.599035,0.852485,0.763800,-0.851605,-2.726769,-6.359917
11,0.373131,0.645960,1.257527,-0.969516,-2.279252,-6.779167
12,0.373131,0.645960,1.284559,-0.970122,-2.279252,-6.359917
13,0.602657,0.840788,0.764385,-0.972729,-2.728670,-6.779167
14,0.622179,0.863258,0.757874,-0.935608,-2.793937,-6.359917
15,0.599138,0.852485,0.761806,-0.839545,-2.727468,-7.006220
16,0.598923,0.840788,0.764385,-0.971390,-2.725374,-7.006220
17,0.593853,0.824672,0.739358,-0.953294,-2.635281,-7.006220
18,0.599035,0.852485,0.763800,-0.851605,-2.726769,-6.359917
19,0.373131,0.645960,1.257527,-0.969516,-2.279252,-6.779167
20,0.599035,0.852367,0.757807,-0.832931,-2.726769,-7.006220
21,0.373131,0.645960,1.284559,-0.970122,-2.279252,-6.359917
22,0.602657,0.840788,0.764385,-0.972729,-2.728670,-6.779167
23,0.622179,0.863258,0.757874,-0.935608,-2.793937,-6.359917
24,0.599138,0.852485,0.761806,-0.839545,-2.727468,-7.006220
25,0.598923,0.840788,0.764385,-0.971390,-2.725374,-7.006220
26,0.593118,0.824913,0.739135,-0.993631,-2.720741,-7.655255
27,0.608325,0.852485,0.761849,-0.960500,-2.694794,-7.655255
28,0.599035,0.852485,0.763800,-0.851605,-2.726769,-6.359917
29,0.599035,0.852367,0.757807,-0.832931,-2.726769,-7.006220
30,0.373131,0.645960,1.257527,-0.969516,-2.279252,-6.779167
31,0.373131,0.645960,1.284559,-0.970122,-2.279252,-6.359917
32,0.602657,0.840788,0.764385,-0.972729,-2.728670,-6.779167
33,0.622179,0.863258,0.757874,-0.935608,-2.793937,-6.359917
34,0.599138,0.852485,0.761806,-0.839545,-2.727468,-7.006220
35,0.598923,0.840788,0.764385,-0.971390,-2.725374,-7.006220
36,0.593118,0.824913,0.739135,-0.993631,-2.720741,-7.655255
37,0.620287,0.862501,0.763976,-0.939338,-2.791105,-6.433417
38,0.608325,0.852485,0.761849,-0.960500,-2.694794,-7.655255
39,0.599137,0.852483,0.757807,-0.819339,-2.727468,-6.433417
40,0.373131,0.645960,1.257527,-0.969516,-2.279252,-6.779167
41,0.599035,0.852367,0.757807,-0.832931,-2.726769,-7.006220
42,0.602657,0.840788,0.764385,-0.972729,-2.728670,-6.779167
43,0.622179,0.863258,0.757874,-0.935608,-2.793937,-6.359917
44,0.599138,0.852485,0.761806,-0.839545,-2.727468,-7.006220
45,0.598923,0.840788,0.764385,-0.971390,-2.725374,-7.006220
46,0.593118,0.824913,0.739135,-0.993631,-2.720741,-7.655255
47,0.620287,0.862501,0.763976,-0.939338,-2.791105,-6.433417
48,0.608325,0.852485,0.761849,-0.960500,-2.694794,-7.655255
49,0.599035,0.852367,0.757807,-0.832931,-2.726769,-7.006220
50,0.599137,0.852483,0.757807,-0.819339,-2.727468,-6.433417
51,0.373131,0.645960,1.257527,-0.969516,-2.279252,-6.779167
52,0.602657,0.840788,0.764385,-0.972729,-2.728670,-6.779167
53,0.622179,0.863258,0.757874,-0.935608,-2.793937,-6.359917
54,0.599138,0.852485,0.761806,-0.839545,-2.727468,-7.006220
55,0.598923,0.840788,0.764385,-0.971390,-2.725374,-7.006220
56,0.593118,0.824913,0.739135,-0.993631,-2.720741,-7.655255
57,0.620287,0.862501,0.763976,-0.939338,-2.791105,-6.433417
58,0.600456,0.852483,0.820022,-0.957348,-2.731741,-6.632928
59,0.601133,0.852483,0.775554,-0.894875,-2.728764,-6.632928
60,0.608325,0.852485,0.761849,-0.960500,-2.694794,-7.655255
61,0.599035,0.852367,0.757807,-0.832931,-2.726769,-7.006220
62,0.373131,0.645960,1.257527,-0.969516,-2.279252,-6.779167
63,0.602657,0.840788,0.764385,-0.972729,-2.728670,-6.779167
64,0.622179,0.863258,0.757874,-0.935608,-2.793937,-6.359917
65,0.599138,0.852485,0.761806,-0.839545,-2.727468,-7.006220
66,0.598923,0.840788,0.764385,-0.971390,-2.725374,-7.006220
67,0.593118,0.824913,0.739135,-0.993631,-2.720741,-7.655255
