Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness
0,-4.831715,0.386959,1.124706,-0.998968,0.787455
1,5.559160,7.328420,3.805970,-0.994138,0.762846
2,-7.901255,-0.723693,2.512853,-0.998784,0.809541
3,-0.740206,4.320642,4.244051,-0.647076,0.763816
4,3.402943,-5.686621,15.923555,-0.575663,0.844497
5,-2.935456,7.371392,3.805970,-0.726702,0.759781
6,-4.703740,0.386959,1.124706,-0.998296,0.783279
7,-0.740206,-5.670236,4.144179,-0.999980,0.838595
8,-7.955649,0.386959,1.115728,-0.999340,0.785757
9,-4.831715,0.389185,1.172167,-0.998953,0.783667
10,5.559160,7.303874,3.805970,-0.994166,0.762779
11,5.569783,7.637394,1.817368,-0.659139,0.761081
12,-4.831715,0.386959,1.124706,-0.998968,0.787455
13,-4.831715,0.386959,1.111598,-0.998968,0.787455
14,5.559160,7.328420,3.805970,-0.994138,0.762846
15,-7.901255,-0.723693,2.512853,-0.998784,0.809541
16,-4.725158,-0.723693,2.521830,-0.998567,0.806696
17,-0.740206,4.320642,4.244051,-0.647076,0.763816
18,-0.741599,4.320642,4.244051,-0.647076,0.763816
19,-0.740206,4.320642,4.351398,-0.647076,0.763816
20,-7.964035,-0.723693,2.512853,-0.998742,0.809763
21,3.402943,-5.686621,4.031678,-0.851081,0.833775
22,5.559160,7.303874,3.805970,-0.994166,0.762779
23,-6.174979,0.175156,1.124706,-0.999896,0.773582
24,-4.768888,6.637481,1.139024,-0.999990,0.787124
25,-2.935456,7.677237,3.805970,-0.746057,0.756319
26,5.569783,7.637394,3.771188,-0.994459,0.763361
27,5.593926,7.303874,4.037724,-0.993982,0.759314
28,5.569783,7.637394,3.961600,-0.994459,0.763361
29,3.402943,-5.686621,1.887446,-1.000000,0.807063
30,5.559160,7.328420,3.805970,-0.994138,0.762846
31,5.559160,7.328420,3.729043,-0.994138,0.762846
32,-7.955649,0.386959,1.115728,-0.999340,0.785757
33,-7.901255,0.033957,1.012481,-0.999311,0.776323
34,4.964440,7.328420,3.805970,-0.996004,0.776195
35,-4.471028,0.389185,3.108474,-0.999926,0.795421
36,-2.935456,7.371392,3.805970,-0.726702,0.759781
37,-0.740206,-5.670236,4.144179,-0.999980,0.838595
38,-0.740206,-5.523769,4.144799,-0.999976,0.837255
39,-7.980232,0.312213,2.512853,-0.999972,0.807499
40,-2.935456,7.369514,3.805970,-0.725686,0.759804
41,4.612444,7.272745,6.276457,-0.999659,0.808574
42,-6.174979,0.175156,1.124706,-0.999896,0.773582
43,5.593926,7.303874,4.037724,-0.993982,0.759314
44,3.402943,-5.686621,1.887446,-1.000000,0.807063
45,-4.778217,6.630613,1.124538,-0.999990,0.786993
46,3.429886,7.328420,3.805970,-0.996379,0.762426
47,-6.174979,0.175156,1.124932,-0.999896,0.773582
48,5.660852,6.349405,4.037724,-0.991121,0.755758
49,3.402943,-5.686621,1.875329,-1.000000,0.807063
50,5.593926,7.303470,4.037724,-0.993982,0.759314
51,-0.720056,7.841396,4.144179,-0.893435,0.749954
52,3.402943,-5.686621,1.806808,-1.000000,0.807063
53,5.397655,7.677237,3.805970,-0.995012,0.761031
54,0.770714,-5.472944,2.252320,-0.999999,0.806652
55,-0.781151,7.869389,4.144799,-0.887974,0.753331
56,3.545550,-5.686621,1.887446,-1.000000,0.807083
57,5.740667,7.466761,3.771188,-0.993547,0.761609
58,-4.768888,6.637481,1.139024,-0.999990,0.787124
59,-7.727107,0.113041,0.963269,-0.999346,0.774700
60,4.869691,6.970693,3.805970,-0.995667,0.770393
61,5.569783,7.637394,3.771188,-0.994459,0.763361
62,-6.174979,0.175156,1.124706,-0.999896,0.773582
63,5.593926,7.303874,4.037724,-0.993982,0.759314
64,-4.778217,6.630613,1.124538,-0.999990,0.786993
65,3.429886,7.328420,3.805970,-0.996379,0.762426
66,-6.174979,0.175156,1.124932,-0.999896,0.773582
67,5.660852,6.349405,4.037724,-0.991121,0.755758
68,5.593926,7.303470,4.037724,-0.993982,0.759314
69,-0.720056,7.841396,4.144179,-0.893435,0.749954
70,5.397655,7.677237,3.805970,-0.995012,0.761031
71,5.397655,7.677237,4.039165,-0.995012,0.761031
72,-5.634267,6.999665,1.124706,-0.999998,0.799009
73,3.402943,-5.832556,1.887446,-1.000000,0.804003
74,-0.720056,7.841396,4.144816,-0.893435,0.749954
75,-4.741497,6.559359,1.124538,-0.999990,0.786732
76,-5.774001,0.175156,1.217680,-0.999900,0.776343
77,-0.719410,7.841247,4.144179,-0.893435,0.749954
78,-0.878836,6.349405,4.144909,-0.865699,0.748857
79,3.402943,-5.686621,1.887446,-1.000000,0.807063
80,-0.725250,7.473962,4.144179,-0.888331,0.752394
81,5.740667,7.466761,1.178979,-0.906647,0.757100
82,-4.778217,6.630613,1.124538,-0.999990,0.786993
83,5.660852,6.349405,4.037724,-0.991121,0.755758
84,-0.720056,7.841396,4.144179,-0.893435,0.749954
85,-0.720056,7.841396,4.144816,-0.893435,0.749954
