Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness
0,7.796081,-0.099936,4.791527,-0.948846,0.754982
1,-3.168512,0.980785,3.477659,-0.999516,0.804558
2,1.172670,-6.041048,3.584886,-0.999428,0.834708
3,-4.533452,-7.295044,17.573528,-0.998109,0.825103
4,7.796081,-0.099936,4.791527,-0.948846,0.754982
5,-3.168512,0.980785,3.477659,-0.999516,0.804558
6,-3.165851,0.902777,3.486806,-0.999267,0.804409
7,-3.213025,0.980785,3.477659,-0.999623,0.805024
8,-4.772261,-2.832317,14.800757,-0.778236,0.743535
9,-4.772261,-1.611493,3.285253,-0.982583,0.791787
10,-3.271879,0.980785,3.477659,-0.999730,0.805533
11,0.503380,2.687221,18.360072,-0.968174,0.805207
12,1.172670,-6.041048,3.584886,-0.999428,0.834708
13,-5.194535,-6.075865,3.584886,-0.999206,0.819176
14,-4.533452,-7.295044,17.573528,-0.998109,0.825103
15,1.172670,-5.122664,3.584886,-0.981561,0.835396
16,7.796081,-0.099936,4.791527,-0.948846,0.754982
17,-4.772261,-2.832317,14.800757,-0.778236,0.743535
18,-3.470460,0.902777,2.581777,-0.999877,0.799748
19,-4.772261,-2.832317,14.877828,-0.778236,0.743535
20,7.796081,0.965568,4.791527,-0.987593,0.769771
21,-4.765717,1.054691,3.292773,-0.999999,0.807802
22,-4.772261,-2.805310,14.800757,-0.766492,0.739878
23,-3.168512,0.980785,3.477659,-0.999516,0.804558
24,-3.165851,0.902777,3.486806,-0.999267,0.804409
25,-3.213025,0.980785,3.477659,-0.999623,0.805024
26,-3.271879,0.980785,3.477659,-0.999730,0.805533
27,-4.772261,-1.611493,3.285253,-0.982583,0.791787
28,-4.779849,-2.832317,13.099103,-0.769843,0.778481
29,-4.772261,1.008464,3.282111,-0.999999,0.807905
30,-4.915363,-2.832317,14.800757,-0.763924,0.753590
31,0.354504,-6.342836,3.584886,-0.999952,0.837064
32,7.796081,-0.099936,4.791527,-0.948846,0.754982
33,-3.470460,0.902777,2.581777,-0.999877,0.799748
34,-4.772261,-2.805310,14.800757,-0.766492,0.739878
35,-4.772261,0.805660,3.303238,-0.999998,0.804025
36,-4.915363,-4.022755,14.800757,-0.824160,0.740177
37,-4.772261,-2.805310,15.011602,-0.766492,0.739878
38,-5.773964,1.173795,3.282111,-1.000000,0.804208
39,-4.773657,0.902777,3.486806,-0.999999,0.804128
40,7.828210,0.980785,4.835076,-0.987669,0.769258
41,-4.772261,-0.030025,2.588813,-0.999770,0.797536
42,7.986751,0.506624,5.478030,-0.979492,0.760622
43,-4.765717,1.054691,3.292773,-0.999999,0.807802
44,-4.772261,-2.832317,14.800757,-0.778236,0.743535
45,7.796081,0.965568,4.791527,-0.987593,0.769771
46,-3.029656,0.965568,3.434110,-0.998923,0.802904
47,7.796081,-0.158355,4.791527,-0.946040,0.758547
