Attribute,Value
Number Critical Scenarios,297
Number Critical Scenarios (duplicate free),80
Number All Scenarios,1000
Number All Scenarios (duplicate free),238
Number Best Critical Scenarios,181
Number Best Critical Scenarios (duplicate free),33
Number Best Scenarios,526
Number Best Scenarios (duplicate free),69
Ratio Critical/All scenarios,0.30
Ratio Critical/All scenarios (duplicate free),0.34
Ratio Best Critical/Best Scenarios,0.34
Ratio Best Critical/Best Scenarios (duplicate free),0.48
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.996291  0.853516 -5.882955]
Input value of critical (first of population of interest),[-4.811243  2.396293  4.799435]
