Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,-7.522535,-7.948323,5.485319,-0.999989,0.868047,-3.086878,1
1,-7.522535,-7.948323,8.270493,-0.996015,0.721511,-0.777618,1
2,-7.352680,-4.484631,20.467300,-0.397982,0.740274,-2.638824,0
3,-7.352680,4.362059,5.109493,-1.000000,0.848909,-2.374661,1
4,-6.720464,5.948696,19.842958,-0.909955,0.685163,-1.534365,1
5,-6.412186,-7.948323,21.272615,0.253392,0.746450,-3.452304,0
6,-5.892330,1.808811,20.346867,-0.871109,0.693794,-2.530243,1
7,-1.182235,-7.801351,8.072178,0.925816,0.727451,-3.601629,0
8,-1.125184,-7.541884,7.247889,-0.999695,0.842877,-0.866042,1
9,2.642899,-7.790217,20.531512,-0.928231,0.652482,-0.010497,1
10,3.397033,-1.730493,8.262951,0.998936,0.722532,-5.682051,0
11,3.457698,-4.820863,20.525711,-0.109125,0.692886,-2.984375,0
12,3.606063,-7.541884,8.937012,-0.249853,0.813510,-5.854086,0
13,3.712839,6.018942,6.935256,-0.505811,0.782018,-2.559834,1
14,3.723811,6.018942,22.600934,0.547960,0.765529,-5.288217,0
15,6.475874,5.948696,2.708602,0.945253,0.770388,-5.955735,0
16,6.997670,-1.730493,8.245329,0.641320,0.684845,-3.600680,0
17,7.025607,5.992441,18.470235,0.993280,0.802975,-7.458784,0
18,7.721568,1.675064,22.901700,0.894755,0.753350,-4.834777,0
19,7.880374,-1.730493,8.245329,0.444081,0.673740,-0.882704,0
