Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,1.602853,-6.651449,3.812003,-0.999990,0.805754,-1.517650
1,1.602853,-7.122677,3.812003,-0.999999,0.824002,-0.471228
2,1.602853,-6.607042,3.812003,-0.999986,0.803468,-0.044408
3,0.228662,-5.813374,3.743101,-0.856200,0.797721,-0.877595
4,1.602853,-6.651449,3.812003,-0.999990,0.805754,-1.517650
5,1.602853,-6.176903,3.812003,-0.999590,0.794818,-0.474546
6,-7.234832,6.406186,4.552988,-1.000000,0.807861,-0.740878
7,0.228662,-5.813374,3.743101,-0.856200,0.797721,-0.877595
8,1.602853,-6.651449,3.812003,-0.999990,0.805754,-1.517650
9,-7.234832,6.406186,4.552988,-1.000000,0.807861,-0.740878
10,0.228662,-5.813374,3.743101,-0.856200,0.797721,-0.877595
11,3.638319,-5.865765,3.929369,-0.999412,0.804963,-1.066538
12,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
13,4.590452,-6.193933,4.250539,-0.999759,0.791574,-1.057072
14,4.749041,-6.571570,3.613541,-0.999988,0.802697,-1.353370
15,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
16,4.590452,-7.530062,6.846801,-0.962523,0.808544,-2.469095
17,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
18,4.535998,-7.530062,6.846801,-0.944680,0.806896,-0.054454
19,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
20,-6.594314,4.801332,4.880698,-0.999990,0.804113,-1.278739
21,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
22,-7.891230,6.169577,4.377705,-0.708265,0.792569,-0.238967
23,-6.594314,4.801332,4.880698,-0.999990,0.804113,-1.278739
24,-6.602389,4.786409,4.880698,-0.999991,0.804457,-0.016968
25,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
26,-6.594314,4.801332,4.880698,-0.999990,0.804113,-1.278739
27,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
28,-6.594314,5.190302,4.880698,-0.999977,0.794202,-0.388970
29,-6.584363,5.190302,4.880698,-0.999976,0.793620,-0.009951
30,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
31,5.089235,-6.070130,3.530123,-0.998441,0.791672,-0.611663
32,-6.584363,5.190302,4.880698,-0.999976,0.793620,-0.009951
33,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
34,4.590452,-5.710395,4.344275,-0.978976,0.785389,-0.492539
35,7.375436,-7.416954,1.532350,-0.999980,0.818622,-3.321407
36,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
37,4.588725,-5.710395,4.344275,-0.978877,0.785309,-0.001727
38,7.375436,-7.416954,1.532350,-0.999980,0.818622,-3.321407
39,4.588725,-5.710395,4.344275,-0.978877,0.785309,-0.001727
40,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
41,7.375436,-7.416954,1.532350,-0.999980,0.818622,-3.321407
42,4.588725,-5.605865,4.344275,-0.937791,0.783954,-0.104530
43,7.375436,-7.416954,1.532350,-0.999980,0.818622,-3.321407
44,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
45,4.588725,-5.710395,4.344275,-0.978877,0.785309,-0.001727
46,4.588725,-5.557444,3.551730,-0.896365,0.781473,-0.716816
47,4.588725,-5.710395,4.344275,-0.978877,0.785309,-0.001727
48,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
49,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
50,4.588725,-5.557444,3.551730,-0.896365,0.781473,-0.716816
51,4.588725,-7.606565,7.307605,-0.973619,0.809908,-0.467115
52,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
53,4.588725,-5.710395,4.310050,-0.978877,0.785309,-0.034225
54,4.588725,-5.557444,3.551730,-0.896365,0.781473,-0.716816
55,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
56,4.446123,-7.530062,4.352583,-1.000000,0.809272,-0.146499
57,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
58,4.588725,-5.557444,3.551730,-0.896365,0.781473,-0.716816
59,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
60,4.446123,-7.530062,4.352583,-1.000000,0.809272,-0.146499
61,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
62,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
63,4.579342,-5.542826,3.551730,-0.883400,0.780752,-0.017370
64,4.446123,-7.530062,4.352583,-1.000000,0.809272,-0.146499
65,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
66,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
67,4.579342,-5.542826,3.551730,-0.883400,0.780752,-0.017370
68,4.656514,-6.797078,4.250770,-0.999998,0.805646,-0.523738
69,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
70,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
71,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
72,7.992468,-7.826608,23.118196,-0.973451,0.745495,-0.553705
73,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
74,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
75,4.590452,-7.530062,4.377705,-1.000000,0.814453,-1.969124
76,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
77,-5.513010,6.657899,2.519942,-0.972667,0.801064,-0.872136
78,-5.481660,5.945125,3.012124,-0.711474,0.794585,-0.074657
79,7.505920,-7.826608,4.274944,-1.000000,0.822844,-0.071376
80,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
81,-6.624520,4.048634,2.819925,-0.939162,0.810641,-1.025975
82,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
83,7.505920,-7.826608,4.274944,-1.000000,0.822844,-0.071376
84,-7.362982,-7.970103,3.914417,-0.836429,0.824907,-1.475284
85,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
86,7.505920,-7.826608,4.274944,-1.000000,0.822844,-0.071376
87,-7.001403,6.405600,3.204031,-0.999902,0.815120,-0.439269
88,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
89,-5.407006,6.434905,2.885377,-0.898464,0.796767,-0.441027
90,-7.001403,6.405600,3.204031,-0.999902,0.815120,-0.439269
91,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
92,-5.407006,6.434905,2.885377,-0.898464,0.796767,-0.441027
93,-7.001403,6.405600,3.204031,-0.999902,0.815120,-0.439269
94,-5.276806,6.718115,2.545015,-0.880948,0.794201,-0.245045
95,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
96,-7.001403,6.405600,3.204031,-0.999902,0.815120,-0.439269
97,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
98,-7.176942,6.109204,5.312957,-1.000000,0.805638,-0.817986
99,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
100,-7.176942,6.109204,5.312957,-1.000000,0.805638,-0.817986
101,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
102,-7.176942,6.109204,5.312957,-1.000000,0.805638,-0.817986
103,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
104,7.522769,-6.328171,4.149085,-0.958736,0.793440,-1.503808
105,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
106,7.522769,-6.328171,4.149085,-0.958736,0.793440,-1.503808
107,7.522769,-6.302302,4.149085,-0.945709,0.792377,-0.025869
108,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
109,4.544663,-7.826608,4.250770,-1.000000,0.816835,-0.325805
110,4.590452,-6.455012,3.530437,-0.999975,0.794816,-0.213641
111,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
112,4.569591,-6.302302,4.149085,-0.999900,0.790062,-0.149907
113,2.116223,-6.302302,4.018870,-0.999887,0.806697,-0.567510
114,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
115,2.116223,-6.302302,4.018870,-0.999887,0.806697,-0.567510
116,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
117,-5.407006,6.268115,3.012124,-0.831713,0.788937,-0.209484
118,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
119,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
120,7.991292,-7.941310,23.010852,-0.970242,0.746339,-0.157100
121,7.493738,-7.826608,4.250770,-1.000000,0.822791,-0.027070
122,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
123,5.246150,-5.791871,3.725623,-0.953800,0.797770,-0.374528
124,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
125,5.246150,-5.791871,3.725623,-0.953800,0.797770,-0.374528
126,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
127,5.246150,-5.791871,3.725623,-0.953800,0.797770,-0.374528
128,7.438763,-7.826608,4.250770,-1.000000,0.826091,-2.749842
129,-6.636985,-7.966367,4.202540,-0.710302,0.822234,-0.781089
130,4.251818,-5.987614,4.333141,-0.999432,0.788629,-0.405048
