Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness
0,6.411992,-4.066653,7.268386,-0.969663,0.830387
1,6.436196,-7.960506,7.233345,-0.997576,0.839739
2,6.411992,-4.066653,7.268386,-0.969663,0.830387
3,6.434925,-4.070453,7.151128,-0.970767,0.830860
4,6.436196,-7.960506,7.233345,-0.997576,0.839739
5,6.411992,-4.066653,7.268386,-0.969663,0.830387
6,6.434925,-4.070453,7.151128,-0.970767,0.830860
7,0.346508,7.517132,8.404621,-0.725068,0.786517
8,6.436204,-4.070453,7.236686,-0.971349,0.830880
9,6.434917,-7.960506,7.147787,-0.997543,0.839664
10,6.523237,-7.966990,7.233345,-0.997453,0.840990
11,0.346508,7.517132,8.404621,-0.725068,0.786517
12,0.346508,7.517132,8.346967,-0.725068,0.786517
13,7.745157,-7.641480,3.882327,-1.000000,0.823849
14,7.977710,-4.066477,7.268386,-0.997688,0.838513
15,5.755277,-4.070453,7.236686,-0.912182,0.828731
16,7.745157,-7.641480,3.882327,-1.000000,0.823849
17,7.745157,-7.641480,3.895704,-1.000000,0.823849
18,-0.392554,7.781340,8.404621,-0.910856,0.784172
19,7.745157,-7.641480,3.958674,-1.000000,0.823849
20,7.503268,-7.641480,3.947505,-1.000000,0.827273
21,0.346508,7.517132,8.404621,-0.725068,0.786517
22,-0.392554,7.781340,8.404621,-0.910856,0.784172
23,7.481274,-7.230812,3.882327,-1.000000,0.817899
24,7.763110,-7.641661,3.882327,-1.000000,0.823831
25,7.745157,-7.028543,3.882327,-0.999994,0.805027
26,-0.392554,7.130713,8.404621,-0.871504,0.783251
27,7.745157,-7.641480,3.882327,-1.000000,0.823849
28,7.745157,-7.365383,3.882327,-1.000000,0.821058
29,-0.096470,7.709266,8.404621,-0.836963,0.782151
30,5.887159,-7.028543,3.882327,-0.999999,0.803247
31,-0.392554,7.781340,8.404621,-0.910856,0.784172
32,7.745157,-7.233087,3.882327,-1.000000,0.812727
33,-0.392554,7.130713,8.404621,-0.871504,0.783251
34,7.481274,-7.230812,3.882327,-1.000000,0.817899
35,7.757949,-7.246408,3.882327,-1.000000,0.813547
36,7.745157,-7.365383,3.882327,-1.000000,0.821058
37,5.887159,-7.028543,3.882327,-0.999999,0.803247
38,-0.392554,7.781340,8.404621,-0.910856,0.784172
39,7.745157,-7.233087,3.882327,-1.000000,0.812727
40,7.481274,-7.230812,3.882327,-1.000000,0.817899
41,7.757949,-7.246408,3.882327,-1.000000,0.813547
42,-0.870622,6.766541,7.549518,-0.877609,0.779325
43,7.745157,-7.365383,3.882327,-1.000000,0.821058
44,-0.870622,6.766541,7.549518,-0.877609,0.779325
45,-0.569471,7.880104,8.280128,-0.928234,0.783774
46,6.185749,-6.355324,3.882327,-0.998218,0.801383
47,5.887159,-7.028543,3.882327,-0.999999,0.803247
48,7.745157,-7.233087,3.882327,-1.000000,0.812727
49,3.634098,-7.028543,3.882327,-1.000000,0.817801
50,7.752400,-7.246408,3.989389,-1.000000,0.813494
51,7.745157,-7.365383,3.882327,-1.000000,0.821058
52,-0.870622,6.766541,7.549518,-0.877609,0.779325
53,-0.569471,7.880104,8.280128,-0.928234,0.783774
54,5.887159,-7.028543,3.882327,-0.999999,0.803247
55,7.745157,-7.233087,3.882327,-1.000000,0.812727
56,3.634098,-7.028543,3.882327,-1.000000,0.817801
57,7.752400,-7.246408,3.989389,-1.000000,0.813494
58,5.887159,-6.848743,3.963708,-0.999994,0.800902
59,7.895950,-7.043447,3.882327,-0.999993,0.806185
60,5.881506,-7.364637,3.882327,-1.000000,0.815033
61,-0.870622,6.766541,7.549518,-0.877609,0.779325
62,-0.569471,7.880104,8.280128,-0.928234,0.783774
63,7.978748,-6.384246,3.882327,-0.970406,0.800733
64,5.887159,-7.026101,3.882327,-0.999999,0.803119
65,7.745157,-7.233087,3.882327,-1.000000,0.812727
66,5.887159,-6.848743,3.963708,-0.999994,0.800902
67,5.894040,-7.346621,3.882327,-1.000000,0.811006
68,-0.870622,6.619140,7.549518,-0.849831,0.778605
69,5.329779,-6.384246,3.882327,-0.999742,0.794879
70,-0.567644,7.880104,7.543518,-0.928493,0.783891
71,5.887159,-7.026101,3.882327,-0.999999,0.803119
72,5.887159,-6.848743,3.963708,-0.999994,0.800902
73,-0.870622,6.777375,7.549518,-0.879120,0.779441
74,-0.569471,7.880104,8.280128,-0.928234,0.783774
75,5.906198,-7.179586,4.213662,-1.000000,0.810780
76,5.887156,-7.346621,3.882327,-1.000000,0.810897
77,-0.870622,6.619140,7.549518,-0.849831,0.778605
78,5.329779,-6.387533,3.846006,-0.999751,0.791645
79,-0.567644,7.880104,7.543518,-0.928493,0.783891
80,-0.870622,6.777375,7.549518,-0.879120,0.779441
81,5.887159,-6.848743,3.963708,-0.999994,0.800902
82,5.267043,-6.365787,3.838250,-0.999754,0.793451
83,5.887159,-7.026101,3.882327,-0.999999,0.803119
84,-0.569471,7.880104,8.280128,-0.928234,0.783774
85,5.774258,-7.179586,4.213662,-1.000000,0.809156
86,5.887156,-7.346621,3.882327,-1.000000,0.810897
87,-0.870622,6.619140,7.549518,-0.849831,0.778605
88,5.329779,-6.387533,3.846006,-0.999751,0.791645
89,-0.870622,6.777375,7.549518,-0.879120,0.779441
90,5.887159,-6.848743,3.963708,-0.999994,0.800902
91,5.267043,-6.365787,3.838250,-0.999754,0.793451
92,5.887159,-7.026101,3.882327,-0.999999,0.803119
93,-0.569471,7.880104,8.280128,-0.928234,0.783774
94,5.774258,-7.179586,4.213662,-1.000000,0.809156
95,-0.569471,7.914036,8.347506,-0.929863,0.783868
96,-1.372229,7.880104,7.551342,-0.977421,0.788005
97,-0.870622,6.739129,7.549518,-0.873316,0.779278
98,6.434560,-7.346621,3.882327,-1.000000,0.809508
99,-0.870622,6.619140,7.549518,-0.849831,0.778605
100,5.887159,-6.848743,3.963708,-0.999994,0.800902
101,5.267043,-6.365787,3.838250,-0.999754,0.793451
102,-1.372229,7.880104,7.551342,-0.977421,0.788005
103,-0.569471,7.914036,8.347506,-0.929863,0.783868
104,-0.870622,6.960722,7.584044,-0.900729,0.780230
105,5.329779,-6.387533,3.846006,-0.999751,0.791645
106,5.774258,-7.208472,4.213662,-1.000000,0.807026
107,5.887159,-7.026101,3.882327,-0.999999,0.803119
108,-0.569471,7.851236,8.280128,-0.927040,0.783727
109,6.434560,-7.346621,3.882327,-1.000000,0.809508
110,-0.870622,6.619140,7.549518,-0.849831,0.778605
111,-1.372229,7.880104,7.551342,-0.977421,0.788005
112,-0.870622,6.960722,7.584044,-0.900729,0.780230
113,5.887159,-6.848743,3.963708,-0.999994,0.800902
114,5.267043,-6.365787,3.838250,-0.999754,0.793451
115,-0.569471,7.914036,8.347506,-0.929863,0.783868
116,5.329779,-6.387533,3.846006,-0.999751,0.791645
117,5.774258,-7.208472,4.213662,-1.000000,0.807026
118,6.434560,-7.346621,3.882327,-1.000000,0.809508
119,-0.870622,6.619140,7.549518,-0.849831,0.778605
120,5.887159,-6.848743,3.963708,-0.999994,0.800902
121,-0.569471,7.914036,8.347506,-0.929863,0.783868
122,-1.372229,7.880104,7.551342,-0.977421,0.788005
123,5.267043,-6.365787,3.838250,-0.999754,0.793451
124,5.774258,-7.208472,4.213662,-1.000000,0.807026
125,5.329779,-6.387533,3.846006,-0.999751,0.791645
126,6.434560,-7.346621,3.882327,-1.000000,0.809508
127,-0.870622,6.619140,7.549518,-0.849831,0.778605
128,5.887159,-6.848743,3.963708,-0.999994,0.800902
129,-1.393055,6.842475,7.549518,-0.916810,0.782479
130,5.267043,-6.365787,3.838250,-0.999754,0.793451
131,-0.870622,6.695001,7.549518,-0.865941,0.779116
132,-0.569471,7.914036,8.347506,-0.929863,0.783868
133,5.774258,-7.208472,4.213662,-1.000000,0.807026
134,6.434560,-7.346621,3.882327,-1.000000,0.809508
135,5.267043,-6.365787,3.838250,-0.999754,0.793451
136,-1.270948,6.352870,7.555574,-0.800122,0.777984
137,-0.569471,7.914036,8.347506,-0.929863,0.783868
138,5.776149,-6.848743,3.963708,-0.999994,0.799797
139,5.774258,-7.208472,4.213662,-1.000000,0.807026
140,-0.870622,6.892154,7.549518,-0.893368,0.779928
141,-0.870622,6.619140,7.549518,-0.849831,0.778605
142,-1.393055,6.842475,7.549518,-0.916810,0.782479
143,6.434560,-7.346621,3.882327,-1.000000,0.809508
144,-1.270948,6.352870,7.555574,-0.800122,0.777984
145,5.776149,-6.848743,3.963708,-0.999994,0.799797
146,5.267043,-6.104791,3.889195,-0.997786,0.788158
147,-0.569471,7.914036,8.347506,-0.929863,0.783868
148,5.774258,-7.208472,4.213662,-1.000000,0.807026
149,-0.870622,6.892154,7.549518,-0.893368,0.779928
150,-0.870622,6.619140,7.549518,-0.849831,0.778605
151,5.267043,-6.365787,3.838250,-0.999754,0.793451
152,6.434560,-7.346621,3.882327,-1.000000,0.809508
153,-1.128138,6.208787,7.549518,-0.725262,0.774017
154,-0.569471,7.914036,8.347506,-0.929863,0.783868
155,5.325184,-6.148930,3.889195,-0.998294,0.787585
156,-1.270948,6.352870,7.555574,-0.800122,0.777984
157,5.267043,-6.365787,3.838250,-0.999754,0.793451
158,-0.870622,6.892154,7.549518,-0.893368,0.779928
159,5.774258,-7.208472,4.213662,-1.000000,0.807026
160,-0.870622,6.619140,7.549518,-0.849831,0.778605
161,6.434560,-7.346621,3.882327,-1.000000,0.809508
162,5.267043,-6.365787,3.838250,-0.999754,0.793451
