Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.997111,-6.334512,5.039938,-0.999955,0.717678,1
1,-7.990877,-7.989689,12.542546,-0.997813,0.685190,1
2,-7.988283,-6.331118,5.039938,-0.999953,0.717491,1
3,-7.977672,-7.998161,12.486690,-0.997835,0.685398,1
4,-7.977089,-7.955825,12.542546,-0.997775,0.685148,1
5,-7.969669,-7.931489,12.060305,-0.997630,0.684647,1
6,-7.966269,-6.331118,5.070951,-0.999949,0.716589,1
7,-7.911777,-6.257991,5.388266,-0.999931,0.712761,1
8,-7.901582,-7.975602,12.542546,-0.997587,0.684189,1
9,-7.854870,-7.989689,12.928084,-0.997414,0.671283,1
10,-7.834921,-7.989689,12.811931,-0.997313,0.671038,1
11,-7.807505,-5.205296,4.532445,-0.999675,0.707795,1
12,-7.779505,-5.052258,4.532445,-0.999431,0.707451,1
13,-7.766141,-7.989689,12.542546,-0.997134,0.670384,1
14,-7.741894,-7.974842,12.542546,-0.996968,0.669935,1
15,-7.646604,-5.091240,4.532445,-0.998975,0.702712,1
16,-7.583792,-5.027217,4.532445,-0.998210,0.698366,1
17,-7.576475,-7.989689,12.486690,-0.997508,0.680330,1
18,-3.497193,-7.931489,12.054220,-0.973655,0.654980,1
19,-3.497193,-7.929750,12.054220,-0.973656,0.655018,1
20,-3.459226,-7.972355,12.054220,-0.974372,0.660784,1
21,-3.459226,-7.929750,12.054220,-0.974031,0.660588,1
22,-3.450740,-7.972355,12.054220,-0.974390,0.666548,1
23,3.682128,-6.771132,1.729904,-0.999995,0.758616,1
24,4.135317,-6.971368,2.016901,-0.999983,0.753164,1
25,4.177605,-6.971368,2.023938,-0.999981,0.752654,1
26,4.590911,2.257225,7.527873,0.803958,0.579781,0
27,4.591689,2.374554,8.316940,0.825494,0.575465,0
28,4.593992,2.374554,8.316940,0.824528,0.575566,0
29,4.661416,2.405138,8.322220,0.811271,0.576672,0
30,5.055287,2.377173,8.331453,0.676231,0.582939,0
31,5.101489,2.259844,7.542426,0.642331,0.586481,0
32,5.328377,2.332847,8.322220,0.716133,0.581258,0
33,5.338546,2.327444,8.157187,0.730850,0.580901,0
34,6.333096,0.859808,9.413120,-0.306816,0.588764,0
35,6.333096,2.240760,7.593799,0.952939,0.571594,0
36,6.338283,0.837993,9.413919,-0.328237,0.588852,0
37,6.347232,0.839726,9.413919,-0.333529,0.589249,0
38,6.366016,0.839726,9.413919,-0.379189,0.590086,0
39,6.372148,0.839726,9.413919,-0.388024,0.590527,0
40,6.389911,0.859808,9.413120,-0.406543,0.591364,0
41,6.392093,0.839726,9.413919,-0.415040,0.591628,0
42,6.405707,0.870309,9.419200,-0.431465,0.592157,0
43,6.411150,0.839937,9.392823,-0.450147,0.592377,0
44,6.413792,0.839726,9.393515,-0.454503,0.592421,0
45,6.413792,2.227830,7.720637,0.956044,0.570437,0
46,6.444623,0.839726,9.413919,-0.491239,0.593963,0
47,6.454395,0.814637,9.337335,-0.501467,0.594404,0
48,6.483580,0.839726,9.393515,-0.515088,0.595858,0
49,6.548714,0.932452,9.416998,-0.525641,0.604501,0
50,6.791802,0.839726,9.413919,-0.552576,0.613324,0
51,6.853581,0.708495,9.413919,-0.571462,0.614439,0
52,6.858169,0.706763,9.375643,-0.572832,0.614750,0
53,6.880651,2.207990,9.411473,-0.795686,0.618301,1
54,6.892855,1.940918,9.456987,-0.784457,0.615861,1
55,6.892855,1.943747,9.456987,-0.784193,0.615773,1
56,6.892855,2.251901,9.456987,-0.799407,0.618954,1
57,6.918424,2.227907,9.413848,-0.807581,0.619826,1
58,6.977919,2.230680,9.456987,-0.825495,0.621220,1
59,7.142213,1.942657,9.415370,-0.839960,0.622092,1
60,7.444027,2.324191,8.361438,0.957582,0.556275,0
61,7.462630,2.324191,8.361438,0.957805,0.556176,0
62,7.481650,1.943658,9.480966,-0.903888,0.622883,1
63,7.497780,2.332847,9.276654,-0.930787,0.630327,1
64,7.502881,1.942657,9.415370,-0.907704,0.623142,1
65,7.507219,2.332847,8.514272,-0.932603,0.630719,1
66,7.516244,1.942657,9.456013,-0.910644,0.623486,1
67,7.529966,2.028174,9.427146,-0.913136,0.624003,1
68,7.585319,1.943740,9.415370,-0.918390,0.624348,1
69,7.597639,1.943747,9.456987,-0.919719,0.624391,1
70,7.597639,2.323760,9.456987,-0.937457,0.632026,1
71,7.667042,2.259395,9.411543,-0.939405,0.632767,1
72,7.669523,2.687365,9.411537,-0.956107,0.633769,1
73,7.708721,2.705392,9.458711,-0.957157,0.634205,1
74,7.730870,2.327461,8.322220,0.966272,0.554363,0
75,7.732212,2.700006,9.458711,-0.957230,0.634510,1
76,7.754818,2.180812,9.483487,-0.944630,0.633551,1
77,7.768904,2.323576,7.546748,0.968081,0.553137,0
78,7.793504,2.323576,7.546748,0.969142,0.553088,0
