Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,2.004706,7.589336,8.109503,-0.899010,0.719153,1
1,2.006109,7.583903,8.089852,-0.896129,0.718808,1
2,2.055595,7.589336,8.083611,-0.899984,0.719184,1
3,2.067311,7.554267,7.716827,-0.894719,0.717741,1
4,2.067859,7.586956,8.084481,-0.897061,0.718965,1
5,2.101461,7.522638,7.995907,-0.889873,0.716361,1
6,2.104698,7.554267,7.995907,-0.892124,0.717584,1
7,2.138286,7.522800,8.177740,-0.889598,0.716047,1
8,2.252955,7.495363,8.162044,-0.879809,0.713757,1
9,2.252955,7.495363,8.266563,-0.879809,0.713757,1
10,2.287842,7.134728,5.737535,-0.999999,0.750462,1
11,2.287842,7.295985,5.687853,-1.000000,0.757044,1
12,2.301538,7.532863,8.136900,-0.873912,0.709991,1
13,2.323876,7.532863,8.136900,-0.868668,0.709648,1
14,2.336605,7.588983,8.083611,-0.863770,0.707673,1
15,2.348246,7.532863,8.172844,-0.867085,0.709368,1
16,2.524236,7.532777,8.177986,-0.843864,0.692871,1
17,2.546759,7.154560,6.420446,-0.999995,0.743137,1
18,2.581211,7.529571,8.123715,-0.824226,0.692263,1
19,2.661704,7.532863,8.136900,-0.771139,0.686637,1
20,2.662917,7.555058,7.995907,-0.794144,0.687873,1
21,2.665271,7.597053,7.876598,-0.816517,0.690136,1
22,2.673527,6.962925,5.580369,-0.999944,0.740315,1
23,2.675729,7.588840,8.079099,-0.803883,0.689653,1
24,2.680967,7.414415,7.813913,-0.637988,0.685636,0
25,2.680967,7.417830,7.813913,-0.641191,0.685758,0
26,2.681179,7.599473,7.816163,-0.810320,0.689985,1
27,2.682300,7.309124,7.870835,-0.449402,0.681046,0
28,2.682300,7.396056,7.810310,-0.567335,0.685302,0
29,2.684631,7.580098,7.803685,-0.794454,0.688959,1
30,2.693257,7.307204,7.878622,-0.415209,0.680924,0
31,2.693257,7.324474,7.878622,-0.451061,0.681806,0
32,2.707106,6.953989,6.177216,-0.999927,0.739340,1
33,2.720502,6.019384,5.526527,-0.984606,0.739250,1
34,2.726905,7.407361,7.810310,-0.565469,0.685119,0
35,2.731076,6.001567,5.526527,-0.982460,0.738624,1
36,2.732170,7.089377,5.538356,-0.999963,0.740587,1
37,2.743867,7.777256,8.166682,-0.859105,0.699186,1
38,2.750745,5.959373,5.593296,-0.979040,0.733495,1
39,2.756515,5.959373,5.593296,-0.978588,0.733403,1
40,2.756515,5.983687,5.538932,-0.979702,0.737487,1
41,3.088668,7.961755,9.056949,0.194822,0.671417,0
42,3.091630,7.998011,9.104062,0.184045,0.671927,0
43,3.092935,7.997665,9.104062,0.188162,0.671736,0
44,3.400145,7.397810,8.810297,0.263767,0.671148,0
45,3.403619,7.529559,9.442173,0.282458,0.667124,0
46,3.405193,7.529559,9.467537,0.283495,0.666863,0
47,3.414707,7.531047,9.466536,0.293477,0.666503,0
48,3.421921,7.442614,8.802992,0.272801,0.670555,0
49,3.436755,7.530048,8.811675,0.296824,0.665719,0
50,3.441555,7.530048,8.785547,0.299404,0.665523,0
51,3.446663,7.530010,8.781920,0.301864,0.665425,0
52,3.456524,7.529785,9.127120,0.312677,0.664935,0
53,3.607183,7.121505,9.088179,0.456068,0.658626,0
54,3.607183,7.331215,9.088179,0.343905,0.661097,0
55,3.637246,7.131439,9.361028,0.469546,0.657703,0
56,3.637246,7.246995,9.049269,0.409320,0.659021,0
57,3.637246,7.317374,9.374550,0.404953,0.660471,0
58,3.785770,7.542116,9.151282,0.545506,0.656583,0
59,3.792158,7.534812,9.127120,0.548293,0.656121,0
60,3.837784,7.534788,9.127120,0.599332,0.654111,0
61,3.839527,7.534812,9.127120,0.602338,0.653979,0
62,3.862040,7.779998,9.088909,0.699730,0.651503,0
63,3.883975,7.532729,9.089871,0.622592,0.651574,0
64,3.883975,7.779998,9.089871,0.706655,0.650654,0
65,3.889163,7.779998,9.092480,0.706901,0.650327,0
66,3.904912,7.823056,9.104500,0.741551,0.649739,0
67,3.913842,7.827860,9.092480,0.743509,0.649444,0
68,3.938637,7.827860,9.104500,0.761165,0.648660,0
69,4.809219,7.297910,9.454640,0.943564,0.648091,0
70,4.832303,7.297910,9.466536,0.944688,0.647850,0
71,4.884306,7.297910,9.466536,0.948340,0.641841,0
72,4.884362,7.307940,9.466536,0.946235,0.641978,0
73,4.885509,7.307445,9.466536,0.946766,0.641910,0
74,4.947698,7.528590,9.483013,0.914287,0.648400,0
