Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.945356,7.789718,12.063978,-0.999351,0.697002,1
1,-7.873829,7.789610,11.878961,-0.999413,0.697683,1
2,-7.848742,7.574003,17.987247,-0.999986,0.738868,1
3,-7.848742,7.625571,17.987247,-0.999985,0.735927,1
4,-7.848742,7.789610,17.987247,-0.999978,0.732409,1
5,-7.760072,7.374512,12.078987,-0.998629,0.696457,1
6,-7.742513,7.574003,17.987247,-0.999987,0.746416,1
7,-7.594870,-1.544643,14.427870,-0.931374,0.664190,0
8,-7.554966,-1.274179,14.427870,-0.824082,0.655065,0
9,-7.552764,-1.544643,14.427870,-0.928123,0.663323,0
10,-7.549254,-1.320899,14.300596,-0.851467,0.655229,0
11,-7.549090,-1.261221,14.258114,-0.817358,0.654698,0
12,-7.518890,7.957296,12.120290,-0.999742,0.721303,1
13,-7.512390,-1.261221,14.300596,-0.813758,0.653799,0
14,-7.488957,-1.261221,14.290340,-0.811198,0.653431,0
15,-7.486426,7.957439,11.717515,-0.999753,0.721801,1
16,-7.482792,-1.487499,14.290340,-0.905425,0.655310,0
17,-7.440777,-1.517664,14.290340,-0.911365,0.660268,0
18,-7.439475,-1.259401,14.290340,-0.801903,0.652655,0
19,-7.439475,-1.254441,14.290340,-0.800184,0.652369,0
20,-7.439255,-1.076769,14.290387,-0.652848,0.652328,0
21,-7.439247,-1.535482,14.290340,-0.919318,0.660640,0
22,-7.433829,7.884215,11.831871,-0.999727,0.720206,1
23,-7.342693,7.789718,11.759957,-0.999686,0.718146,1
24,-7.325037,7.789718,12.063978,-0.999692,0.718279,1
25,-7.319196,7.973056,12.063978,-0.999764,0.723197,1
26,-7.252737,7.808512,12.078987,-0.999709,0.719342,1
27,-7.134032,7.789718,12.063978,-0.999694,0.719176,1
28,-7.033459,7.963174,11.815953,-0.999656,0.703150,1
29,-6.881093,7.495536,5.806420,-0.999999,0.786492,1
30,-6.756946,2.784988,3.349087,-0.999993,0.776362,1
31,-6.722314,2.765951,3.349087,-0.999991,0.775708,1
32,-6.722314,3.160471,3.349087,-0.999996,0.778652,1
33,-6.716035,2.765951,3.349087,-0.999990,0.775381,1
34,-6.711216,2.765951,3.349087,-0.999989,0.775245,1
35,-6.685698,0.247748,18.300482,-0.110452,0.603382,0
36,-6.675452,-1.357547,17.987090,0.988578,0.589747,0
37,-6.661951,-1.337062,17.984772,0.988975,0.587196,0
38,-6.629614,0.124014,17.987351,0.048708,0.591189,0
39,-6.629614,0.153985,17.991910,0.005435,0.592496,0
40,-6.611584,0.247197,17.903462,-0.089951,0.599608,0
41,-6.601452,7.630382,18.161046,-0.999926,0.729906,1
42,-6.567629,0.300401,17.987340,-0.125915,0.604567,0
43,-6.566109,0.234737,17.987351,-0.073675,0.596667,0
44,-6.566109,0.289165,17.987351,-0.117449,0.604269,0
45,-6.382181,7.764891,17.900738,-0.999893,0.728306,1
46,-6.152429,-4.464955,16.100965,-0.996693,0.680837,1
47,-6.152429,-4.455945,15.934121,-0.996661,0.680046,1
48,-6.152429,-4.275236,15.918132,-0.994529,0.679378,1
49,-4.737781,-1.532066,17.987348,-0.506911,0.623016,0
50,-4.734810,-1.195275,17.987348,-0.217166,0.616765,0
51,-4.726949,-1.532066,17.987348,-0.510773,0.623343,0
52,-4.690439,-1.569555,17.534319,-0.534022,0.628385,0
53,-4.618905,-1.667202,17.987298,-0.559584,0.632987,0
54,-4.618905,-1.637231,17.991857,-0.559687,0.636368,0
55,-4.600429,-1.252762,18.454474,-0.352227,0.620963,0
56,-4.569616,-1.628549,17.991857,-0.556142,0.630957,0
57,-4.545438,-1.254441,18.454474,-0.358051,0.622900,0
58,-3.196964,-3.857367,16.809574,-0.982269,0.667288,1
59,2.105902,-7.464611,1.877040,-1.000000,0.790514,1
