Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-0.523570,-7.991811,20.512416,0.302365,0.724646,0
1,-0.492284,-7.959307,20.627358,0.311495,0.723831,0
2,0.101992,-7.996880,20.512416,0.737710,0.721293,0
3,0.101992,-7.992168,20.510706,0.739408,0.721140,0
4,0.101992,-7.990239,20.510706,0.738938,0.721170,0
5,0.113544,-7.992136,20.625567,0.746921,0.721078,0
6,1.530423,-6.920176,1.979950,-0.999999,0.813428,1
7,1.597767,-5.360009,2.461560,-0.997529,0.804233,1
8,1.597767,-5.339897,2.488899,-0.997161,0.803984,1
9,1.597767,-5.298878,2.488899,-0.996349,0.803569,1
10,1.613934,-5.443327,1.802306,-0.998439,0.805312,1
11,1.613934,-5.436809,1.688285,-0.998365,0.805229,1
12,1.613934,-5.414228,1.688285,-0.998217,0.804918,1
13,2.515697,-7.701645,20.622804,0.918718,0.701839,0
14,2.518025,-7.723190,20.622804,0.916621,0.707322,0
15,2.518025,-7.718908,20.849205,0.917565,0.707261,0
16,2.532334,-7.636223,20.638097,0.928161,0.701231,0
17,2.566205,-7.771897,20.624260,0.903086,0.710662,0
18,2.566205,-7.708765,20.624150,0.914115,0.708946,0
19,2.566205,-7.701645,20.624150,0.914279,0.708701,0
20,2.579843,-7.766246,20.628106,0.899575,0.710968,0
21,2.586486,-7.703206,20.624539,0.909563,0.709375,0
22,2.587720,-7.699083,20.624539,0.906079,0.709406,0
23,2.881556,-7.998453,20.638503,0.787120,0.716350,0
24,2.886701,-7.996898,20.593765,0.785254,0.716591,0
25,2.955301,-7.988668,20.554854,0.790499,0.713636,0
26,2.987574,-7.994620,20.628106,0.787377,0.714893,0
27,2.995300,-7.816501,20.624539,0.806065,0.711271,0
28,3.258133,-7.817727,2.490227,-1.000000,0.814634,1
29,3.261649,-5.436809,2.490207,-0.999980,0.807947,1
30,3.267318,-6.027224,2.490207,-0.999998,0.810375,1
31,3.292868,-5.379123,2.488899,-0.999976,0.807197,1
32,3.474683,-7.997286,24.025240,-0.743498,0.748734,1
33,3.483713,-7.999147,24.025240,-0.739225,0.748578,1
34,3.526558,-5.463007,2.374687,-0.999993,0.808406,1
35,3.556251,-7.997286,24.025240,-0.737206,0.742595,1
36,3.636299,-7.997534,23.998577,-0.729846,0.740841,1
37,3.636299,-7.994620,23.998577,-0.728688,0.740764,1
38,3.673262,-7.989324,23.694744,-0.720535,0.740093,1
39,3.790600,-7.989324,23.694744,-0.696284,0.737384,0
40,3.949589,-7.989324,23.694744,-0.634356,0.734004,0
41,3.969166,-7.999147,24.025240,-0.633557,0.733540,0
42,4.248300,-7.993622,23.929934,-0.475570,0.732502,0
43,4.273427,-7.989163,23.937302,-0.459597,0.732061,0
44,4.306023,-7.993857,24.025240,-0.451544,0.731853,0
45,4.335600,-7.997200,23.826925,-0.434959,0.731308,0
46,4.335600,-7.988308,23.826925,-0.425386,0.727193,0
