Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-0.494823,6.137782,5.717636,-0.999996,0.797252,1
1,-0.494823,6.690107,5.726804,-1.000000,0.802318,1
2,-0.013545,6.786206,5.760474,-0.999999,0.800621,1
3,-0.013443,6.671483,5.760474,-0.999998,0.797319,1
4,0.852679,6.500458,5.633606,-0.999974,0.791195,1
5,0.852679,6.513949,5.633606,-0.999975,0.791701,1
6,2.015200,7.966765,5.528896,-0.999834,0.789048,1
7,2.029302,7.640414,6.363943,-0.999802,0.786517,1
8,3.572304,6.088515,12.285298,0.935757,0.691586,0
9,3.572304,6.093206,12.285298,0.936802,0.691373,0
10,3.572304,6.112372,12.285298,0.940919,0.691087,0
11,3.655604,6.061793,12.285298,0.933811,0.692799,0
12,3.657975,6.067281,12.285298,0.935518,0.692727,0
13,3.808424,4.372858,6.613076,-0.220472,0.758299,0
14,3.835517,4.372858,6.552669,-0.242519,0.759403,0
15,4.351546,7.636713,6.473196,-0.994492,0.778824,1
16,4.384434,5.649367,6.607004,-0.799453,0.760205,0
17,4.388329,5.672231,6.607004,-0.810470,0.760758,0
18,4.388329,5.676963,6.607004,-0.810377,0.760653,0
19,4.388329,5.680911,6.656947,-0.810506,0.760811,0
20,4.393883,5.673020,6.613455,-0.810728,0.760942,0
21,4.393883,5.675226,6.613455,-0.812922,0.760969,0
22,4.393883,5.700916,6.613455,-0.818492,0.761337,0
23,4.412558,5.700916,6.613455,-0.825515,0.762048,0
24,4.417659,5.765743,6.567764,-0.844519,0.762942,0
25,4.430465,5.700916,6.613455,-0.827513,0.762653,0
26,4.585186,7.654278,5.712212,-0.994283,0.776612,1
27,4.592777,7.654278,5.760474,-0.994237,0.776589,1
28,6.857180,7.917741,11.880299,0.999850,0.685354,0
29,7.323020,6.421900,5.997016,-0.997636,0.784021,1
30,7.330992,6.372446,6.547948,-0.998099,0.785526,1
31,7.367738,7.974044,3.133279,0.330960,0.738228,0
32,7.370675,4.334626,6.552669,-0.991475,0.765320,1
33,7.371217,5.657034,4.003350,0.094018,0.747722,0
34,7.371217,5.678654,3.994065,0.097262,0.743225,0
35,7.371217,6.574543,4.135950,0.150524,0.741005,0
36,7.372522,6.295630,4.149710,0.083679,0.756479,0
37,7.397969,4.199568,6.508489,-0.993183,0.774127,1
38,7.401348,4.199568,6.508489,-0.993255,0.774271,1
39,7.402374,4.334626,6.552669,-0.991930,0.770410,1
40,7.402902,6.295630,4.142282,0.073607,0.757246,0
41,7.402902,6.305213,4.142282,0.074903,0.757158,0
42,7.408094,6.569237,5.738986,-0.997312,0.783854,1
43,7.656200,6.401800,6.376054,-0.996795,0.779908,1
44,7.993502,7.996491,10.790891,0.356420,0.695152,0
45,7.994305,7.996491,10.265174,0.354220,0.695294,0
