Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-3.459139,-7.951275,17.016282,-0.014989,0.566030,0
1,-3.459139,-7.929326,17.016282,0.063909,0.565572,0
2,-3.456980,-7.963889,17.020116,-0.053027,0.566743,0
3,-3.456980,-7.963146,17.016282,-0.045116,0.566641,0
4,-3.456980,-7.922794,17.016282,0.070956,0.565368,0
5,-3.456744,-7.929326,17.011649,0.060464,0.565623,0
6,-3.451419,-7.991977,17.258271,-0.139100,0.567303,0
7,-3.449510,-7.932572,17.012896,0.036307,0.565775,0
8,-3.446962,-7.998410,17.024762,-0.178691,0.568169,0
9,-3.446962,-7.988575,17.024762,-0.140099,0.568067,0
10,-3.445157,-7.931851,17.466092,0.008128,0.565928,0
11,-3.443670,-7.929326,17.016282,0.012986,0.565826,0
12,-3.443176,-7.998411,17.016376,-0.176996,0.568118,0
13,-3.436940,-7.934086,17.016715,-0.025791,0.566285,0
14,-3.433110,-7.998411,17.024762,-0.214104,0.568322,0
15,-3.405405,-7.986293,17.253261,-0.258162,0.568678,0
16,-3.379912,-7.999642,17.024762,-0.357619,0.575387,0
17,-3.379912,-7.998411,17.024762,-0.355934,0.575284,0
18,-3.379817,-7.986293,17.042398,-0.317991,0.568933,0
19,-3.378073,-7.986293,17.466092,-0.326658,0.568984,0
20,-3.257074,-7.932572,17.264743,-0.532830,0.575645,0
21,-3.257074,-7.929280,17.264743,-0.530653,0.575490,0
22,-3.247090,-7.929265,17.024935,-0.544642,0.582536,0
23,-3.244423,-7.937949,17.024762,-0.565746,0.582693,0
24,-3.225880,-7.929297,17.263479,-0.596667,0.583268,0
25,-3.224356,-7.934973,17.263479,-0.615083,0.583791,0
26,-2.473123,-7.720741,12.752500,-0.996994,0.733304,1
27,-2.472821,-7.730082,12.804854,-0.996903,0.731521,1
28,-2.470742,-7.956508,12.968192,-0.997479,0.733809,1
29,-2.438907,-7.642065,12.865370,-0.996778,0.730600,1
30,-2.405750,-7.756778,12.909563,-0.997156,0.733363,1
31,-2.404304,-7.990032,12.769047,-0.997584,0.739035,1
32,-2.402225,-7.997280,12.972838,-0.997558,0.736147,1
33,-2.394663,-7.963749,12.766210,-0.997599,0.743700,1
34,-2.370171,-7.956032,12.560562,-0.997516,0.734800,1
35,-2.275861,-7.791338,17.305475,-0.975714,0.595365,1
36,-2.275861,-7.770995,17.466043,-0.972853,0.588738,1
37,-2.275181,-7.762995,17.469681,-0.971983,0.588537,1
38,-2.275180,-7.793273,17.297508,-0.976318,0.595467,1
39,-2.275180,-7.733138,17.297557,-0.968954,0.587531,1
40,-2.273178,-7.805716,17.297557,-0.977316,0.595722,1
41,-2.273145,-7.726836,17.469888,-0.968204,0.587179,1
42,-2.273145,-7.718688,17.469888,-0.967551,0.586928,1
43,-2.273145,-7.717066,17.469888,-0.966983,0.586878,1
44,-2.268736,-7.774224,17.473897,-0.974316,0.588939,1
45,-2.268736,-7.770995,17.466043,-0.973595,0.588839,1
46,-2.268563,-7.867562,17.296441,-0.981826,0.598319,1
47,-2.248940,-7.927854,16.962715,-0.984978,0.601120,1
48,-2.233471,-7.927854,16.962715,-0.985286,0.601426,1
49,-2.220268,-7.983841,17.446623,-0.987982,0.605348,1
50,-2.111518,-7.998444,17.457524,-0.990092,0.614448,1
51,-2.079580,-7.994066,17.457091,-0.990466,0.615841,1
52,-2.057381,-7.998444,17.457524,-0.991598,0.617389,1
53,-2.022889,-7.999360,16.962715,-0.991955,0.632962,1
54,-2.020172,-7.999360,16.962715,-0.991981,0.633121,1
55,-1.416080,-7.786734,12.848760,-0.994652,0.726154,1
56,-1.415790,-7.963194,12.805534,-0.994849,0.726755,1
57,-1.415790,-7.962584,12.805534,-0.994847,0.726692,1
58,-1.415790,-7.955684,12.805534,-0.994853,0.726818,1
59,-1.415790,-7.789551,12.848760,-0.994757,0.726312,1
60,-1.415790,-7.786734,12.848760,-0.994705,0.726249,1
61,-1.328701,-7.990046,12.712394,-0.995666,0.728551,1
62,-1.328701,-7.957755,12.712394,-0.995618,0.728423,1
63,3.198117,-7.921425,0.326250,-1.000000,0.763813,1
