Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.821427,-1.408420,11.871499,0.408166,0.616581,0
1,-7.818412,-1.293199,11.970008,0.576393,0.609633,0
2,-7.813906,-1.293199,11.970301,0.576788,0.609207,0
3,-7.813736,-1.285819,11.719167,0.583298,0.608824,0
4,-7.813714,-1.408420,12.247950,0.412487,0.616411,0
5,-7.762982,-1.370039,11.882509,0.477885,0.612575,0
6,-7.762982,-1.357664,11.882509,0.499977,0.612191,0
7,-7.762671,-1.352762,11.876486,0.508322,0.611722,0
8,-7.758496,-5.499477,12.247950,-0.999945,0.736931,1
9,-7.758496,-5.146635,12.260833,-0.999871,0.727831,1
10,-7.758496,-1.408420,12.247950,0.414888,0.614663,0
11,-7.758496,-1.405618,12.247950,0.423056,0.614493,0
12,-7.757766,-1.389656,11.883444,0.444087,0.613811,0
13,-7.757766,-1.387522,11.883444,0.447351,0.613512,0
14,-7.756605,-1.388123,12.247950,0.444759,0.613640,0
15,-7.751454,-1.183192,11.869394,0.695279,0.607714,0
16,-7.751145,-1.399721,11.882432,0.429188,0.614024,0
17,-7.728274,-1.183192,11.740487,0.696532,0.607067,0
18,-7.658204,-2.157506,11.882175,-0.784670,0.634000,0
19,-7.629524,-2.138831,11.869394,-0.783366,0.632181,0
20,-7.448434,-5.205376,11.882370,-0.999933,0.735509,1
21,-7.448434,-2.214568,11.886988,-0.821423,0.639011,0
22,-7.448434,-2.182565,11.886960,-0.812074,0.636275,0
23,-7.448434,-2.159650,11.886960,-0.805958,0.634150,0
24,-7.399109,0.369511,1.499129,-1.000000,0.781238,1
25,-7.312756,-5.033164,11.869394,-0.999915,0.728509,1
26,-7.017510,-5.506473,11.865260,-0.999974,0.754613,1
27,-6.716317,-3.871695,12.002947,-0.999309,0.690581,1
28,-6.297892,0.602842,0.682806,-0.999991,0.775660,1
29,-6.245590,-5.188491,11.882452,-0.999955,0.749241,1
30,-6.243175,-5.038130,11.882452,-0.999951,0.740284,1
31,-6.243175,-2.164030,11.882452,-0.700165,0.625891,0
32,-6.221636,-3.527440,11.890652,-0.998809,0.672585,1
33,-6.194297,-2.167233,11.882444,-0.688162,0.625090,0
34,-6.194297,-2.166079,11.882444,-0.688127,0.624963,0
35,-6.070247,-3.805340,11.870527,-0.999532,0.694262,1
36,-6.069953,0.371895,0.653479,-0.999982,0.774196,1
37,-5.994765,-1.306638,11.870221,0.934819,0.606182,0
38,-5.986743,-2.782919,11.558251,-0.977727,0.657045,1
39,-5.982499,-1.306638,11.869212,0.936552,0.605905,0
40,-5.980751,-1.306638,11.869212,0.937167,0.605859,0
41,-5.980458,-2.806677,11.882432,-0.979845,0.666095,1
42,-5.972410,-2.854250,11.882432,-0.984504,0.671814,1
43,-5.949677,-4.035500,11.882452,-0.999810,0.712264,1
44,-5.949677,-2.854250,11.882432,-0.984286,0.671732,1
45,-5.929220,-2.203670,11.882452,-0.634341,0.623108,0
46,-5.928083,-2.847334,11.882432,-0.983506,0.669608,1
47,-5.928083,-2.204568,11.882432,-0.634341,0.623108,0
48,-5.928083,-0.465398,11.882432,0.993472,0.597492,0
49,-5.922501,-2.699884,11.888255,-0.966000,0.647342,1
50,-5.909677,-0.465398,11.882432,0.993358,0.597948,0
51,-5.908422,-0.464698,11.882452,0.993394,0.597720,0
52,-5.906369,-2.203670,11.882452,-0.625177,0.622349,0
53,-5.898205,-0.464698,11.882452,0.993348,0.598267,0
54,-5.893093,-0.324904,11.882452,0.992150,0.604147,0
55,-5.884499,-0.376736,11.892012,0.992360,0.599594,0
56,-5.884450,-2.317280,11.892012,-0.767591,0.627284,0
57,-5.868008,-4.419359,11.872300,-0.999908,0.727933,1
58,-5.861346,-0.324904,11.882452,0.991545,0.604372,0
59,-5.851659,-2.727158,11.882887,-0.970891,0.650495,1
60,-5.793935,-3.490792,12.303724,-0.998898,0.681681,1
61,-5.786471,-3.881967,11.815237,-0.999688,0.701421,1
62,-5.780095,-3.835236,11.814190,-0.999625,0.701235,1
63,-5.771625,-2.166079,11.882452,-0.480508,0.617795,0
64,-5.770520,-4.604364,11.882628,-0.999923,0.729948,1
65,-5.767902,-3.924222,11.880423,-0.999749,0.705019,1
66,-5.767902,-2.166079,11.882452,-0.475996,0.617626,0
67,-5.765997,-2.166079,11.882452,-0.473240,0.617499,0
68,-5.760430,-3.527440,11.890652,-0.999011,0.685640,1
69,-5.755675,-3.527440,11.890652,-0.999013,0.685752,1
70,-5.754556,-3.527440,11.542795,-0.999013,0.685752,1
71,-5.754556,-2.156022,11.882452,-0.454889,0.616698,0
72,-5.741100,-3.973392,11.882452,-0.999780,0.710523,1
73,-5.489787,-2.545308,11.882452,-0.935293,0.647184,0
74,-5.485322,-2.529600,11.882452,-0.925405,0.644013,0
75,-5.485322,-2.518235,11.882452,-0.921368,0.643179,0
76,-5.484541,-2.543618,11.882443,-0.933738,0.646433,0
77,-5.484541,-2.518235,11.882443,-0.921012,0.643096,0
78,-4.440949,-3.924222,11.880423,-0.999864,0.719736,1
