Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-2.454319,-7.305242,18.890234,1.000000,0.673814,0
1,-1.915440,7.453595,15.915677,-0.170397,0.810956,0
2,-3.686363,7.689610,15.764776,0.602734,0.802325,0
3,-1.621700,7.532950,15.916224,-0.059464,0.804240,0
4,-0.818976,4.352269,15.815271,0.995796,0.788623,0
5,-6.889180,-7.998260,18.889541,0.998605,0.724004,0
6,-3.892456,7.567139,15.735143,0.686309,0.797008,0
7,-1.405367,4.790823,15.916224,0.987561,0.795885,0
8,-7.047296,7.086572,19.555621,0.999998,0.689203,0
9,-6.154941,-7.321359,19.487129,0.999529,0.709678,0
10,-1.899668,7.513648,15.818198,-0.122813,0.805182,0
11,-6.833434,-7.852605,18.915186,0.998864,0.716388,0
12,-3.831910,7.514586,15.732384,0.671480,0.799837,0
13,-6.154941,7.931881,20.281846,0.999939,0.699528,0
14,-1.899775,7.473847,15.815695,-0.154104,0.808024,0
15,-6.154941,7.963670,20.390910,0.999928,0.700546,0
16,-2.723516,-7.355046,18.843604,1.000000,0.682409,0
17,-2.469828,-7.355046,18.889306,1.000000,0.674621,0
18,-1.432900,4.782126,15.916224,0.988110,0.795346,0
19,-0.783719,4.352269,15.815271,0.995669,0.789119,0
