Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-2.830856,-7.745733,18.961942,1.000000,0.684678,0
1,-1.567004,6.663740,15.988532,0.711284,0.807248,0
2,-1.706972,5.631476,15.797826,0.846184,0.803455,0
3,-0.718230,4.379727,15.797826,0.994980,0.790821,0
4,-6.860678,-7.764227,18.889849,0.998959,0.736855,0
5,-1.565538,5.092839,15.800986,0.966478,0.802866,0
6,-6.301656,-7.330059,18.954871,0.999412,0.723377,0
7,-5.894331,-7.168009,19.127682,0.999705,0.701176,0
8,-0.817759,4.760962,15.800986,0.982585,0.798007,0
9,-3.382892,-7.246718,18.954871,0.999997,0.695291,0
10,-2.785294,-7.278095,18.961910,1.000000,0.684825,0
11,-1.629483,5.029643,15.988182,0.974561,0.800366,0
12,-6.343636,-7.330059,18.954871,0.999360,0.729181,0
13,-6.837459,-7.745733,18.961942,0.998995,0.735731,0
14,-6.860678,-7.330059,18.954871,0.999400,0.726896,0
15,-3.374279,-7.168009,19.127682,0.999997,0.697232,0
16,-5.876987,-7.168009,19.127682,0.999706,0.700620,0
17,-1.567004,5.070070,15.986859,0.969457,0.802090,0
18,-1.628017,5.092839,15.800636,0.968173,0.802198,0
19,-1.567004,5.072247,15.986859,0.969182,0.802133,0
