Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-5.606963,0.847411,1.313546,-1.000000,0.765571,1
1,-5.606963,0.848133,1.313546,-1.000000,0.765571,1
2,1.622684,6.985971,8.461054,-0.999997,0.741847,1
3,1.636342,7.990303,8.663662,0.703120,0.628808,0
4,1.659960,7.990303,8.663662,0.702626,0.641950,0
5,1.702677,6.985971,8.474811,-0.999996,0.739568,1
6,1.837094,6.985971,8.461054,-0.999993,0.730508,1
7,1.879435,7.391760,8.476589,-0.999999,0.748455,1
8,1.881090,6.919761,8.465076,-0.999987,0.725723,1
9,1.881090,6.987602,8.465076,-0.999990,0.729312,1
10,2.315767,4.885599,9.116560,0.320562,0.649491,0
11,2.317919,4.885963,9.180541,0.320719,0.649442,0
12,2.389963,4.914629,9.048678,0.299070,0.655304,0
13,2.390158,4.938021,9.122775,0.307075,0.654600,0
14,2.392060,4.931375,9.048678,0.300382,0.655053,0
15,2.429521,4.999242,8.821203,0.289576,0.660504,0
16,2.498881,4.928758,9.120297,0.249889,0.668576,0
17,2.674830,7.938451,1.475744,-0.999455,0.669885,1
18,2.674830,7.951534,1.475744,-0.999457,0.669959,1
19,2.674830,7.967471,1.475744,-0.999465,0.669996,1
20,2.695273,7.968686,1.475744,-0.999468,0.675518,1
21,2.777957,5.485236,9.117000,0.266511,0.664809,0
22,3.973193,7.938451,1.475744,-0.999822,0.688688,1
23,4.001617,7.951534,1.472960,-0.999828,0.689216,1
24,4.056082,4.916653,1.475750,-0.999091,0.669145,1
25,4.056082,7.994480,1.475750,-0.999834,0.695298,1
26,4.162445,7.994480,1.490817,-0.999836,0.701961,1
27,4.185779,7.994480,1.490817,-0.999835,0.695945,1
28,4.193707,7.882325,1.475744,-0.999820,0.683959,1
29,4.824457,7.391760,1.137684,-0.999689,0.678248,1
