Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.997764,-2.382329,11.583424,-0.997488,0.735219,1
1,-7.996489,-2.057572,16.484486,-0.990956,0.616357,1
2,-7.996489,-2.032937,16.484486,-0.991248,0.623843,1
3,-7.996014,-2.189688,16.300728,-0.989010,0.612797,1
4,-7.996014,-1.995945,16.076810,-0.991612,0.641042,1
5,-7.993491,-2.431331,11.583424,-0.997583,0.742413,1
6,-7.993491,-2.382329,11.583424,-0.997522,0.735249,1
7,-7.976303,-3.260618,16.346603,-0.601918,0.577141,0
8,-7.973356,-3.466219,16.484486,-0.049459,0.567049,0
9,-7.972883,-3.504790,16.076810,0.040658,0.566183,0
10,-7.972715,-3.484115,16.235777,-0.002802,0.566896,0
11,-7.972715,-3.260618,16.346603,-0.597742,0.576987,0
12,-7.972715,-2.216670,16.346603,-0.987807,0.604736,1
13,-7.962569,-3.259014,16.356175,-0.585718,0.576832,0
14,-7.950982,-3.259014,16.356016,-0.565262,0.576574,0
15,-7.940618,-3.256849,16.356016,-0.550528,0.576058,0
16,-7.940369,-2.211851,16.319883,-0.986749,0.604023,1
17,-7.931157,-3.256849,16.022486,-0.530653,0.575490,0
18,-7.925092,-2.213455,16.319883,-0.985914,0.596983,1
19,-7.925002,-2.211851,16.319883,-0.986057,0.597134,1
20,-7.924535,-2.930223,16.484486,-0.899355,0.585759,0
21,-7.924148,-2.213455,16.319883,-0.985865,0.596933,1
22,-7.923931,-2.935732,16.420855,-0.892902,0.584830,0
23,-7.921080,-2.213455,16.485519,-0.985847,0.596782,1
24,-7.914225,-2.202465,16.321446,-0.985768,0.596229,1
25,-7.903473,-3.452802,16.250403,0.109304,0.564502,0
26,-7.898739,-3.250248,15.864797,-0.474641,0.575026,0
27,-7.874571,-2.881663,15.863478,-0.890810,0.584159,0
28,-7.863077,-3.239435,15.853886,-0.415522,0.568016,0
29,-7.861995,-2.882010,16.093743,-0.883692,0.583540,0
30,-7.861396,-3.241876,15.863249,-0.405687,0.567762,0
31,-7.861396,-3.239435,15.853886,-0.410875,0.567864,0
32,-7.861396,-2.881146,15.863478,-0.883692,0.583540,0
33,-7.860506,-2.201614,15.895381,-0.983101,0.595375,1
34,-7.857846,-2.882010,16.093743,-0.882039,0.583179,0
35,-7.857612,-2.908426,16.085433,-0.868161,0.582353,0
36,-7.856131,-2.908426,16.085433,-0.866700,0.582301,0
37,-7.855525,-3.239435,15.853886,-0.390071,0.567507,0
38,-7.822266,-2.410049,11.608955,-0.997282,0.734052,1
39,-7.822266,-1.307464,11.607107,-0.995781,0.726861,1
40,-7.821972,-1.307464,11.603102,-0.995766,0.726829,1
41,-7.742637,-2.279550,16.484486,-0.969836,0.587481,1
42,-7.742637,-2.244201,16.484486,-0.970766,0.589040,1
43,-7.741226,-2.283337,15.863478,-0.969240,0.587381,1
44,-7.740967,-2.225921,16.420855,-0.972199,0.589593,1
45,-7.740222,-2.260110,16.348893,-0.970242,0.588436,1
46,-7.734295,-2.283337,16.003696,-0.968051,0.587230,1
47,3.086006,-7.566935,0.009807,-1.000000,0.758551,1
48,3.086006,-3.502961,0.009807,-0.997846,0.754335,1
