Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,6.921804,3.369775,9.610135,0.973929,0.705541,0
1,6.922348,3.369661,10.294108,0.973929,0.705541,0
2,6.940165,3.367136,10.346535,0.974432,0.705286,0
3,6.947797,3.378507,10.294108,0.972175,0.709174,0
4,7.274874,3.369703,10.349541,0.975345,0.704566,0
5,7.343656,3.369661,10.294108,0.976028,0.703650,0
6,7.355921,3.369661,10.294108,0.976081,0.703507,0
7,7.398755,3.367095,10.346535,0.976983,0.698778,0
8,7.476015,3.367020,10.292067,0.977825,0.698124,0
9,7.478071,3.378994,10.294108,0.976304,0.702018,0
10,7.488855,3.378679,10.294108,0.976470,0.701875,0
11,7.491241,3.367095,10.346535,0.977914,0.698011,0
12,7.501906,3.378495,10.294393,0.976792,0.701818,0
13,7.554293,3.367095,10.294760,0.978422,0.697585,0
14,7.641913,3.367095,10.264810,0.979495,0.697101,0
15,7.700852,3.367095,10.294760,0.980320,0.696874,0
16,7.704360,4.180407,2.962509,-0.353172,0.721689,0
17,7.704882,4.180407,2.980420,-0.351454,0.721665,0
18,7.709407,3.367095,10.163309,0.980446,0.696846,0
19,7.726086,4.156933,3.120981,-0.348487,0.721232,0
20,7.726086,4.157654,3.120981,-0.348487,0.721232,0
21,7.726395,4.157654,2.954283,-0.348487,0.721232,0
22,7.726406,4.157654,2.954287,-0.348487,0.721232,0
23,7.727588,4.157975,3.120981,-0.346109,0.721160,0
24,7.729876,4.157975,3.120981,-0.343124,0.721087,0
25,7.732549,4.157654,3.120981,-0.342780,0.721039,0
26,7.733220,4.157654,2.958286,-0.342360,0.721015,0
27,7.733220,4.157654,3.120836,-0.342360,0.721015,0
28,7.733220,4.157730,3.422897,-0.342360,0.721015,0
29,7.733230,4.157654,2.958291,-0.342360,0.721015,0
30,7.742422,3.367095,10.346540,0.980996,0.696760,0
31,7.743936,3.367095,10.346535,0.980996,0.696760,0
32,7.746876,3.367095,10.346481,0.981093,0.696675,0
33,7.802505,3.367095,10.264810,0.981959,0.696562,0
34,7.919713,4.356646,3.413608,-0.340563,0.720053,0
35,7.930908,4.356646,3.413608,-0.336948,0.716236,0
36,7.930908,4.356646,3.466227,-0.336948,0.716236,0
37,7.939511,4.368505,3.476078,-0.329610,0.712418,0
38,7.940772,4.372567,2.962511,-0.330819,0.712513,0
39,7.940772,4.373372,2.962511,-0.331123,0.712537,0
40,7.965347,4.368297,3.121701,-0.334177,0.715925,0
