Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,-7.966662,3.717197,22.881835,-0.999966,0.749044,-0.274405,1
1,-7.904623,2.618929,19.865218,-0.950761,0.657496,-0.237023,1
2,-7.865412,1.966733,20.249764,-0.987315,0.683049,-0.580802,1
3,-7.865412,2.547535,20.249764,-0.955697,0.659071,-0.001122,1
4,-7.865412,5.644131,20.234713,-0.984656,0.681836,-0.394115,1
5,-7.864290,2.547535,20.249764,-0.955656,0.658978,-0.484243,1
6,-7.840953,3.015237,20.373057,-0.937231,0.660090,-2.520739,0
7,-7.840791,3.675392,20.165553,-0.975363,0.668410,-0.439564,1
8,-7.833411,3.630199,22.637661,-0.999959,0.755114,-1.955320,1
9,-7.816799,-7.508363,9.342819,-0.994735,0.721162,-3.365963,1
10,-7.816799,2.188721,9.342819,-0.930818,0.723067,-3.503638,0
11,-7.798269,5.692271,9.326254,-0.975946,0.727117,-4.253485,1
12,-7.764174,2.547535,20.249764,-0.945936,0.653554,-0.100116,0
13,-7.742873,2.484155,19.865218,-0.957650,0.661780,-0.139984,1
14,-7.739388,5.804877,19.633645,-0.987943,0.682171,-0.088758,1
15,-7.739388,5.846984,19.619435,-0.989135,0.678190,-0.044440,1
16,-7.737261,2.845045,2.638084,-1.000000,0.810934,-0.692620,1
17,-7.695316,2.604881,19.700452,-0.924410,0.651808,-0.019380,0
18,-7.683035,2.604881,19.734542,-0.922229,0.651716,-0.071920,0
19,-7.679680,2.604881,19.746206,-0.922559,0.651838,-0.059861,0
20,-7.671641,5.835689,19.585281,-0.987754,0.677074,-0.196710,1
21,-7.670419,2.604980,19.805347,-0.923055,0.651869,-0.132139,0
22,-7.670419,5.715764,22.725310,-0.999997,0.752430,-0.112338,1
23,-7.668016,2.604881,19.865218,-0.922326,0.651808,-0.029884,0
24,-7.558458,5.706692,22.723824,-0.999998,0.760020,-5.232340,1
25,-7.558458,6.837058,22.982176,-0.999999,0.762083,-0.989480,1
26,-7.556862,3.992013,20.276690,-0.978137,0.673663,-0.059538,1
27,-7.556547,5.702121,22.723824,-0.999998,0.759921,-0.004954,1
28,-7.538363,2.608470,19.808439,-0.899431,0.659135,-0.758825,0
29,-7.521043,7.882243,19.745155,-0.997870,0.696064,-2.034965,1
30,-7.506388,-7.433054,19.745155,0.967388,0.769740,-5.902710,0
31,-7.506388,5.506370,20.107873,-0.968078,0.684823,-2.624127,1
32,-7.498532,4.002785,20.281827,-0.975684,0.668441,-1.508023,1
33,-7.463809,-6.735703,3.854146,-0.999858,0.860347,-7.020234,1
34,-7.408362,5.570923,4.222124,0.999949,0.786001,-7.263440,0
35,-7.408362,5.753157,20.275546,-0.978268,0.681495,-2.453316,1
36,-7.399532,5.883555,20.107873,-0.980751,0.674359,-0.212594,1
37,-7.353265,2.950414,3.330095,-1.000000,0.811533,-0.862693,1
38,-7.345717,-7.463721,12.675355,0.921728,0.806793,-5.774300,0
39,-7.122070,5.366637,13.513001,0.998823,0.755452,-6.184280,0
40,-6.631151,7.487699,19.745155,-0.999486,0.702356,-0.973433,1
41,3.118360,-7.429458,2.469894,-1.000000,0.817740,-2.165542,1
42,4.392354,-6.994339,4.166120,-1.000000,0.845065,-4.101001,1
43,5.035623,5.570923,12.222063,0.963108,0.712058,-3.860475,0
44,6.334811,-7.416144,20.747408,-0.993174,0.691575,-0.966621,1
45,6.334811,-7.416144,22.740878,0.899642,0.752763,-4.637195,0
46,7.308643,-6.425317,20.668446,-0.999667,0.704013,-1.433347,1
