Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,1.285424,6.386332,3.568860,-0.998444,0.808858,1
1,1.420830,6.381178,3.572214,-0.997956,0.800354,1
2,1.420830,6.386332,3.568860,-0.997973,0.800381,1
3,2.244172,5.958478,2.718607,-0.891253,0.669536,0
4,2.576231,6.028100,2.981252,-0.909284,0.676310,0
5,2.576231,6.028100,3.089050,-0.909284,0.676310,0
6,2.576231,6.249834,3.089023,-0.910754,0.680649,0
7,2.576239,6.237900,3.089050,-0.910518,0.680360,0
8,2.577633,6.249834,3.089391,-0.911258,0.680714,0
9,2.583343,6.030588,3.089050,-0.910062,0.676374,0
10,3.228016,2.492784,3.089107,-0.993173,0.695888,1
11,3.230499,1.372510,3.089394,-0.997890,0.707052,1
12,3.230499,1.384236,3.089541,-0.997876,0.706674,1
13,3.230978,1.347594,3.089557,-0.997910,0.712893,1
14,3.230978,1.408200,3.089109,-0.997869,0.706192,1
15,3.230978,1.478491,3.089115,-0.997771,0.704610,1
16,3.231718,2.414964,3.089666,-0.993419,0.696825,1
17,3.231959,2.457308,3.089666,-0.993282,0.696408,1
18,3.253962,2.375069,3.089084,-0.993676,0.697657,1
19,3.253962,2.414964,3.089666,-0.993487,0.697033,1
20,3.253962,2.460229,3.089117,-0.993339,0.696547,1
21,3.282003,1.480338,3.089115,-0.997778,0.705091,1
22,3.283590,2.517309,3.089649,-0.993179,0.696339,1
23,3.310185,4.854535,2.718607,-0.984730,0.680824,1
24,3.318531,4.854535,3.090434,-0.984987,0.681090,1
25,3.323933,1.627853,3.089668,-0.997332,0.702408,1
26,3.325118,1.621694,3.089669,-0.997355,0.702614,1
27,3.325118,1.627426,3.089669,-0.997331,0.702374,1
28,3.325118,1.632753,3.089671,-0.997308,0.702270,1
29,3.329507,1.614213,3.089542,-0.997372,0.702752,1
30,3.331310,4.875473,3.079270,-0.985012,0.681589,1
31,3.350488,1.544349,3.089658,-0.997538,0.704575,1
32,3.350488,1.552268,3.089670,-0.997521,0.704266,1
33,3.350959,4.898036,3.089284,-0.985093,0.682253,1
34,3.383863,4.963057,3.079205,-0.985189,0.683483,1
35,3.385127,4.964775,3.079205,-0.985189,0.683483,1
36,4.434815,4.832196,3.089669,-0.992160,0.694575,1
37,4.435342,4.832196,3.089669,-0.992124,0.694510,1
38,4.536632,6.157305,3.089684,-0.990263,0.683722,1
39,4.547470,6.157305,3.089666,-0.990266,0.683971,1
40,4.547470,6.160397,3.089666,-0.990293,0.684002,1
41,4.548378,6.162018,3.089666,-0.990305,0.684034,1
42,4.566141,6.190299,3.089022,-0.990362,0.685061,1
43,5.541541,7.239652,3.089049,-0.990996,0.685894,1
44,5.543741,7.135822,2.575836,-0.991294,0.693761,1
45,5.543741,7.145334,3.089061,-0.991295,0.693939,1
46,5.590990,7.229249,3.089050,-0.991156,0.691582,1
47,5.603976,7.268863,3.089630,-0.991138,0.688089,1
