Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness
0,-6.303041,-7.145946,6.276364,-0.999991,0.830573
1,1.215331,-7.248789,1.979950,-0.999999,0.821053
2,-6.303041,-7.145946,6.276364,-0.999991,0.830573
3,-0.014167,-7.145946,2.147888,-0.999680,0.823406
4,1.215331,-7.248789,1.979950,-0.999999,0.821053
5,1.393761,-7.248789,1.979950,-0.999999,0.824193
6,1.215331,-7.143175,1.976218,-0.999999,0.820268
7,0.123360,-7.145946,2.423657,-0.999830,0.822441
8,1.215331,-7.248789,3.893013,-0.999998,0.863716
9,-6.303041,2.382115,3.393697,-0.999998,0.822900
10,-6.303041,-6.873867,6.226983,-0.999997,0.836157
11,-0.014167,-7.145946,2.147888,-0.999680,0.823406
12,1.530423,-7.246950,1.979950,-0.999999,0.815892
13,1.215331,-7.143175,1.976218,-0.999999,0.820268
14,1.405442,-7.250884,1.979950,-0.999999,0.824069
15,-6.303041,2.255048,3.411878,-0.999996,0.819274
16,1.215331,-7.243601,1.959565,-0.999999,0.821011
17,1.393761,-7.248789,1.979950,-0.999999,0.824193
18,1.215331,-7.248789,1.979950,-0.999999,0.821053
19,1.530423,-7.246950,1.979950,-0.999999,0.815892
20,1.530423,-7.248046,2.347782,-0.999999,0.815892
21,1.405442,-7.250884,1.979950,-0.999999,0.824069
22,1.294076,-7.248608,1.958865,-0.999999,0.817021
23,1.530423,-7.246950,1.979950,-0.999999,0.815892
24,1.530423,-7.248046,2.347782,-0.999999,0.815892
25,1.530515,-7.250751,1.979139,-0.999999,0.815892
26,1.530423,-7.145815,1.979950,-0.999999,0.815194
27,1.530423,-7.246950,2.108163,-0.999999,0.815892
28,1.530423,-7.796611,2.108163,-1.000000,0.819649
29,1.530423,-7.145815,1.979950,-0.999999,0.815194
30,1.530423,-7.246950,1.979950,-0.999999,0.815892
31,1.530515,-7.250751,1.979139,-0.999999,0.815892
32,1.530423,-7.654749,1.688285,-1.000000,0.818746
33,1.530423,-7.129147,2.104279,-0.999999,0.815050
34,1.530423,-7.246950,1.979950,-0.999999,0.815892
35,1.530423,-7.586007,1.979950,-1.000000,0.818273
36,1.530423,-7.654749,1.688285,-1.000000,0.818746
37,1.530423,-7.129147,2.104279,-0.999999,0.815050
38,1.530423,-6.920176,1.979950,-0.999999,0.813428
39,1.530423,-7.582279,1.979950,-1.000000,0.818253
40,1.530480,-7.129147,2.104279,-0.999999,0.815050
41,1.542217,-7.232991,1.688285,-0.999999,0.815768
42,1.530423,-7.132875,2.104279,-0.999999,0.815050
43,1.530423,-7.997176,1.688285,-1.000000,0.820819
44,1.541795,-7.654749,1.688285,-1.000000,0.818725
45,1.530423,-5.447357,1.688285,-0.998265,0.813421
46,1.542217,-7.232991,1.688285,-0.999999,0.815768
47,1.530423,-7.582279,1.979950,-1.000000,0.818253
48,1.530423,-7.129147,2.104279,-0.999999,0.815050
49,1.530423,-6.920176,1.979950,-0.999999,0.813428
50,1.530480,-7.129147,2.104279,-0.999999,0.815050
