Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,3.711645,-7.988557,18.623462,-0.998506,0.706146,1
1,3.757094,-7.996699,18.619595,-0.998432,0.703588,1
2,3.823431,-7.982038,18.995085,-0.998157,0.696808,1
3,3.927464,-7.909218,18.985443,-0.997355,0.695055,1
4,3.927464,-7.896752,18.613821,-0.997339,0.694857,1
5,5.376792,-7.900327,22.339091,-0.996011,0.675102,1
6,5.397239,-7.982871,22.339091,-0.996492,0.675779,1
7,5.730668,-7.994855,22.325755,-0.997055,0.686418,1
8,5.772584,-7.995266,22.339091,-0.996969,0.682609,1
9,7.054991,-3.448792,20.755887,-1.000000,0.763572,1
10,7.180552,-7.764928,21.997961,-0.992659,0.669472,1
11,7.238904,-5.343787,18.619432,-0.998753,0.724816,1
12,7.243903,-7.993789,22.339091,-0.995223,0.674565,1
13,7.243903,-7.993421,22.339091,-0.995206,0.674537,1
14,7.268051,-3.253779,18.991426,-0.999969,0.734046,1
15,7.303694,-7.831626,22.339091,-0.993227,0.670806,1
16,7.389963,-5.331936,18.623013,-0.999054,0.727501,1
17,7.389963,-5.280523,18.619432,-0.999248,0.731235,1
18,7.408046,-7.900327,22.339091,-0.993838,0.672141,1
19,7.682422,-3.316725,18.995080,-0.999992,0.748918,1
