Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,3.805141,7.933189,4.667210,-0.999804,0.723001,1
1,3.805141,7.980036,4.667210,-0.999802,0.722979,1
2,3.805141,7.999573,4.667210,-0.999828,0.723860,1
3,3.898704,7.999746,4.643758,-0.999856,0.726966,1
4,3.910728,7.990878,4.659172,-0.999862,0.727275,1
5,3.919883,7.999747,4.643628,-0.999877,0.728486,1
6,3.931769,7.999691,5.299263,-0.999882,0.732691,1
7,3.932084,7.997081,4.668654,-0.999881,0.732647,1
8,3.963412,7.999680,5.290767,-0.999893,0.733954,1
9,3.970442,7.999680,5.290767,-0.999895,0.734131,1
10,4.171409,7.994292,5.130219,-0.999935,0.734823,1
11,4.206088,7.995689,4.662058,-0.999942,0.736159,1
12,4.461819,7.945214,4.666610,-0.999971,0.739920,1
13,4.476221,7.941757,4.666610,-0.999972,0.740548,1
14,4.619871,6.796425,4.055384,-0.999998,0.766705,1
15,4.619871,6.796425,4.113580,-0.999998,0.766705,1
16,4.738359,7.751034,4.257318,-1.000000,0.767381,1
17,5.041820,7.941757,4.666610,-0.999987,0.742519,1
18,5.096713,7.936157,4.667210,-0.999988,0.744909,1
19,5.167873,7.532670,3.020971,-0.999775,0.715370,1
20,5.168348,6.085285,2.628797,-0.999653,0.705103,1
21,5.168354,6.133960,2.560966,-0.999662,0.705430,1
22,5.175378,6.085285,2.628797,-0.999654,0.705204,1
23,5.175378,6.150955,2.627316,-0.999665,0.705631,1
24,5.175457,7.140897,2.673085,-0.999722,0.709703,1
25,5.186594,7.189168,3.010222,-0.999732,0.714257,1
26,5.188563,6.157684,2.956328,-0.999666,0.706008,1
27,5.191972,7.189168,3.010222,-0.999731,0.710382,1
28,5.191972,7.306900,3.010222,-0.999744,0.714409,1
29,5.195605,7.533540,3.020971,-0.999778,0.715750,1
30,5.222249,7.585872,2.992427,-0.999779,0.716534,1
31,5.223255,7.595983,3.042277,-0.999780,0.716711,1
32,5.252084,7.585872,2.632089,-0.999782,0.717040,1
33,5.344816,7.995119,4.750940,-0.999992,0.745284,1
34,5.486255,7.999918,5.294572,-0.999993,0.751269,1
35,6.709524,7.934677,4.667210,-0.999995,0.761541,1
