Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-2.456018,-7.997653,13.216119,-0.997528,0.731402,1
1,-2.412143,-7.994632,12.714694,-0.997617,0.736297,1
2,-2.412143,-7.990791,13.210794,-0.997598,0.736207,1
3,-2.412143,-7.985799,13.210794,-0.997624,0.741659,1
4,-1.416845,-7.977826,12.748869,-0.994843,0.726818,1
5,-1.416845,-7.965690,12.748869,-0.994794,0.726660,1
6,-1.348033,-7.977826,12.748869,-0.995547,0.729348,1
7,3.390411,-6.685779,0.009566,-1.000000,0.760784,1
8,3.405051,-0.518466,2.691074,-0.968104,0.677742,1
9,3.469129,-0.663677,2.973878,-0.970471,0.678905,1
10,3.469129,-0.490826,2.973878,-0.968819,0.678819,1
11,3.546931,-0.663677,2.973878,-0.971199,0.680155,1
12,3.548374,-0.663677,2.973878,-0.971205,0.680198,1
13,3.643833,-0.744781,2.670484,-0.971631,0.696145,1
14,3.650989,-0.744781,2.779541,-0.971671,0.696453,1
15,4.165439,-6.322068,13.410320,0.948810,0.621418,0
16,4.176117,-6.287956,13.410380,0.945683,0.621504,0
17,4.180658,-7.182095,13.410380,0.956073,0.619267,0
18,4.180658,-6.287956,13.410380,0.944354,0.627146,0
19,4.181551,-5.986678,13.206597,0.940526,0.631725,0
20,4.181551,-5.971151,13.206597,0.940667,0.631637,0
21,4.184150,-5.962056,12.886384,0.938703,0.637344,0
22,4.197943,-6.456700,12.884473,0.940343,0.633488,0
23,4.202472,-6.462782,12.761742,0.939021,0.633620,0
24,5.008870,-7.965264,12.799924,-0.901809,0.645252,1
25,5.061370,-7.967094,12.697312,-0.905058,0.645517,1
26,5.099107,-7.985799,13.190298,-0.908791,0.645957,1
27,5.101842,-7.995541,12.696523,-0.911115,0.646134,1
28,5.101842,-7.994628,12.697312,-0.911519,0.646222,1
29,5.179376,-7.995541,12.610295,-0.899715,0.640523,1
30,5.220337,-7.992256,12.828229,-0.884334,0.639564,1
31,5.220337,-7.973811,12.828229,-0.882786,0.639434,1
32,5.220337,-7.965264,12.828229,-0.880936,0.639303,1
33,5.230285,-7.992256,12.828229,-0.885100,0.640000,1
34,7.255139,-6.263711,0.134154,-0.999741,0.755815,1
35,7.676977,-6.482219,0.196201,-0.999720,0.753090,1
36,7.676977,-6.479019,0.153022,-0.999721,0.753179,1
37,7.676977,-6.471373,0.060010,-0.999707,0.752911,1
38,7.681571,-6.471373,0.060010,-0.999702,0.752793,1
39,7.681571,-6.263711,0.134154,-0.999128,0.751355,1
40,7.684329,-6.769986,0.152997,-0.999908,0.757335,1
