Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-2.307380,-7.999134,18.518731,-0.999465,0.716564,1
1,-2.307380,-7.988434,18.518731,-0.999463,0.716444,1
2,-2.305769,-7.956060,18.518730,-0.999458,0.716348,1
3,-2.305769,-7.953064,18.518423,-0.999457,0.716300,1
4,-2.283398,-7.952300,18.518731,-0.999428,0.715506,1
5,-2.233269,-7.999851,18.518731,-0.999415,0.710354,1
6,-2.193876,-7.960102,18.516156,-0.999407,0.708178,1
7,-2.189585,-7.951554,18.518423,-0.999391,0.708106,1
8,-2.143490,-7.937863,18.536541,-0.999335,0.707341,1
9,-2.141826,-7.969192,18.536541,-0.999334,0.706982,1
10,-2.131297,-7.952300,18.518731,-0.999310,0.706958,1
11,-2.084886,-7.817192,18.517971,-0.999272,0.705022,1
12,-1.997326,-7.997699,21.433609,-0.991315,0.683419,1
13,-1.974570,-7.985895,20.765274,-0.991056,0.682181,1
14,-1.891679,-7.997833,20.519401,-0.990517,0.678775,1
15,-1.853809,-7.925305,20.664914,-0.989350,0.677640,1
16,-1.836316,-7.839938,20.664914,-0.987991,0.677227,1
17,-1.827613,-7.838496,20.521404,-0.987922,0.676952,1
18,-1.813492,-7.837758,20.521404,-0.987583,0.676195,1
19,-1.673032,-7.997132,20.760248,-0.985022,0.674683,1
20,-1.654493,-7.997132,20.519401,-0.984558,0.674649,1
21,-0.481543,-7.555089,20.680959,-0.932181,0.661010,1
22,-0.441325,-7.560912,21.237706,-0.932453,0.661114,1
23,-0.382411,-7.551071,20.518053,-0.931708,0.660836,1
24,-0.356512,-7.555397,20.680959,-0.931080,0.660802,1
25,-0.356512,-7.548536,20.680959,-0.930921,0.655762,1
26,-0.356512,-7.539227,20.677609,-0.930824,0.655728,1
27,1.252394,-7.995572,18.614805,-0.970615,0.673792,1
28,1.253261,-7.995704,18.614805,-0.970931,0.673819,1
29,1.253261,-7.995579,18.614805,-0.970615,0.673792,1
30,1.253261,-7.976103,18.597609,-0.969983,0.673598,1
31,1.269424,-7.982744,18.518731,-0.968830,0.669217,1
32,1.326321,-7.817192,18.517971,-0.962856,0.666063,1
33,1.329032,-7.861041,18.519259,-0.964960,0.666146,1
34,1.373962,-7.807254,18.517971,-0.959937,0.664089,1
35,3.047385,-4.985244,2.144297,-1.000000,0.774607,1
36,3.143250,-4.039823,2.253176,-0.999995,0.772727,1
37,3.143250,-4.011133,2.212153,-0.999994,0.771903,1
38,3.646154,-7.976103,18.597609,-0.998558,0.703746,1
39,3.647487,-7.835768,18.591822,-0.998354,0.701522,1
40,3.736643,-7.995816,18.519262,-0.998493,0.702687,1
41,3.736643,-7.980326,18.519261,-0.998472,0.702426,1
42,3.736643,-7.978608,18.518731,-0.998472,0.702426,1
43,3.736643,-7.451495,18.519233,-0.997551,0.689273,1
44,3.796388,-7.958830,18.517971,-0.998215,0.695320,1
45,3.817478,-7.653477,18.518731,-0.997626,0.695300,1
46,3.903984,-7.653721,18.518730,-0.996869,0.685315,1
47,5.028515,-3.979780,2.212153,-0.999997,0.773405,1
48,5.082255,-3.589077,2.212153,-0.999987,0.767902,1
49,6.173824,-4.364942,20.765274,-0.999815,0.751099,1
50,6.248920,-4.340393,20.765274,-0.999952,0.756649,1
