Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.999870,7.955682,10.189956,-0.014752,0.671649,0
1,-7.999541,7.296798,10.189956,0.341692,0.659804,0
2,-7.999541,7.329854,9.829575,0.329585,0.661013,0
3,-7.999541,7.347074,9.829575,0.311133,0.661667,0
4,-7.999541,7.357790,9.829575,0.304496,0.662059,0
5,-7.999541,7.375216,10.247492,0.292215,0.662909,0
6,-7.999541,7.383336,10.455570,0.285763,0.663039,0
7,-7.999198,7.955682,10.189956,-0.014861,0.671745,0
8,-7.998866,7.271618,10.184749,0.360645,0.658595,0
9,-7.998866,7.293011,10.189956,0.344206,0.659641,0
10,-7.998866,7.918696,10.154222,-0.013499,0.670299,0
11,-7.998866,7.965358,10.189956,-0.021713,0.672195,0
12,-7.997097,7.293011,10.189956,0.347771,0.659477,0
13,-7.995970,7.236973,10.195110,0.376922,0.657484,0
14,-7.953007,7.837621,9.705518,0.020348,0.666731,0
15,-7.953007,7.857468,9.705532,0.003873,0.667535,0
16,-7.953007,7.889274,9.745746,0.002139,0.668756,0
17,-7.872003,7.939324,10.165581,0.042389,0.665710,0
18,-7.851898,7.802015,10.104492,0.067153,0.664834,0
19,-7.850722,7.803965,10.104492,0.061586,0.665059,0
20,-7.826279,6.297460,10.167307,0.681245,0.654936,0
21,-7.824174,6.295686,10.167307,0.683385,0.654800,0
22,-7.824174,7.122971,10.167307,0.464327,0.655792,0
23,-7.824174,7.143990,10.167307,0.447011,0.656352,0
24,-7.824174,7.152296,10.187367,0.442338,0.656945,0
25,-7.824174,7.767843,10.045936,0.089911,0.663324,0
26,-7.824174,7.769951,10.045936,0.084966,0.663484,0
27,-7.823557,7.103363,10.167307,0.475168,0.655001,0
28,-7.823554,7.767843,9.543603,0.090636,0.663292,0
29,-7.823151,7.798899,10.189901,0.082832,0.664545,0
30,-7.782775,6.276825,10.245321,0.698555,0.653947,0
31,-7.782448,7.159884,10.244926,0.439430,0.657011,0
32,-7.782035,6.276825,10.246185,0.698555,0.653947,0
33,-7.782035,6.288624,10.246185,0.697379,0.654186,0
34,-7.770136,6.276825,10.239291,0.701937,0.653674,0
35,-7.757939,6.276825,10.242613,0.707079,0.653436,0
36,-7.741505,6.276825,10.242613,0.709404,0.653333,0
37,-7.735821,6.276825,10.245321,0.712308,0.653163,0
38,0.966887,7.554448,10.044440,-0.985548,0.726678,1
39,1.247435,7.801092,10.106955,-0.998433,0.732544,1
40,1.346943,7.868774,10.054314,-0.999237,0.732603,1
41,1.348407,7.868774,10.054314,-0.999240,0.732684,1
42,1.485611,7.966506,9.828964,-0.999642,0.734864,1
43,1.485611,7.982247,9.642205,-0.999666,0.735724,1
44,1.522796,7.994206,9.638883,-0.999693,0.736745,1
45,1.551345,7.992916,9.597091,-0.999700,0.745942,1
46,1.551345,7.994206,9.638883,-0.999703,0.746024,1
47,1.760650,5.563871,5.681278,-1.000000,0.764246,1
48,1.762983,5.289594,5.733361,-0.999997,0.757105,1
49,1.762983,5.315616,5.765030,-0.999998,0.757952,1
50,1.762983,5.412177,5.808688,-0.999999,0.760687,1
51,2.101855,7.392712,7.753163,-0.820994,0.690097,0
52,2.111200,7.398943,7.717038,-0.828161,0.690262,0
53,2.273892,7.981842,9.928795,-0.997787,0.731017,1
54,2.292316,7.955682,9.730070,-0.997128,0.729833,1
55,2.394461,7.997618,10.033477,-0.997068,0.728889,1
56,2.468084,7.967717,10.359799,-0.995371,0.728523,1
57,2.490492,7.796139,9.702334,-0.983593,0.724937,1
58,2.490492,7.801464,9.608824,-0.984183,0.725122,1
59,2.490492,7.841952,9.702077,-0.988354,0.727227,1
60,2.514392,7.929797,7.750267,-0.981536,0.710000,1
61,2.514392,7.932862,7.750267,-0.981661,0.710065,1
62,2.547057,7.821553,9.705532,-0.984736,0.726596,1
63,2.561879,7.955529,7.751160,-0.982314,0.711209,1
64,2.561879,7.990458,7.751160,-0.983076,0.712745,1
65,2.561879,7.996527,7.751160,-0.983298,0.712876,1
66,2.564146,7.955529,7.751160,-0.982208,0.711176,1
67,2.602080,7.964720,7.835884,-0.981264,0.706369,1
68,2.603091,6.546505,7.939883,-0.041191,0.681390,0
69,2.613522,6.566803,7.858555,-0.096310,0.682181,0
70,2.613522,6.574598,7.858555,-0.113516,0.682559,0
71,2.613522,6.574955,7.858555,-0.118130,0.682594,0
72,2.613522,6.584190,7.858555,-0.132470,0.683041,0
73,2.613522,6.619693,7.853002,-0.201546,0.684486,0
74,2.613522,6.622216,7.858555,-0.205668,0.684520,0
75,2.613522,6.627191,7.853002,-0.212280,0.690023,0
76,2.613522,7.850423,7.858555,-0.974561,0.701345,1
77,2.613699,6.570294,7.937241,-0.104025,0.682456,0
78,2.620194,6.627191,7.849507,-0.208546,0.689745,0
79,2.685116,7.955529,7.835884,-0.973060,0.700804,1
80,2.694423,7.774738,7.835938,-0.958208,0.697748,1
81,2.781760,7.553139,7.751160,-0.864640,0.693464,0
82,2.786637,7.738472,7.653596,-0.920736,0.696386,0
83,2.786733,7.577010,7.753163,-0.864818,0.694477,0
84,2.787119,7.528984,7.653596,-0.850253,0.692549,0
85,2.787119,7.543174,7.653596,-0.851671,0.693007,0
86,2.790540,7.705761,7.751160,-0.909813,0.695025,0
87,2.791690,7.705761,7.753163,-0.908553,0.694928,0
