Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.999108,-0.617721,15.832974,-0.999548,0.707268,1
1,-7.971052,-1.864953,17.889233,-0.995247,0.657021,1
2,-7.958975,-1.864869,17.889265,-0.995223,0.656989,1
3,-7.958975,-1.864869,17.892375,-0.995223,0.656989,1
4,-7.958975,-1.864869,17.892496,-0.995223,0.656989,1
5,-7.958975,-1.864869,18.148166,-0.995223,0.656989,1
6,-7.957576,-1.859025,17.889233,-0.995174,0.656546,1
7,-7.927151,-1.864953,17.889233,-0.995184,0.656863,1
8,-7.895357,-1.857577,17.633357,-0.995092,0.655914,1
9,-7.869254,-1.856599,17.846355,-0.994995,0.655693,1
10,-7.838650,-1.648400,17.847710,-0.996061,0.686670,1
11,-7.823560,-1.857270,17.846652,-0.994981,0.655345,1
12,-7.817571,-1.857577,17.846652,-0.994931,0.655281,1
13,-7.761524,-1.857577,17.637854,-0.994782,0.654870,1
14,-7.759867,-1.857577,17.637854,-0.994736,0.654807,1
15,-7.701882,-1.640404,17.876227,-0.996056,0.686275,1
16,-7.666736,-1.631383,17.659166,-0.996020,0.681503,1
17,-7.660736,-1.857577,17.638179,-0.994454,0.649757,1
18,-7.643985,-1.864942,17.889230,-0.994717,0.650918,1
19,-7.636533,-1.864664,17.892496,-0.994685,0.650886,1
20,-7.635168,-1.858830,17.611228,-0.994682,0.650541,1
21,-7.635168,-1.858820,17.632657,-0.994682,0.650541,1
22,-7.635168,-1.858820,17.889233,-0.994682,0.650541,1
23,-7.591660,-1.864953,17.889233,-0.994557,0.650478,1
24,-7.591660,-1.864953,17.892464,-0.994557,0.650478,1
25,-7.538378,-1.864953,17.889233,-0.994501,0.650227,1
26,-7.000249,1.425862,16.026039,-0.997449,0.686910,1
27,-6.991158,1.428436,16.026039,-0.997341,0.686734,1
28,-5.404405,2.187351,1.025091,-0.999982,0.756332,1
29,-5.401528,2.091049,1.025439,-0.999990,0.757777,1
30,-5.401315,2.124796,1.025091,-0.999987,0.757217,1
31,-5.399798,0.915951,1.012945,-1.000000,0.759112,1
32,-5.345121,2.151173,1.025091,-0.999981,0.755447,1
33,-5.345121,2.187351,1.025091,-0.999977,0.754887,1
34,7.538297,0.923775,3.389298,-0.999535,0.686957,1
35,7.650738,0.869620,3.389298,-0.999545,0.688717,1
36,7.650738,0.871776,3.389327,-0.999543,0.688682,1
