Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness
0,2.593416,-7.665444,1.567553,-0.617724,0.818573
1,2.637575,-7.665444,2.485528,-0.678416,0.818294
2,2.595280,-7.605998,1.567553,-0.600080,0.817239
3,-7.937157,4.258797,2.605783,-0.997836,0.822989
4,2.593416,-7.665444,1.567553,-0.617724,0.818573
5,-7.647984,4.354402,5.451594,-1.000000,0.815005
6,3.498403,-6.984352,1.567553,-0.949419,0.812331
7,-7.937157,5.603693,2.663564,-0.999894,0.824070
8,-7.647984,4.345213,5.451594,-1.000000,0.814987
9,3.498403,-6.953956,1.567553,-0.946834,0.811421
10,3.498403,-6.984352,1.567553,-0.949419,0.812331
11,-7.647984,4.345213,5.451594,-1.000000,0.814987
12,3.498403,-6.770999,1.567553,-0.902367,0.810688
13,2.873537,-6.984352,1.612669,-0.644450,0.810558
14,1.913614,-6.948252,4.425197,-0.999998,0.811335
15,-7.647984,5.592621,5.451594,-1.000000,0.818361
16,-7.647984,4.345213,5.451594,-1.000000,0.814987
17,3.498403,-6.691335,1.567553,-0.873191,0.808595
18,3.498403,-6.770341,1.567553,-0.902701,0.810607
19,1.913614,-6.948252,4.425197,-0.999998,0.811335
20,-7.647984,4.229923,5.451594,-1.000000,0.813238
21,3.498403,-6.691335,1.567553,-0.873191,0.808595
22,1.913614,-6.948252,4.425197,-0.999998,0.811335
23,3.498403,-6.775757,1.567553,-0.904020,0.810810
24,3.498403,-6.770341,1.567553,-0.902701,0.810607
25,-7.647984,4.229923,5.451594,-1.000000,0.813238
26,1.907467,-6.541050,3.947283,-0.999981,0.805288
27,1.943718,-6.725108,4.429325,-0.999994,0.809774
28,1.913614,-6.948252,4.425197,-0.999998,0.811335
29,1.913614,-6.948252,4.425197,-0.999998,0.811335
30,4.738408,-6.709789,3.942089,-0.999997,0.802217
31,-7.647984,4.383468,5.451594,-1.000000,0.812095
32,-7.647984,4.229923,5.451594,-1.000000,0.813238
33,1.916266,-5.865298,4.021966,-0.996920,0.803220
34,-7.647984,4.379249,5.451594,-1.000000,0.812003
35,-7.647984,6.090815,4.039983,-0.505808,0.785824
36,1.943871,-5.970136,4.035327,-0.998478,0.796525
37,1.913614,-6.948252,4.425197,-0.999998,0.811335
38,4.738408,-6.709789,3.942089,-0.999997,0.802217
39,4.802033,-6.540138,3.942089,-0.999982,0.801607
40,-7.647984,6.090815,4.039983,-0.505808,0.785824
41,1.943871,-5.970136,4.035327,-0.998478,0.796525
42,4.738408,-6.709789,3.942089,-0.999997,0.802217
43,4.802033,-6.540138,3.942089,-0.999982,0.801607
44,-6.941288,4.377047,5.451594,-1.000000,0.805901
45,-7.291467,4.379249,5.451594,-1.000000,0.809590
46,4.797242,-6.512974,3.976593,-0.999976,0.800153
47,-7.647984,4.379249,5.451594,-1.000000,0.812003
48,-7.227618,4.379249,5.451594,-1.000000,0.807286
49,-7.796427,6.221544,4.340774,-0.640439,0.790216
50,1.943871,-5.970136,4.035327,-0.998478,0.796525
51,-7.647984,6.090815,4.039983,-0.505808,0.785824
52,4.797242,-6.512974,3.976593,-0.999976,0.800153
53,-6.941288,4.377047,5.451594,-1.000000,0.805901
54,4.738408,-6.709789,3.942089,-0.999997,0.802217
55,4.802033,-6.540138,3.942089,-0.999982,0.801607
56,-7.227618,4.379249,5.451594,-1.000000,0.807286
57,1.943871,-5.970136,4.035327,-0.998478,0.796525
58,-7.796427,6.221544,4.340774,-0.640439,0.790216
59,-7.647984,6.090815,4.039983,-0.505808,0.785824
60,-7.951178,5.787831,4.153468,-0.608656,0.789133
61,-7.227618,4.379249,5.451594,-1.000000,0.807286
62,-7.981871,6.144329,4.217964,-0.771353,0.791103
63,1.943871,-5.970136,4.035327,-0.998478,0.796525
64,-7.647984,6.090815,4.039983,-0.505808,0.785824
65,-7.951178,5.787831,4.153468,-0.608656,0.789133
66,-7.796427,6.221544,4.340774,-0.640439,0.790216
67,-7.227618,4.379249,5.451594,-1.000000,0.807286
68,-7.981871,6.144329,4.217964,-0.771353,0.791103
69,1.943871,-5.970136,4.035327,-0.998478,0.796525
70,-7.647984,6.090815,4.039983,-0.505808,0.785824
71,-7.951178,5.787831,4.153468,-0.608656,0.789133
72,-7.227618,4.379249,5.451594,-1.000000,0.807286
73,-7.981871,6.144329,4.217964,-0.771353,0.791103
74,1.943871,-5.970136,4.035327,-0.998478,0.796525
75,-7.951178,5.787831,4.153468,-0.608656,0.789133
76,-7.647984,6.090815,4.039983,-0.505808,0.785824
77,-7.227618,4.379249,5.451594,-1.000000,0.807286
78,-7.981871,6.144329,4.217964,-0.771353,0.791103
79,1.943871,-5.970136,4.035327,-0.998478,0.796525
80,-7.647984,6.090815,4.039983,-0.505808,0.785824
81,-7.951178,5.787831,4.153468,-0.608656,0.789133
82,-7.227618,4.379249,5.451594,-1.000000,0.807286
83,1.943871,-5.970136,4.035327,-0.998478,0.796525
84,-7.951178,5.787831,4.153468,-0.608656,0.789133
85,-7.647984,6.090815,4.039983,-0.505808,0.785824
86,-7.981871,6.203940,4.217964,-0.775209,0.794804
87,-7.981871,6.144329,4.217964,-0.771353,0.791103
88,-7.227618,4.379249,5.451594,-1.000000,0.807286
89,1.943871,-6.080916,4.035327,-0.999267,0.794651
90,-7.981871,6.144329,4.217964,-0.771353,0.791103
91,-7.983742,5.853363,4.040987,-0.692385,0.786702
92,-7.647984,6.090815,4.039983,-0.505808,0.785824
93,-7.269291,4.172773,5.451594,-1.000000,0.806449
94,4.684196,-6.167987,4.164617,-0.999649,0.791303
95,-7.981871,6.144329,4.217964,-0.771353,0.791103
96,-7.983742,5.853363,4.040987,-0.692385,0.786702
97,-7.647984,6.090815,4.039983,-0.505808,0.785824
98,-7.269291,4.172773,5.451594,-1.000000,0.806449
99,4.684196,-6.167987,4.164617,-0.999649,0.791303
100,-7.981871,6.144329,4.217964,-0.771353,0.791103
101,-7.983742,5.853363,4.040987,-0.692385,0.786702
102,-7.647984,6.090815,4.039983,-0.505808,0.785824
103,-7.264001,4.172773,5.451594,-1.000000,0.806189
104,-7.981871,6.144329,4.217964,-0.771353,0.791103
105,-7.983742,5.853363,4.040987,-0.692385,0.786702
106,4.684196,-6.167987,4.164617,-0.999649,0.791303
107,-7.242784,4.172773,5.451594,-1.000000,0.805315
108,-7.983742,5.853363,4.040987,-0.692385,0.786702
109,4.684196,-6.167987,4.164617,-0.999649,0.791303
110,-7.981871,6.144329,4.217964,-0.771353,0.791103
111,-7.242784,4.172773,5.451594,-1.000000,0.805315
112,-7.983742,5.853363,4.040987,-0.692385,0.786702
113,4.684196,-6.186124,4.164617,-0.999682,0.788699
114,-7.671031,5.991834,4.039983,-0.506198,0.786000
115,-7.242784,4.172773,5.451594,-1.000000,0.805315
116,4.684196,-6.186124,4.164617,-0.999682,0.788699
117,-7.983742,5.853363,4.040987,-0.692385,0.786702
118,-7.671031,5.991834,4.039983,-0.506198,0.786000
119,-7.143841,4.172773,4.633669,-1.000000,0.805247
120,4.684196,-6.186124,4.164617,-0.999682,0.788699
121,-7.983742,5.853363,4.040987,-0.692385,0.786702
122,-7.671031,5.991834,4.039983,-0.506198,0.786000
123,-7.118188,4.172773,4.633669,-1.000000,0.803641
124,-7.983742,5.853363,4.040987,-0.692385,0.786702
125,4.684196,-6.186124,4.164617,-0.999682,0.788699
126,-7.118188,4.172773,4.633669,-1.000000,0.803641
127,-7.840975,5.853363,4.040987,-0.601383,0.786499
128,4.684196,-6.186124,4.164617,-0.999682,0.788699
129,-7.985433,5.853363,4.044450,-0.693780,0.786740
130,-7.118188,4.172773,4.633669,-1.000000,0.803641
131,4.684196,-6.186124,4.164617,-0.999682,0.788699
132,-7.985433,5.853363,4.044450,-0.693780,0.786740
133,-7.840975,5.853363,4.040987,-0.601383,0.786499
134,-7.118188,4.172773,4.633669,-1.000000,0.803641
135,4.684196,-6.186124,4.164617,-0.999682,0.788699
