Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.976107,-4.430412,8.363737,-0.999470,0.731688,1
1,-7.975776,1.088986,9.772521,-0.999874,0.770211,1
2,-7.932618,-2.931010,17.997141,-0.986083,0.623624,1
3,-7.926510,-4.416375,8.280599,-0.999448,0.730043,1
4,-7.924186,4.037402,13.635574,-0.962881,0.618918,1
5,-7.920227,4.037402,13.635574,-0.961888,0.618809,1
6,-7.918933,3.720808,13.635568,-0.982248,0.623233,1
7,-7.918116,-3.993317,8.229585,-0.999780,0.751485,1
8,-7.913915,-2.931010,17.997141,-0.986051,0.623482,1
9,-7.903740,1.247088,9.772521,-0.999852,0.764580,1
10,-7.902731,-5.403710,19.544826,-0.895786,0.606260,0
11,-7.886354,3.943014,13.652787,-0.968696,0.621844,1
12,-7.885391,-5.407677,19.544826,-0.895547,0.605828,0
13,-7.880557,3.943014,13.652787,-0.968288,0.621807,1
14,-7.875538,-3.570893,18.135389,-0.993835,0.632398,1
15,-7.869156,1.247088,9.772521,-0.999846,0.763625,1
16,-7.862125,3.720196,13.674800,-0.979648,0.622716,1
17,-7.861510,-3.554727,18.148959,-0.993749,0.631417,1
18,-7.859644,3.945202,13.636677,-0.965423,0.621477,1
19,-7.858546,-2.984715,17.997141,-0.986661,0.626790,1
20,-7.858546,-2.946782,17.997141,-0.986649,0.624474,1
21,-7.846150,1.088986,9.772521,-0.999867,0.765787,1
22,-7.845270,3.720808,13.635568,-0.978553,0.622679,1
23,-7.844131,3.940834,13.693004,-0.964411,0.621330,1
24,-7.839877,3.943005,13.653472,-0.963814,0.621257,1
25,-7.839664,3.943014,13.652787,-0.963814,0.621257,1
26,-7.837806,-3.573617,18.151852,-0.993897,0.632531,1
27,-7.829779,3.705366,13.635574,-0.978476,0.622309,1
28,-7.824075,3.929036,13.653496,-0.963305,0.620891,1
29,-7.803928,3.699080,13.530869,-0.978348,0.622235,1
30,-7.791516,3.699080,13.530869,-0.977746,0.622161,1
31,-7.664847,-3.440613,18.211714,-0.993120,0.630561,1
32,-7.657740,-3.303196,18.211714,-0.991743,0.627861,1
33,-7.369340,-4.529149,18.233032,-0.998048,0.658493,1
34,-7.369340,-4.414813,18.233032,-0.998076,0.668883,1
35,-7.368477,-4.414813,18.233032,-0.998081,0.668968,1
36,-7.128096,1.446271,9.877934,-0.999794,0.751883,1
37,-7.035513,-4.223729,18.233032,-0.997916,0.655408,1
38,-6.858638,-3.972775,18.186590,-0.997456,0.644800,1
39,-6.744375,-4.414813,18.233032,-0.997865,0.653758,1
40,-6.634043,-3.976774,19.958441,-0.856563,0.600267,0
41,-6.551852,-4.438533,18.195626,-0.997863,0.651829,1
42,-6.549331,-4.075420,17.550760,-0.997392,0.638844,1
43,-6.549331,-3.993317,18.271129,-0.997131,0.638506,1
44,-6.549331,-3.993317,19.566333,-0.866152,0.603345,0
45,-6.549331,-3.918816,19.566333,-0.854475,0.598515,0
46,-6.548500,-3.553091,19.559175,-0.779962,0.586555,0
47,-6.540537,0.924067,10.076565,-0.999710,0.749281,1
48,-6.536081,-3.491072,19.905827,-0.782525,0.590272,0
49,-6.180983,-4.009892,19.587084,-0.900724,0.607490,0
50,-6.143335,-3.555347,20.000142,-0.821496,0.594771,0
51,-6.140860,-3.526598,19.566649,-0.814970,0.594617,0
52,-5.299727,-5.464992,19.548172,-0.960022,0.611609,1
53,-5.299727,-5.406983,19.554211,-0.958379,0.610328,1
54,-5.291338,-5.406983,19.773160,-0.958321,0.610250,1
