Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness
0,-5.951094,-1.668914,2.517706,-0.992775,0.840554
1,-5.951094,-1.668914,2.517706,-0.992775,0.840554
2,-5.960285,-0.964207,2.953615,-0.992273,0.837220
3,-5.951094,-1.668914,3.323147,-0.992775,0.840554
4,-5.951094,-1.779371,2.517706,-0.991475,0.837542
5,-5.951094,-0.974543,2.517706,-0.991871,0.841433
6,-5.657771,-0.537453,2.645768,-0.963826,0.838531
7,-5.960285,-0.964207,2.953615,-0.992273,0.837220
8,-6.063572,-0.974543,2.517706,-0.992907,0.839935
9,-5.951094,2.730319,2.592068,-0.999945,0.847381
10,-5.951094,-1.668790,2.517706,-0.992806,0.840508
11,-5.958981,-0.970848,2.953641,-0.992202,0.837243
12,-6.063572,-0.974543,2.517706,-0.992907,0.839935
13,-5.951094,2.730319,2.592068,-0.999945,0.847381
14,-5.960285,-0.924865,2.953615,-0.992377,0.836802
15,-6.063897,-0.974421,2.953615,-0.992907,0.839935
16,-6.010943,-1.645172,2.524595,-0.994392,0.841845
17,-5.951094,2.730319,2.949896,-0.999945,0.847381
18,-5.960445,-1.677859,2.517706,-0.993120,0.840969
19,-5.951094,2.727974,2.594222,-0.999944,0.847431
20,-5.960285,-0.964207,2.953615,-0.992273,0.837220
21,-6.063572,-0.974543,2.517706,-0.992907,0.839935
22,-5.960285,-0.924865,2.953615,-0.992377,0.836802
23,-6.063897,-0.974421,2.953615,-0.992907,0.839935
24,-6.010943,-1.645172,2.524595,-0.994392,0.841845
25,-5.960445,-1.677859,2.517706,-0.993120,0.840969
26,-5.908453,1.363351,2.594222,-0.997625,0.842484
27,-6.061838,-0.974421,2.953615,-0.992907,0.839935
28,-5.951094,2.777420,2.619646,-0.999952,0.846885
29,-5.960348,2.794143,2.953615,-0.999956,0.846960
30,-5.499481,0.591284,3.704498,-0.629820,0.815636
31,-6.220585,2.730319,2.592068,-0.999954,0.847601
32,-5.499481,0.591284,3.704498,-0.629820,0.815636
33,-5.519130,2.808172,2.953615,-0.999779,0.836436
34,-5.536244,-0.923516,2.953615,-0.878642,0.835834
35,-5.960348,2.897689,2.953615,-0.999967,0.845644
36,-5.499481,0.612260,3.704498,-0.643954,0.820266
37,-5.918169,0.695981,3.704498,-0.836145,0.824108
38,-5.960348,2.797207,2.953615,-0.999956,0.846811
39,-5.499481,0.591284,3.704498,-0.629820,0.815636
40,-5.519130,2.808172,2.953615,-0.999779,0.836436
41,-5.960348,2.903899,2.953615,-0.999968,0.845570
42,-5.518737,0.606566,3.704498,-0.660975,0.816139
43,-5.499875,2.813866,2.953615,-0.999757,0.835840
44,-5.983004,2.897689,15.002018,-0.997804,0.820948
45,-5.960348,2.897689,2.953615,-0.999967,0.845644
46,-5.499481,0.612260,3.704498,-0.643954,0.820266
47,-5.960348,2.903899,2.953615,-0.999968,0.845570
48,-5.518737,0.606566,3.704498,-0.660975,0.816139
49,-5.983004,2.897689,15.002018,-0.997804,0.820948
50,-6.235700,-1.757320,15.281702,-0.634447,0.794211
51,-5.960348,2.903899,3.003869,-0.999968,0.845570
52,-5.499875,3.368104,2.953615,-0.999926,0.834120
53,-5.273093,2.873511,14.751289,-0.998718,0.825196
54,-5.981642,2.897689,3.085357,-0.999968,0.846041
55,-6.328376,2.813866,2.512227,-0.999963,0.843922
56,-6.655100,2.897689,14.870308,-0.994591,0.820619
57,-5.983004,2.897689,15.012103,-0.997804,0.820948
58,-5.960348,2.897689,2.953615,-0.999967,0.845644
59,-6.328376,2.906141,2.512227,-0.999973,0.847503
60,-5.971659,-1.757320,15.281702,-0.707427,0.794180
61,-6.241800,2.828637,14.870308,-0.996733,0.820123
62,-6.235700,-1.800682,14.954578,-0.634678,0.792717
63,-5.332131,2.969336,15.281702,-0.998978,0.824845
64,-6.328376,2.813866,2.512227,-0.999963,0.843922
65,-5.499875,3.368104,2.953615,-0.999926,0.834120
66,-5.429847,3.227704,3.085357,-0.999883,0.834070
67,-5.981642,2.897689,15.367902,-0.997824,0.821069
68,-5.960348,2.903899,2.953615,-0.999968,0.845570
69,-6.328376,2.906141,2.512227,-0.999973,0.847503
70,-5.367062,3.369750,15.354366,-0.999308,0.816438
71,-5.971659,-1.757320,15.281702,-0.707427,0.794180
72,-6.235700,-1.861093,14.954578,-0.616147,0.790663
73,-5.429847,3.227704,3.085357,-0.999883,0.834070
74,-6.328376,2.813866,2.512227,-0.999963,0.843922
75,-5.529484,3.368104,2.953615,-0.999935,0.834845
76,-6.235700,-1.761655,14.954578,-0.635963,0.793993
77,-6.328376,2.906141,2.512227,-0.999973,0.847503
78,-5.057413,-3.416419,16.679869,-0.655839,0.747196
79,-5.971659,-1.757320,15.281702,-0.707427,0.794180
80,-5.358787,3.369750,15.354366,-0.999315,0.816367
81,-5.429847,3.227704,3.085357,-0.999883,0.834070
82,-6.328376,2.813866,2.512227,-0.999963,0.843922
83,-5.529484,3.368104,2.953615,-0.999935,0.834845
84,-6.340883,3.227704,3.085357,-0.999987,0.843853
85,-5.971659,-1.757320,15.281702,-0.707427,0.794180
86,-5.058381,-3.410288,16.679869,-0.647615,0.746852
87,-5.358787,3.369750,15.354366,-0.999315,0.816367
88,-5.067703,-3.440837,16.679869,-0.671605,0.747953
89,-5.417340,2.906141,2.512227,-0.999687,0.832415
90,-5.529484,3.368104,2.953615,-0.999935,0.834845
91,-6.309899,2.813866,3.097224,-0.999964,0.843627
92,-6.340883,3.270487,3.085357,-0.999989,0.843335
93,-5.358787,3.369750,15.354366,-0.999315,0.816367
94,-5.058381,-4.861998,16.679869,-0.939343,0.766583
95,-5.058381,-3.410288,16.679869,-0.647615,0.746852
96,-5.067703,-3.907324,16.694651,-0.852636,0.760337
97,-5.067703,-3.440837,16.679869,-0.671605,0.747953
98,-5.417340,2.906141,2.512227,-0.999687,0.832415
99,-5.961095,3.222043,2.559765,-0.999984,0.841425
100,-5.529484,3.368104,2.953615,-0.999935,0.834845
101,-6.332355,3.370835,3.085357,-0.999990,0.841756
102,-5.358787,3.369750,15.354366,-0.999315,0.816367
103,-5.058381,-3.256805,16.643642,-0.505264,0.742484
104,-5.523338,-4.861998,16.679869,-0.995567,0.772252
105,-5.067703,-3.907324,16.694651,-0.852636,0.760337
106,-5.255595,-3.434770,16.679869,-0.672867,0.757730
107,-5.426501,-4.531538,16.613893,-0.993160,0.765304
108,-5.403849,2.885986,2.512227,-0.999634,0.832241
109,-5.071872,-3.390133,16.679869,-0.632122,0.746715
110,-5.067703,-3.440837,16.679869,-0.671605,0.747953
111,-6.332355,3.370835,3.085357,-0.999990,0.841756
112,-5.358787,3.337069,15.354366,-0.999293,0.814770
113,-5.523338,-4.861998,16.679869,-0.995567,0.772252
114,-5.067703,-3.830890,16.679945,-0.835967,0.752259
115,-5.259082,-3.907324,16.692511,-0.925619,0.759659
116,-5.403849,2.885986,2.512227,-0.999634,0.832241
117,-5.067703,-3.440837,16.679869,-0.671605,0.747953
118,-5.358787,3.442924,15.473192,-0.999360,0.819608
119,-5.071872,-3.383978,16.678929,-0.622990,0.746612
120,-5.058381,-3.262960,16.644582,-0.511508,0.742690
