Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,3.406357,-1.692153,16.556070,0.999995,0.786252,0
1,7.748024,7.406401,16.429587,0.999985,0.791582,0
2,1.820246,0.545098,12.557730,1.000000,0.718286,0
3,4.739055,-4.139288,15.208154,0.999997,0.742925,0
4,-6.426739,-2.309765,15.609077,1.000000,0.706792,0
5,1.862573,3.653966,21.749828,1.000000,0.746656,0
6,4.425303,6.566538,15.384504,1.000000,0.736941,0
7,0.541162,1.473771,2.382296,1.000000,0.738796,0
8,2.956390,7.282554,15.168627,1.000000,0.742203,0
9,-0.949050,1.026190,0.773753,1.000000,0.742224,0
10,-2.078781,-4.669207,15.237324,1.000000,0.754001,0
11,0.943058,0.977076,6.030373,1.000000,0.758540,0
12,-0.370775,0.012833,2.428822,1.000000,0.758850,0
13,-0.736173,-0.652893,12.254977,1.000000,0.758949,0
14,2.187575,-1.390977,12.166851,1.000000,0.766738,0
15,-6.638991,2.661751,16.171041,1.000000,0.769025,0
16,-1.345058,-4.901051,13.090624,1.000000,0.769789,0
17,0.979025,0.470237,16.690876,1.000000,0.775214,0
18,1.714341,-3.455600,2.071133,1.000000,0.782138,0
19,6.789337,4.149621,16.137849,1.000000,0.791302,0
20,3.406357,-1.692153,16.556070,0.999995,0.786252,0
21,7.748024,7.406401,16.429587,0.999985,0.791582,0
22,1.820246,0.545098,12.557730,1.000000,0.718286,0
23,-6.426739,-2.309765,15.609077,1.000000,0.706792,0
24,1.820246,0.545098,12.558272,1.000000,0.718286,0
25,7.951240,7.406401,16.429587,0.999988,0.786928,0
26,4.741925,6.728748,15.628561,0.999890,0.793104,0
27,7.748024,7.406401,16.429045,0.999985,0.791582,0
28,7.878077,7.349263,16.835912,0.999813,0.793195,0
29,-2.078781,7.428831,13.918691,0.999995,0.726578,0
30,-1.049351,6.566538,16.085434,0.800909,0.815501,0
31,-6.426739,-2.648187,15.609077,1.000000,0.706962,0
32,-2.164351,-2.374386,15.596442,1.000000,0.721655,0
33,4.739055,-4.139288,15.208154,0.999997,0.742925,0
34,4.065227,-2.468464,15.619851,1.000000,0.732797,0
35,-0.912390,-3.629575,16.556070,1.000000,0.732036,0
36,7.748024,-4.717992,16.495908,1.000000,0.725914,0
37,4.500708,-5.465173,15.208154,0.999998,0.747730,0
38,1.862573,3.638371,21.749828,1.000000,0.742673,0
39,3.519966,-1.692153,15.118697,1.000000,0.735044,0
40,7.748024,7.406401,16.429587,0.999985,0.791582,0
41,1.820246,0.545098,12.557730,1.000000,0.718286,0
42,-6.426739,-2.309765,15.609077,1.000000,0.706792,0
43,1.820246,0.545098,12.558272,1.000000,0.718286,0
44,7.951240,7.406401,16.429587,0.999988,0.786928,0
45,7.748024,7.406401,16.429045,0.999985,0.791582,0
46,7.878077,7.349263,16.835912,0.999813,0.793195,0
47,-2.078781,7.428831,13.918691,0.999995,0.726578,0
48,-2.164351,-2.374386,17.824730,1.000000,0.715349,0
49,7.878077,7.349263,16.960871,0.999813,0.793195,0
50,-2.078781,7.557679,13.918691,0.999994,0.727312,0
51,-2.078781,7.298612,13.918691,0.999996,0.725844,0
52,7.878077,7.349263,16.839821,0.999813,0.793195,0
53,7.555181,7.411139,16.426933,0.999978,0.792925,0
54,7.748024,-3.852568,16.591239,0.672275,0.802587,0
55,1.820246,0.545098,12.723541,1.000000,0.718286,0
56,7.878077,7.356726,16.670101,0.999817,0.792964,0
57,-6.376512,-2.314745,15.609077,1.000000,0.706877,0
58,-0.890425,6.561799,16.088087,0.794151,0.813551,0
59,7.913958,7.586295,16.877291,0.999870,0.794389,0
60,-2.029439,7.484178,15.609077,-0.149652,0.814630,0
61,-6.747052,-2.309765,15.609077,1.000000,0.691642,0
62,7.748024,-3.852568,16.591239,0.672275,0.802587,0
63,-2.078781,7.298612,16.491321,-0.058759,0.810139,0
64,7.601006,0.497358,12.557730,0.999987,0.749621,0
65,7.946689,7.178020,16.877291,0.999670,0.798308,0
66,7.748024,7.406401,16.429587,0.999985,0.791582,0
67,-2.493410,-1.987554,17.824730,1.000000,0.709031,0
68,-2.030879,7.557679,13.918691,0.999994,0.727084,0
69,-1.826172,7.428831,15.667991,-0.139463,0.810997,0
70,1.820246,0.403076,12.597790,1.000000,0.717357,0
71,-1.812546,7.298560,13.915658,0.999995,0.720890,0
72,-2.078781,7.428831,13.918691,0.999995,0.726578,0
73,7.894871,7.349263,16.835912,0.999800,0.793599,0
74,7.567900,7.406452,16.432620,0.999979,0.792590,0
75,7.878077,7.349263,16.835912,0.999813,0.793195,0
76,-2.078781,7.497113,13.887704,0.999994,0.726932,0
77,7.555181,7.411139,16.426933,0.999978,0.792925,0
78,7.878077,7.356726,16.670101,0.999817,0.792964,0
79,7.878077,7.349263,16.960871,0.999813,0.793195,0
80,-6.747052,-2.309765,15.609077,1.000000,0.691642,0
81,-1.875114,7.406401,16.429944,-0.158525,0.810289,0
82,7.748024,-3.852568,16.591239,0.672275,0.802587,0
83,-2.029439,7.514469,15.609077,-0.150988,0.808004,0
84,7.601006,0.497358,12.557730,0.999987,0.749621,0
85,7.501430,7.298612,16.490964,0.999983,0.787863,0
86,7.946689,7.178020,16.877291,0.999670,0.798308,0
87,-2.493410,-1.987554,17.824730,1.000000,0.709031,0
88,-2.078781,7.603351,13.918691,0.999994,0.727590,0
89,1.820246,0.403076,12.597790,1.000000,0.717357,0
90,-1.812546,7.298560,13.915658,0.999995,0.720890,0
91,-2.029397,7.428831,14.460647,0.999995,0.726325,0
92,7.894871,7.349263,16.835912,0.999800,0.793599,0
93,7.567900,7.406452,16.432620,0.999979,0.792590,0
94,-1.826172,7.495559,15.667991,-0.158094,0.809070,0
95,-2.030879,7.558909,13.918691,0.999994,0.727059,0
96,7.878077,7.349263,16.835912,0.999813,0.793195,0
97,-2.078824,7.484178,13.908540,0.999994,0.726882,0
98,7.555181,7.411139,16.426933,0.999978,0.792925,0
99,7.878077,7.356726,16.670101,0.999817,0.792964,0
100,-1.875114,7.406401,16.429944,-0.158525,0.810289,0
101,-6.831259,-2.309765,15.608543,1.000000,0.691503,0
102,7.748024,-3.852568,16.591239,0.672275,0.802587,0
103,-1.879870,7.514469,15.609077,-0.132589,0.805362,0
104,7.748024,-4.155481,15.348191,0.999850,0.735396,0
105,7.878077,7.405053,16.835912,0.999830,0.791580,0
106,7.982719,7.174694,16.766283,0.999612,0.799462,0
107,-6.747052,-1.447314,15.609077,1.000000,0.704161,0
108,1.820246,0.403076,12.597790,1.000000,0.717357,0
109,7.433007,7.406452,10.939060,0.999958,0.727410,0
110,-2.029439,7.514469,15.609077,-0.150988,0.808004,0
111,-1.812546,7.298560,13.915658,0.999995,0.720890,0
112,7.946689,7.352589,16.878120,0.999764,0.794867,0
113,-3.030001,7.558909,13.923520,0.999981,0.723906,0
114,7.946689,7.178020,16.877291,0.999670,0.798308,0
115,-1.826172,7.495559,15.667991,-0.158094,0.809070,0
116,-1.870082,7.607170,13.913123,0.999993,0.722901,0
117,7.894871,7.349263,16.835912,0.999800,0.793599,0
118,7.946689,7.444952,16.877773,0.999804,0.792215,0
119,7.953594,7.178020,16.884793,0.999655,0.798558,0
120,-1.875114,7.406401,16.429944,-0.158525,0.810289,0
121,-6.831259,-2.309765,15.608543,1.000000,0.691503,0
122,-1.879870,7.514469,15.609077,-0.132589,0.805362,0
123,7.748024,-3.852568,16.591239,0.672275,0.802587,0
124,7.748024,-4.155481,15.348191,0.999850,0.735396,0
125,7.878077,7.405053,16.835912,0.999830,0.791580,0
126,7.745902,-3.852568,16.611224,0.673086,0.802507,0
127,7.982719,7.174694,16.766283,0.999612,0.799462,0
128,7.433007,7.406452,10.020468,0.999961,0.721595,0
129,6.772965,7.607170,11.041638,0.999982,0.698780,0
130,7.389444,-4.155481,15.348191,0.999890,0.729209,0
131,-2.029439,7.514469,15.609077,-0.150988,0.808004,0
132,-7.170458,-1.322109,15.604021,1.000000,0.697031,0
133,7.433007,7.406452,10.939060,0.999958,0.727410,0
134,-1.826172,7.495559,15.667991,-0.158094,0.809070,0
135,7.873327,7.174694,16.765780,0.999738,0.796617,0
136,7.894871,7.349263,16.835912,0.999800,0.793599,0
137,7.946689,7.352589,16.878120,0.999764,0.794867,0
138,7.946689,7.444952,16.877773,0.999804,0.792215,0
139,7.946689,7.178020,16.877291,0.999670,0.798308,0
140,-1.875114,7.406401,16.429944,-0.158525,0.810289,0
141,-1.879870,7.514469,15.609077,-0.132589,0.805362,0
142,7.748024,-3.852568,16.591239,0.672275,0.802587,0
143,7.745902,-3.852568,16.611224,0.673086,0.802507,0
144,7.433007,7.406452,10.020468,0.999961,0.721595,0
145,6.772965,7.607170,11.041638,0.999982,0.698780,0
146,-2.029439,7.514469,15.609077,-0.150988,0.808004,0
147,-7.170458,-1.322109,15.604021,1.000000,0.697031,0
148,-1.826172,7.495559,15.667991,-0.158094,0.809070,0
149,7.745902,-3.852568,16.589787,0.673086,0.802507,0
150,-6.831259,-2.337387,15.623593,1.000000,0.691309,0
151,7.748024,-3.852568,15.332710,0.999928,0.726973,0
152,7.700276,-3.904606,16.611224,0.692576,0.800606,0
153,-1.879870,7.513652,15.609077,-0.121960,0.805282,0
154,7.748024,-3.852568,16.612677,0.672275,0.802587,0
155,7.433007,7.406452,10.231116,0.999961,0.721595,0
156,7.389444,-5.426993,15.348191,0.996399,0.729007,0
157,7.748061,-3.851167,15.348191,0.999927,0.726998,0
158,-6.868313,-2.309765,15.617337,1.000000,0.691364,0
159,-1.905605,7.405053,15.628167,-0.128273,0.809966,0
160,-6.867455,-2.338231,15.617337,1.000000,0.691225,0
161,-1.875114,7.406401,16.429944,-0.158525,0.810289,0
162,7.748024,-7.171291,15.348604,0.979706,0.744575,0
163,7.700276,-3.904606,16.611224,0.692576,0.800606,0
164,-1.879870,7.513652,15.609077,-0.121960,0.805282,0
165,7.748024,-3.852568,16.591239,0.672275,0.802587,0
166,6.193553,-2.309765,11.100531,0.999975,0.716580,0
167,7.389444,-5.426993,15.348191,0.996399,0.729007,0
168,6.772965,7.604743,11.041638,0.999981,0.698862,0
169,7.433007,7.406452,10.020468,0.999961,0.721595,0
170,-7.144843,-1.218866,15.629034,1.000000,0.693172,0
171,-1.877221,7.514469,15.609077,-0.156365,0.805502,0
172,6.772965,7.607170,11.041638,0.999982,0.698780,0
173,7.748024,-3.852568,15.332710,0.999928,0.726973,0
174,-1.826172,7.495559,15.667991,-0.158094,0.809070,0
175,7.745902,-3.852568,16.611224,0.673086,0.802507,0
176,-1.879870,7.514469,15.609077,-0.132589,0.805362,0
177,7.962333,-3.852568,15.332710,0.999896,0.728607,0
178,7.748061,-3.851167,15.348191,0.999927,0.726998,0
179,7.389444,-5.426993,15.332297,0.996399,0.729007,0
