Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.480584,4.750003,13.981659,-0.997910,0.753261,1
1,-7.480584,4.844800,13.981659,-0.998490,0.755342,1
2,-7.333717,-7.999415,14.040149,-0.997248,0.715357,1
3,-5.054221,-7.837772,16.524036,-0.919998,0.688403,1
4,-5.054221,-7.142833,16.524005,-0.936199,0.697638,1
5,-4.688631,-7.583828,16.525997,-0.877737,0.685502,1
6,-4.419058,-7.998539,16.525841,-0.743203,0.674767,1
7,-4.419058,-7.588493,16.525994,-0.817743,0.677884,1
8,-4.008341,-7.583828,16.525997,-0.601035,0.674303,1
9,-3.985788,-7.591427,16.525997,-0.575785,0.673389,1
10,-3.946238,-7.889290,16.760358,-0.438157,0.672888,0
11,-3.901579,-7.816699,16.525840,-0.405097,0.670824,0
12,-3.633917,-7.866849,16.560303,-0.131848,0.665092,0
13,-3.486587,-7.997805,16.525998,0.056098,0.664841,0
14,-3.473586,-7.988191,16.557608,0.073023,0.664332,0
15,-3.367540,-7.998942,16.522554,0.149553,0.655734,0
16,-3.341382,-7.998942,16.522554,0.167340,0.654516,0
17,-2.994027,-7.630466,16.526422,0.352372,0.653382,0
18,-2.934529,-7.578298,16.525997,0.404735,0.650828,0
19,-2.418277,6.460975,14.383488,-1.000000,0.772790,1
