Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,4.159481,-7.108229,13.152258,0.961693,0.612692,0
1,3.165551,-7.713342,0.248230,-1.000000,0.762500,1
2,4.220883,-6.446800,12.759795,0.927525,0.639528,0
3,4.974219,-7.981463,13.282175,-0.880719,0.639956,1
4,4.438887,0.414823,3.041379,-0.937666,0.685376,1
5,5.041096,-7.999080,13.282175,-0.909988,0.645561,1
6,-2.585402,-7.963794,13.186993,-0.997526,0.739810,1
7,3.148198,-6.446800,0.248230,-1.000000,0.759496,1
8,4.438887,1.409178,3.041379,-0.957057,0.703901,1
9,7.752814,2.317460,12.738205,-0.969934,0.718244,1
10,4.188664,-6.996060,13.152258,0.946770,0.629630,0
11,-2.466045,-7.903345,12.759795,-0.997515,0.731581,1
12,4.438709,1.453087,3.041379,-0.956141,0.697917,1
13,7.863680,3.053782,13.152258,-0.991566,0.727430,1
14,4.188430,-6.774660,13.152258,0.944908,0.634589,0
15,7.888463,2.882261,13.369658,-0.989079,0.720784,1
16,4.165013,-7.072651,13.464860,0.958929,0.618414,0
17,4.163007,-6.393833,13.369938,0.950942,0.621849,0
18,5.041096,-7.972611,13.282175,-0.906144,0.645252,1
19,5.297398,1.443198,3.041379,-0.940655,0.687531,1
