Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.420100,0.698332,1.253229,-0.975353,-2.360497
1,0.430707,0.672274,0.503661,-0.830711,-2.405292
2,0.399797,0.680675,1.254957,-0.978149,-2.348274
3,0.420100,0.698332,1.253229,-0.975353,-2.360497
4,0.430707,0.672274,0.503661,-0.830711,-2.405292
5,0.399797,0.680675,1.254957,-0.978149,-2.348274
6,0.401836,0.680675,1.254957,-0.968677,-2.360709
7,0.429508,0.672274,0.676272,-0.945868,-2.312100
8,0.420100,0.698332,1.253229,-0.975353,-2.360497
9,0.399797,0.680675,1.254957,-0.978149,-2.348274
10,0.401836,0.680675,1.254957,-0.968677,-2.360709
11,0.471058,0.713224,0.688993,-0.966397,-2.462407
12,0.430707,0.672274,0.503661,-0.830711,-2.405292
13,0.429508,0.672274,0.676272,-0.945868,-2.312100
14,0.469676,0.672274,0.503661,-0.932518,-2.394527
15,0.432089,0.713224,1.389386,-0.920225,-2.242379
16,0.420100,0.698332,1.253229,-0.975353,-2.360497
17,0.401836,0.680675,1.254957,-0.968677,-2.360709
18,0.471058,0.713224,0.688993,-0.966397,-2.462407
19,0.402746,0.680675,1.164702,-0.998043,-2.353535
20,0.430707,0.672274,0.503661,-0.830711,-2.405292
21,0.469676,0.672274,0.503661,-0.932518,-2.394527
22,0.432578,0.718339,1.260470,-0.964101,-2.364372
23,0.430707,0.672274,0.502351,-0.830711,-2.405292
24,0.399797,0.680675,1.254957,-0.978149,-2.348274
25,0.429508,0.672274,0.676272,-0.945868,-2.312100
26,0.401836,0.680675,1.254957,-0.968677,-2.360709
27,0.471058,0.713224,0.688993,-0.966397,-2.462407
28,0.402746,0.680675,1.164702,-0.998043,-2.353535
29,0.420100,0.690817,1.253229,-0.976029,-2.360497
30,0.430707,0.672274,0.503661,-0.830711,-2.405292
31,0.469676,0.672274,0.503661,-0.932518,-2.394527
32,0.432578,0.718339,1.260470,-0.964101,-2.364372
33,0.430707,0.672274,0.502351,-0.830711,-2.405292
34,0.399797,0.680675,1.254957,-0.978149,-2.348274
35,0.420100,0.698332,1.253229,-0.975353,-2.360497
36,0.471058,0.713224,0.688993,-0.966397,-2.462407
37,0.402746,0.680675,1.164702,-0.998043,-2.353535
38,0.424596,0.718339,1.260470,-0.985234,-2.376045
39,0.436776,0.842564,0.870820,-0.849351,-2.781730
40,0.469676,0.672274,0.503661,-0.932518,-2.394527
41,0.446189,0.727400,1.003126,-0.925024,-2.433769
42,0.401836,0.680675,1.254957,-0.968677,-2.360709
43,0.420100,0.690817,1.253229,-0.976029,-2.360497
44,0.432578,0.718339,1.260470,-0.964101,-2.364372
45,0.403444,0.680675,1.074433,-0.982828,-2.359591
46,0.418747,0.687347,1.254957,-0.981923,-2.358296
