Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,-7.856698,-6.345739,12.852935,1.000000,0.723986,-4.981340,0
1,-7.637504,-1.987410,8.780876,0.998531,0.724330,-0.083378,0
2,-2.435500,-6.312469,18.596215,1.000000,0.676298,-0.290571,0
3,-2.620333,-6.632797,0.615359,1.000000,0.744142,-9.031059,0
4,7.881645,-7.578872,4.420688,-1.000000,0.824831,-2.007490,1
5,2.759709,-7.150401,2.269400,-0.616438,0.810244,-8.445029,1
6,7.642159,3.853905,16.644987,0.996013,0.805792,-2.661763,0
7,7.881645,-1.943515,2.413492,1.000000,0.764683,-7.871292,0
8,-5.715830,4.097028,4.797061,-0.994724,0.787934,-2.272481,1
9,-2.435500,-6.603040,18.596215,1.000000,0.682497,-1.267713,0
10,7.906885,-1.895661,8.228553,0.999998,0.709026,-4.658121,0
11,2.636088,-6.072726,5.103593,0.996954,0.784832,-0.814844,0
12,-2.546507,-7.416264,4.342874,-0.999178,0.816497,-3.809677,1
13,5.911832,-1.943515,4.591071,0.998307,0.752323,-2.936327,0
14,2.945906,-2.097471,4.622259,0.998591,0.738360,-2.970083,0
15,-2.444564,-7.182872,16.644987,1.000000,0.690613,-4.535466,0
16,-7.718835,-2.005768,8.780876,0.998652,0.728661,-4.281995,0
17,-5.715830,3.686974,4.895027,-0.997266,0.797447,-0.421594,1
18,3.477626,5.045624,2.433382,0.999991,0.696962,-2.404003,0
19,2.636088,-6.024962,3.597667,-0.999658,0.801869,-0.598384,1
