Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,-7.999124,-7.263454,23.774982,0.955068,0.712533,0
1,-7.998757,-6.224373,23.775931,0.121574,0.750443,0
2,-7.998757,-6.055468,23.775931,-0.251554,0.759270,0
3,-7.998753,-6.922421,23.889793,0.876963,0.721940,0
4,-7.996780,4.936684,24.740250,0.980758,0.698066,0
5,-7.996780,5.714242,24.740250,0.984397,0.693368,0
6,-7.995993,-6.228067,23.775577,0.136147,0.750148,0
7,-7.988135,-6.030429,23.677267,-0.222890,0.759135,0
8,-7.985433,5.853363,4.044450,-0.693780,0.786740,0
9,-7.983742,-6.024472,23.677267,-0.217248,0.759026,0
10,-7.983742,5.853363,4.040987,-0.692385,0.786702,0
11,-7.975189,5.853363,4.139169,-0.686964,0.786488,0
12,-7.972866,-6.214025,23.775557,0.136808,0.749718,0
13,-7.965421,-6.214025,23.775557,0.143075,0.749530,0
14,-7.965421,-6.045119,23.775557,-0.212628,0.758296,0
15,-7.965219,-6.060763,23.775557,-0.182333,0.757431,0
16,-7.964980,-6.922421,23.776976,0.885386,0.720933,0
17,-7.964865,5.725829,4.039983,-0.552737,0.786372,0
18,-7.951178,-6.089770,23.765448,-0.154401,0.756809,0
19,-7.951178,5.787831,24.753752,0.984851,0.693224,0
20,-7.918535,-6.228067,23.711076,0.241210,0.743071,0
21,-7.907269,-5.980224,23.775562,-0.082805,0.756430,0
22,-7.892494,-7.096077,23.775112,0.933958,0.713911,0
23,-7.851600,-6.025233,23.686619,-0.073172,0.754456,0
24,-7.849952,-6.570650,23.518217,0.777741,0.727266,0
25,-7.840587,-6.535046,23.775557,0.770059,0.727875,0
26,-7.839780,-6.030429,23.775917,-0.059142,0.754104,0
27,-7.838893,-6.991042,23.686619,0.924920,0.715183,0
28,-7.838893,-6.973810,23.686619,0.922585,0.715580,0
29,-7.827467,-6.215872,23.775560,0.332729,0.740163,0
30,-7.827467,-6.030164,23.775931,-0.042996,0.753671,0
31,-7.826115,-6.056374,23.775934,-0.042453,0.753293,0
32,-7.825122,-6.063461,23.890742,0.015398,0.752481,0
33,-7.816782,-6.986366,23.705050,0.929063,0.714414,0
34,-7.811381,-6.025918,23.788775,-0.011565,0.753239,0
35,-7.809368,5.811116,3.916078,-0.536246,0.785640,0
36,-7.807239,-6.521630,23.729345,0.781787,0.727054,0
37,-7.807239,-6.236101,23.569893,0.394330,0.738989,0
38,-7.807239,-6.228067,23.775557,0.379782,0.739149,0
39,-7.807239,-6.184082,23.569893,0.283439,0.740376,0
40,-7.806579,-6.025896,23.775931,-0.008772,0.753022,0
41,-7.795380,-6.528238,23.775557,0.795655,0.726391,0
42,-7.783305,-6.512080,23.645440,0.791483,0.726577,0
43,-7.774222,-6.213022,23.782043,0.399705,0.738349,0
44,-7.768171,-6.212668,23.775454,0.407094,0.738295,0
45,-7.766577,-6.792877,23.677267,0.896296,0.718283,0
46,-7.759639,-6.025918,23.775931,0.090853,0.751183,0
47,-7.727974,-6.214025,23.707771,0.487523,0.736561,0
48,-7.722257,-6.228067,23.711076,0.517373,0.736054,0
49,-7.693651,-6.024472,23.686825,0.206089,0.744615,0
50,-7.683826,-6.228067,23.775557,0.582771,0.734694,0
51,-7.666201,5.862310,4.039983,-0.431040,0.781836,0
52,-7.648029,-6.485414,23.702973,0.857236,0.722311,0
53,-7.647984,5.811116,4.039983,-0.381648,0.781056,0
54,-7.647984,5.862310,4.039983,-0.412094,0.781348,0
55,-7.627296,-7.097637,23.703159,0.968634,0.710204,0
56,-7.623303,-6.228067,23.775557,0.675094,0.732586,0
57,-7.614695,-6.536388,23.775557,0.889636,0.719793,0
58,-7.613535,6.014758,4.039983,-0.454597,0.784333,0
59,-7.603414,-6.228067,23.775557,0.712512,0.731653,0
60,-7.601527,-7.034534,23.705047,0.965177,0.710818,0
61,-7.520668,5.811116,4.039983,-0.277889,0.777700,0
62,-7.142983,4.085489,4.633669,-1.000000,0.800836,1
63,1.590063,-7.155946,23.775931,0.999947,0.678962,0
64,1.599425,-7.130012,23.705047,0.999950,0.678903,0
65,1.728595,-7.182032,23.705047,0.999940,0.681734,0
66,1.940706,-6.516507,22.504011,0.999993,0.655701,0
67,2.049729,-7.238158,23.688500,0.999931,0.687867,0
68,2.049729,-6.536089,23.150063,0.999994,0.645882,0
69,2.049729,-6.521363,22.586532,0.999995,0.645597,0
70,2.055086,-6.521363,22.586532,0.999995,0.645597,0
71,2.082743,-6.218408,22.524534,0.999996,0.645008,0
72,2.575576,-7.523464,23.155869,0.999983,0.657035,0
73,2.631423,-7.540745,23.160874,0.999982,0.659168,0
74,2.750099,-7.810192,23.761275,0.999374,0.692927,0
75,4.635974,-6.223367,3.860863,-0.999795,0.786755,1
76,4.797242,-6.512974,3.976593,-0.999976,0.800153,1
