Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,-2.673990,-6.473646,2.371549,0.652270,0.815232,-7.374888,0
1,-2.669523,-6.473646,14.938378,-0.717590,0.718763,-4.923890,1
2,-2.669523,-1.583231,14.938777,-0.792240,0.719260,-4.491976,1
3,0.311188,3.768027,2.106470,-0.829203,0.666498,-1.130179,1
4,0.311188,4.898206,2.106470,-0.820665,0.666533,-2.022332,1
5,0.311188,5.153653,1.560118,-0.846541,0.653320,-0.524536,1
6,0.366964,5.889521,2.455007,-0.858855,0.657604,-0.203440,1
7,1.372767,5.051592,1.582683,-0.942427,0.659821,-0.681549,1
8,1.825736,3.740111,2.339729,-0.878729,0.658621,-0.848344,1
9,2.154449,3.737245,1.557663,-0.872476,0.672067,-1.491583,1
10,3.763864,-6.473646,2.371549,-0.850863,0.780073,-6.266761,1
11,3.763864,7.493523,2.112336,-0.672425,0.682323,-2.223565,0
12,3.845386,5.889521,2.391923,-0.898496,0.666542,-0.692443,1
13,4.457555,3.740111,1.557663,-0.451570,0.671709,-6.920362,0
14,4.509928,-3.418357,15.301811,-0.996894,0.763880,-2.137470,1
15,4.514292,-1.274118,2.561049,-0.518327,0.692157,-3.191773,0
16,4.549038,-3.435036,14.704010,-0.997529,0.764706,-0.599311,1
17,5.726980,-4.263950,14.938478,-0.999962,0.767295,-1.525862,1
18,6.064592,-6.602694,14.866502,-0.999917,0.776758,-3.851529,1
19,6.192052,-1.585855,14.938777,-0.999997,0.766750,-0.071584,1
20,6.263588,-1.583231,14.938777,-0.999998,0.768437,-0.198649,1
21,6.268156,-2.175016,12.560782,-0.956199,0.724962,-0.928531,1
22,6.268156,-2.175016,15.170610,-1.000000,0.779929,-0.314121,1
23,6.333358,-2.175016,14.707456,-1.000000,0.776955,-0.004902,1
24,6.338260,-3.435036,14.704010,-0.999997,0.784763,-1.260024,1
25,6.338260,-2.175016,13.282026,-0.961612,0.727326,-0.724643,1
26,6.338260,-2.175016,14.707456,-1.000000,0.777124,-0.275931,1
27,6.339222,-1.274118,13.313680,-0.972527,0.733166,-0.271622,1
28,6.371662,2.283490,3.338997,-0.953995,0.674345,-1.721370,1
29,6.462237,-2.089822,14.938777,-1.000000,0.780707,-0.506591,1
30,6.462237,-1.583231,14.938777,-0.999998,0.772763,-0.306186,1
31,6.482760,-1.132705,13.468211,-0.979029,0.730920,-0.245979,1
32,6.487628,-1.274118,12.609608,-0.978770,0.734769,-0.276226,1
33,6.604575,-4.133170,5.396675,-0.996212,0.751431,-0.974745,1
34,6.609583,-1.274118,13.287540,-0.978974,0.735143,-0.358779,1
35,6.622744,-1.274118,12.850532,-0.979651,0.735555,-0.011270,1
36,6.634014,-1.274118,12.850532,-0.979621,0.736131,-0.079061,1
37,6.640814,-1.274118,12.929594,-0.979618,0.736350,-0.241692,1
38,6.752733,-1.302463,15.008989,-0.999996,0.773559,-0.328573,1
39,6.789098,-5.090291,5.396675,-0.998950,0.766308,-0.908701,1
40,6.838804,-6.431596,14.866502,-0.999979,0.777540,-4.638942,1
41,6.875968,-1.274118,12.985424,-0.982039,0.743343,-1.948758,1
42,6.930957,-1.274118,12.985424,-0.984199,0.744714,-0.054989,1
43,6.958191,5.062054,5.348474,-0.964926,0.721460,-0.675091,1
44,6.981323,-2.175016,14.707456,-0.999998,0.787273,-0.574646,1
45,7.383725,5.051592,2.264610,-0.633475,0.711708,-3.283631,0
46,7.394357,-1.273778,14.863969,-0.999990,0.771104,-1.247356,1
47,7.480344,-4.628412,5.029817,-0.997103,0.756002,-0.634598,1
48,7.480344,-4.238415,15.012544,-0.999983,0.786593,-2.289748,1
49,7.631560,-4.697696,5.396675,-0.997285,0.754843,-0.402804,1
50,7.631560,-4.133170,5.396675,-0.994370,0.750439,-2.612665,1
51,7.631560,-1.520505,5.396675,-0.961228,0.741457,-2.468934,1
52,7.631560,5.062054,5.396675,-0.952202,0.704180,-3.141873,1
53,7.642830,-4.133170,5.396675,-0.994388,0.750463,-0.011270,1
54,7.648452,-2.188649,5.396675,-0.976637,0.734599,-0.668357,1
55,7.653671,-6.397967,6.567151,-0.999996,0.820410,-1.956405,1
